"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"REICHERT_MITOSIS_LIN9_TARGETS","REICHERT_MITOSIS_LIN9_TARGETS","REICHERT_MITOSIS_LIN9_TARGETS",25,0.877041065832859,2.4160356952138,1.18496230765328e-10,8.68026614380947e-09,7.54194690401119e-09,734,"tags=64%, list=6%, signal=60%","259266/1063/1058/7153/4288/10112/11004/157313/3161/1062/5347/891/9493/55165/6790/899"
"CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_DN","CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_DN","CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_DN",172,-0.567010770549167,-2.13011171479345,1.1814811358636e-10,8.68026614380947e-09,7.54194690401119e-09,2122,"tags=49%, list=17%, signal=41%","283927/130/3242/8529/666/91614/80781/1376/2110/22977/5105/25924/1559/8555/83758/4430/1962/94121/2329/211/55268/3764/154661/8647/1491/763/563/731/23498/115817/79777/4547/98/23417/4329/9970/6567/847/23316/92292/23562/10249/2822/2639/11162/10402/1579/10157/54988/6342/51181/388/8777/284541/5166/4522/6898/33/55224/729/9380/79746/55753/10020/127/10171/388503/6715/8608/27284/64816/635/1558/285386/283537/10351/3290/23541/2998/1582/10/6580/1555/1544"
"SENGUPTA_NASOPHARYNGEAL_CARCINOMA_UP","SENGUPTA_NASOPHARYNGEAL_CARCINOMA_UP","SENGUPTA_NASOPHARYNGEAL_CARCINOMA_UP",273,0.495897176267949,1.98183900320093,1.64109735698501e-10,1.1854649102332e-08,1.03000452537085e-08,2688,"tags=42%, list=21%, signal=34%","83540/51514/6091/1063/7153/55612/9787/55872/983/64151/79805/7272/28982/9833/701/54443/146909/56992/6241/10403/1062/1306/9493/83879/29128/55789/55165/890/5396/81624/7070/29028/9134/64105/9966/9837/3070/4345/11130/56648/147463/2744/2571/2146/8317/79075/10970/157570/899/29127/1894/341/55215/5427/55771/3832/4085/11169/8324/51053/1763/3915/4548/4173/1871/55835/92344/1116/1009/10635/1282/1462/3604/9915/4254/1111/2335/50807/6322/7037/5983/51633/1284/1277/51105/1290/9603/908/135293/83990/3148/3685/4801/54739/55151/9655/51088/1295/5591/1278/5954/8651/6772/2289/121457/6678/5955/10051/83937/10926/53616/3631/114801/5111"
"WU_APOPTOSIS_BY_CDKN1A_VIA_TP53","WU_APOPTOSIS_BY_CDKN1A_VIA_TP53","WU_APOPTOSIS_BY_CDKN1A_VIA_TP53",44,0.788179709956385,2.3949876677772,1.75818649482009e-10,1.25264766569305e-08,1.08837701835078e-08,1204,"tags=55%, list=9%, signal=50%","9156/259266/9787/55872/983/64151/699/7272/29089/11065/4288/54443/9212/891/55165/29028/6790/29127/55215/4175/11169/22974/4173/9735"
"FERREIRA_EWINGS_SARCOMA_UNSTABLE_VS_STABLE_UP","FERREIRA_EWINGS_SARCOMA_UNSTABLE_VS_STABLE_UP","FERREIRA_EWINGS_SARCOMA_UNSTABLE_VS_STABLE_UP",135,0.599332769340096,2.21115916484068,1.92799379393089e-10,1.35506698949116e-08,1.17736520019137e-08,1362,"tags=33%, list=11%, signal=29%","1033/1063/55355/7153/9787/64151/29089/9833/11004/57405/990/54443/56992/641/10403/1062/891/81930/9493/55165/890/29028/10721/64105/10052/9824/11130/9456/80119/79075/23397/55824/5427/9700/11169/22974/51053/79915/2177/3838/9735/54332/26586/2237"
"WEST_ADRENOCORTICAL_TUMOR_UP","WEST_ADRENOCORTICAL_TUMOR_UP","WEST_ADRENOCORTICAL_TUMOR_UP",266,0.495763987816922,1.97869804112203,2.4352255917725e-10,1.68874777370784e-08,1.46728750392693e-08,2849,"tags=38%, list=22%, signal=30%","995/4751/259266/51514/23657/1063/7153/55872/983/9928/699/9232/9833/701/10112/11004/146909/6241/9829/891/2305/79019/83461/10643/6507/6790/11130/6713/8836/898/79022/9456/6319/25896/2146/9235/29127/10154/4277/8544/11182/7280/7295/55215/993/9700/22974/3964/51053/4758/8974/206358/5440/2029/54732/7416/7818/1786/27338/5298/4171/580/6185/23351/1284/11260/51022/908/1054/6880/51478/3148/47/4521/51463/2224/10213/11316/2264/3482/10269/10036/4363/54662/6678/1778/6502/5478/10051/55884/3799/8697/9097/3842/7112/9184/440026/6627/5684/7248/58477/5706"
"REACTOME_MITOTIC_SPINDLE_CHECKPOINT","REACTOME_MITOTIC_SPINDLE_CHECKPOINT","REACTOME_MITOTIC_SPINDLE_CHECKPOINT",102,0.640054881215301,2.26437666511144,4.68667437426506e-10,3.20728860796744e-08,2.78668879345151e-08,1754,"tags=35%, list=14%, signal=31%","83540/220134/1063/1058/699/11065/701/11004/57405/991/332/9212/2491/54821/10403/1062/5347/81930/79019/147841/55143/64105/91687/11130/1780/5525/64946/4085/9735/79172/25909/55746/25936/6232/27338/11243"
"WONG_EMBRYONIC_STEM_CELL_CORE","WONG_EMBRYONIC_STEM_CELL_CORE","WONG_EMBRYONIC_STEM_CELL_CORE",312,0.477326599939223,1.94198360500846,5.28270424217802e-10,3.56822659267115e-08,3.10029382251131e-08,2688,"tags=33%, list=21%, signal=27%","4751/1033/9156/51514/7153/24137/9787/983/4605/699/7272/701/9133/10112/991/332/990/9212/641/54821/6241/10403/5347/51512/9493/83879/113130/83461/6941/890/55143/9319/6790/3070/6713/7358/8317/142/23397/899/29127/5427/3832/4085/11169/5603/51053/10615/58526/3313/4173/1871/26986/3838/55157/9601/10963/26586/10799/4436/10733/3336/8463/55705/7818/1786/4001/6232/6391/2271/83871/28998/1111/4171/1968/5983/22928/4172/51373/3148/5558/64943/56852/1495/10007/2224/10213/10196/9521/7013/4720/1163/10434/7411/10036/26354/5955/5557/10051/1164/10926/1841/6193/5111"
"RHODES_UNDIFFERENTIATED_CANCER","RHODES_UNDIFFERENTIATED_CANCER","RHODES_UNDIFFERENTIATED_CANCER",62,0.727415960734624,2.36984970771154,5.57836022277444e-10,3.7196219895705e-08,3.23183541651426e-08,2423,"tags=65%, list=19%, signal=53%","1033/1058/7153/9787/983/4605/9928/11065/9833/11004/991/332/990/891/2305/9493/890/9319/8836/2146/23397/5984/4175/4085/3838/5440/3608/4830/29899/27338/4171/5885/4172/908/1054/3148/4521/10213/1278/1163"
"BOYAULT_LIVER_CANCER_SUBCLASS_G3_UP","BOYAULT_LIVER_CANCER_SUBCLASS_G3_UP","BOYAULT_LIVER_CANCER_SUBCLASS_G3_UP",176,0.551280531412268,2.10676897690859,6.18104533360126e-10,4.01845209750752e-08,3.49147731804608e-08,3791,"tags=52%, list=29%, signal=37%","11074/55355/64151/699/7272/9833/11004/990/3161/10403/79019/55165/890/9319/7262/2146/7371/145389/2539/7295/7163/55215/2717/4085/3925/23246/2495/175/6541/6132/79888/5440/10635/2764/4830/10987/79666/50807/5885/5983/10460/10397/4905/10728/4358/3796/5352/51026/31/51366/4082/1192/10213/6723/9631/6016/10314/26354/5557/5501/29967/22794/9097/9130/23531/6627/58478/10923/5706/8667/55003/7336/23480/86/10914/81611/5704/8243/6873/55379/79134/79023/124583/55197/22948/9255/10197/79718/11073/9862/9330/471"
"WHITFIELD_CELL_CYCLE_G2_M","WHITFIELD_CELL_CYCLE_G2_M","WHITFIELD_CELL_CYCLE_G2_M",172,0.551379856213819,2.0996241601714,6.11400579636047e-10,4.01845209750752e-08,3.49147731804608e-08,1160,"tags=24%, list=9%, signal=23%","4751/83540/1063/1058/55635/9787/55872/9928/699/7272/4288/701/9133/5324/11004/332/54443/79801/3161/1062/5347/891/51512/2305/55789/83461/55165/890/9319/2735/7296/6790/1894/55771/3930/4000/5603/22974/10615/3620/4147/4173"
"REACTOME_RHO_GTPASES_ACTIVATE_FORMINS","REACTOME_RHO_GTPASES_ACTIVATE_FORMINS","REACTOME_RHO_GTPASES_ACTIVATE_FORMINS",121,0.599579029960926,2.1761614250888,8.56007102982006e-10,5.49641104025854e-08,4.77561857453119e-08,1652,"tags=33%, list=13%, signal=29%","83540/220134/1063/1058/699/701/11004/57405/991/332/9212/2491/54821/10403/1062/5347/81930/79019/147841/55143/81624/64105/91687/11130/1780/5525/7280/64946/4085/80086/6714/7277/9735/79172/25909/7278/23380/55746/25936/6232"
"CHIANG_LIVER_CANCER_SUBCLASS_POLYSOMY7_UP","CHIANG_LIVER_CANCER_SUBCLASS_POLYSOMY7_UP","CHIANG_LIVER_CANCER_SUBCLASS_POLYSOMY7_UP",69,-0.703286230928798,-2.31362575892032,1.02867798070246e-09,6.52457826540672e-08,5.66895323640009e-08,1246,"tags=43%, list=10%, signal=39%","23498/115817/6567/5184/23562/26232/8379/1124/23087/84253/84557/93436/10400/6715/55107/51175/2346/9154/135932/399694/5652/6580/3483/252995/107/1548/2642/84879/2645/1549"
"NAGASHIMA_EGF_SIGNALING_UP","NAGASHIMA_EGF_SIGNALING_UP","NAGASHIMA_EGF_SIGNALING_UP",50,-0.752941677527299,-2.33226238004089,1.69961812930186e-09,1.06502576993963e-07,9.25359623220403e-08,1821,"tags=68%, list=14%, signal=59%","23764/8553/9592/4665/4609/3280/3976/23135/10221/1839/3726/1316/3399/1906/1844/7071/7538/1847/467/150094/1843/8061/4929/1960/3164/4982/3725/1958/1969/3397/8013/374/2353/2354"
"TOYOTA_TARGETS_OF_MIR34B_AND_MIR34C","TOYOTA_TARGETS_OF_MIR34B_AND_MIR34C","TOYOTA_TARGETS_OF_MIR34B_AND_MIR34C",370,0.447028507727898,1.8540315705487,1.82354180835984e-09,1.12907630300947e-07,9.81010649534937e-08,2072,"tags=26%, list=16%, signal=23%","7781/4751/220134/4137/51514/23657/1063/1058/219790/24137/4605/9928/9833/4288/701/11004/79801/9212/56992/150468/157313/6241/1062/5347/55740/891/51512/2305/3833/2842/83879/147841/148213/6941/890/7516/51280/9319/9134/6790/9824/8438/55723/3070/63967/5909/55722/151473/899/9088/25849/6491/993/3832/5888/9654/79915/1763/151230/2177/11311/57657/55835/79172/7534/79888/3329/488/2237/145773/4194/10733/27300/55757/9831/29899/55973/7639/4001/84294/9677/84986/27338/9585/57645/580/5983/55225/143279/54520/25966/3978/4172/8703/2030/22995/54947/83990"
"BOYAULT_LIVER_CANCER_SUBCLASS_G123_DN","BOYAULT_LIVER_CANCER_SUBCLASS_G123_DN","BOYAULT_LIVER_CANCER_SUBCLASS_G123_DN",49,-0.744390289842186,-2.29542668567764,2.76610655807739e-09,1.69253178924241e-07,1.47057528839953e-07,1844,"tags=71%, list=14%, signal=61%","2110/23362/3373/211/5106/55268/3426/23417/355/6567/1756/2053/23316/6539/84869/2639/8858/10402/10998/54988/51181/4522/33/55224/23710/9380/10449/10171/2534/30/9154/23541/443/23086/8671"
"MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_DN","MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_DN","MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_DN",47,0.752129740368939,2.31348041012755,2.90600277888393e-09,1.75745586662503e-07,1.52698530351881e-07,1818,"tags=60%, list=14%, signal=51%","51514/1063/55355/24137/9833/10112/11004/57405/990/157313/83879/55165/55143/9319/8318/64105/6790/144455/23397/64946/3832/81610/22974/1031/79710/4603/9585/64222"
"DELYS_THYROID_CANCER_DN","DELYS_THYROID_CANCER_DN","DELYS_THYROID_CANCER_DN",208,-0.523308281415247,-2.00715500796177,3.25932390357339e-09,1.94847627844657e-07,1.69295553757297e-07,1684,"tags=38%, list=13%, signal=34%","2619/2888/9592/10875/11080/2947/7148/1740/2327/6886/7010/10370/217/1902/10810/1491/22925/3399/65009/23464/1805/26040/678/4329/9467/6567/53826/2273/1299/23345/5616/9590/219/2302/6444/2139/8406/2690/2166/9630/2263/1959/23768/6505/4982/7049/3725/3908/6387/5764/3131/2348/223117/7091/54566/9182/1958/3977/4500/762/2104/80760/1634/2353/4036/3043/4496/1776/27445/8671/4494/4684/2354/6422/5348/4501/4493/4495/8842"
"MORI_PRE_BI_LYMPHOCYTE_UP","MORI_PRE_BI_LYMPHOCYTE_UP","MORI_PRE_BI_LYMPHOCYTE_UP",69,0.677651981661783,2.2498569140404,5.19483806228652e-09,3.04626074952234e-07,2.64677792685605e-07,1224,"tags=42%, list=10%, signal=38%","51176/51514/55355/7153/24137/79733/983/7272/11065/9833/4288/9133/991/6241/10403/83879/113130/83461/6790/6713/10267/23397/29127/7295/4175/5888/3925/3838/64710"
"TARTE_PLASMA_CELL_VS_PLASMABLAST_DN","TARTE_PLASMA_CELL_VS_PLASMABLAST_DN","TARTE_PLASMA_CELL_VS_PLASMABLAST_DN",279,0.463735939437876,1.85574450974369,5.21278997707149e-09,3.04626074952234e-07,2.64677792685605e-07,2688,"tags=31%, list=21%, signal=25%","4751/1033/1058/7153/9787/983/9928/7272/11065/10024/4288/11004/991/990/6241/3161/1062/891/2305/3833/9493/890/9319/9837/8836/898/7086/2146/1820/7371/899/6491/5710/7295/5984/3930/9700/3832/4085/23246/1345/3308/6281/7277/3313/3838/6745/10733/3336/4830/10987/953/7416/6648/483/4001/2271/27338/7037/578/5634/5983/2194/4172/908/3148/3796/1192/2224/10213/5721/2821/5591/1163/6631/10440/8942/7411/10036/5557/1043/1164/1841/3183/4644/9097/5111"
"BURTON_ADIPOGENESIS_PEAK_AT_24HR","BURTON_ADIPOGENESIS_PEAK_AT_24HR","BURTON_ADIPOGENESIS_PEAK_AT_24HR",37,0.784084382065931,2.31741195715501,7.05236487506347e-09,4.07548330168946e-07,3.54102952147924e-07,1456,"tags=59%, list=11%, signal=53%","3934/995/7153/983/699/9232/11065/9833/10112/991/54443/9212/3161/891/3833/890/91687/29127/3925/3838/183/7083"
"ODONNELL_TARGETS_OF_MYC_AND_TFRC_DN","ODONNELL_TARGETS_OF_MYC_AND_TFRC_DN","ODONNELL_TARGETS_OF_MYC_AND_TFRC_DN",41,0.760274075168107,2.26260377761007,1.03062594691917e-08,5.82639733687671e-07,5.06233088114871e-07,1073,"tags=54%, list=8%, signal=49%","1063/7153/55635/983/4605/701/57405/991/332/990/9212/54821/891/2305/55789/890/6790/9824/3070/6319/5427/1763"
"AFFAR_YY1_TARGETS_DN","AFFAR_YY1_TARGETS_DN","AFFAR_YY1_TARGETS_DN",218,0.498791092638359,1.95963856087098,1.02500160259728e-08,5.82639733687671e-07,5.06233088114871e-07,1466,"tags=32%, list=11%, signal=29%","7103/995/89884/9156/259266/5319/1063/1058/7153/64151/699/7272/6696/4288/1852/701/9133/10112/11004/332/990/79801/9212/4069/3161/2847/1062/5347/891/2305/1306/9493/29128/83461/890/81624/7070/9319/81620/6790/3070/2252/6713/247/83463/6319/29127/5009/7280/341/5984/4175/64946/3832/4085/23236/3925/27123/10615/4147/5002/4173/26585/10635/2237/115827/4436/7083/10733"
"PUJANA_BRCA_CENTERED_NETWORK","PUJANA_BRCA_CENTERED_NETWORK","PUJANA_BRCA_CENTERED_NETWORK",111,0.597866354357108,2.15701542529967,1.15621450538623e-08,6.43187037443138e-07,5.58840294223458e-07,3435,"tags=55%, list=27%, signal=41%","7153/983/4605/11065/991/641/3161/10403/3833/890/6790/8438/9837/2146/8317/55215/5984/3930/4175/9700/4085/1763/4173/6541/10635/4436/1786/4001/4171/5885/5983/10915/5422/3148/167227/4801/5591/25842/6628/10036/9126/6502/5501/10051/675/5111/7112/9184/6627/8458/4174/9477/26574/22934/23512/8667/7913/5810/8243/22872/9879"
"WHITFIELD_CELL_CYCLE_G2","WHITFIELD_CELL_CYCLE_G2","WHITFIELD_CELL_CYCLE_G2",145,0.557632860447667,2.07752183763126,1.16246070985685e-08,6.43187037443138e-07,5.58840294223458e-07,1421,"tags=32%, list=11%, signal=29%","55247/995/55355/7153/983/221150/11065/9833/54443/9212/150468/157313/10403/3833/9493/83461/890/55143/10721/91687/80119/23397/10293/899/286827/6491/7280/3930/9700/3832/4085/81610/284403/4828/378938/55070/7277/2177/128077/3838/64710/26586/3306/7278/55156/1031"
"NADERI_BREAST_CANCER_PROGNOSIS_UP","NADERI_BREAST_CANCER_PROGNOSIS_UP","NADERI_BREAST_CANCER_PROGNOSIS_UP",40,0.766559478247879,2.28944011639259,1.83729101854197e-08,1.00586848288808e-06,8.73960148764616e-07,1102,"tags=48%, list=9%, signal=44%","9156/259266/4605/699/29089/9232/9833/10112/10403/84900/29128/113130/55165/55143/23532/79075/29127/10615/79870"
"GOLDRATH_ANTIGEN_RESPONSE","GOLDRATH_ANTIGEN_RESPONSE","GOLDRATH_ANTIGEN_RESPONSE",311,0.454775891806649,1.85164531812475,2.03006635717998e-08,1.09983074205136e-06,9.55600314843604e-07,1570,"tags=27%, list=12%, signal=24%","128239/995/4751/1033/259266/51514/1058/7153/24137/9787/79733/983/699/7272/29089/4288/9133/10112/11004/991/332/990/54443/9212/6241/5347/891/51512/100133941/1493/113130/83461/6941/890/55143/200185/9319/8318/6790/9002/55388/55723/6713/8836/83463/2146/23397/54575/5355/899/29127/824/1894/7295/4000/3832/5935/4085/5888/84525/3925/51053/1763/6281/4173/10410/3838/3958/2833/822/26586/55630/10635/1509/3306/2237/1031/7083/10733/302/960/9094/3604"
"ZHENG_GLIOBLASTOMA_PLASTICITY_UP","ZHENG_GLIOBLASTOMA_PLASTICITY_UP","ZHENG_GLIOBLASTOMA_PLASTICITY_UP",211,0.49964201546708,1.9420556764178,2.47300437277251e-08,1.29920159018079e-06,1.12882591943779e-06,1484,"tags=37%, list=12%, signal=33%","10814/2118/83540/9156/8537/259266/6538/7153/24137/4897/699/6696/29089/84707/9833/9133/57405/991/332/54443/79801/9212/6241/10403/5347/891/100133941/81930/9493/29128/83461/55143/51280/81620/8318/26471/6790/10570/57687/8438/114907/3070/63967/444/333/1050/144455/84886/54997/899/2/29127/1894/10079/5984/4175/4085/5888/84525/22974/283349/8404/259173/2181/10615/10752/7277/4173/26353/7107/1438/10635/2237/51377/7083/10733/5933/8323"
"REACTOME_RHO_GTPASE_EFFECTORS","REACTOME_RHO_GTPASE_EFFECTORS","REACTOME_RHO_GTPASE_EFFECTORS",238,0.474560651253007,1.88349095894274,2.46878995255711e-08,1.29920159018079e-06,1.12882591943779e-06,1880,"tags=25%, list=15%, signal=22%","128239/995/83540/220134/1063/1058/9928/699/701/11004/57405/991/332/9212/2491/2810/54821/10403/1062/5347/81930/79019/147841/55143/644150/81624/64105/91687/11130/1780/5525/5063/3985/7280/64946/4085/80086/3817/6714/7277/9735/79172/7534/25909/7278/10092/23380/27035/5600/55746/367/25936/6232/3984/64837/11243/5585/10499/5747/5580"
"BORCZUK_MALIGNANT_MESOTHELIOMA_UP","BORCZUK_MALIGNANT_MESOTHELIOMA_UP","BORCZUK_MALIGNANT_MESOTHELIOMA_UP",272,0.468749845631569,1.87580798219021,2.44408067667575e-08,1.29920159018079e-06,1.12882591943779e-06,3303,"tags=43%, list=26%, signal=33%","7153/11065/701/891/644/9134/9926/9837/11130/6713/6273/51097/142/7203/3159/899/64746/10765/5984/4175/51582/3832/10067/4085/22974/9261/3308/3915/3326/9898/6197/26986/3838/5279/7534/1314/10963/55699/22827/10899/488/3608/10916/6745/7278/9019/1031/7083/8323/302/4830/10987/7416/27338/5885/5634/5716/5601/81875/11260/8476/4090/55957/5867/2339/3992/10728/27097/3685/3796/7319/4521/51014/7321/5591/29780/6016/7013/4720/1163/8546/10434/7411/5955/10051/55884/6500/1164/3183/3799/5111/3842/5861/9184/6990/6787/9500/1022/1633/9643/6845/92703/22836/6599/1650/5578/400/5982/8667/900/23480/86/4017/1849/24149/10914/5810"
"YU_MYC_TARGETS_UP","YU_MYC_TARGETS_UP","YU_MYC_TARGETS_UP",39,0.763658680242237,2.26850820729284,2.52840432315457e-08,1.31502308847269e-06,1.14257260624238e-06,1184,"tags=51%, list=9%, signal=47%","1033/259266/51514/7153/79733/983/699/4288/9133/10112/332/54443/5347/891/6790/29127/1894/7295/51053/3838"
"REN_BOUND_BY_E2F","REN_BOUND_BY_E2F","REN_BOUND_BY_E2F",53,0.704636002776262,2.2369737032175,3.26816657224714e-08,1.68294399428291e-06,1.46224482487306e-06,2949,"tags=66%, list=23%, signal=51%","1058/7153/983/7272/9232/990/10403/1062/890/1870/8438/993/5984/4175/4085/5888/1871/2237/4436/7083/5933/23649/1111/580/5983/4172/5422/5558/5591/10051/10926/5111/9184/4174/7157"
"FARMER_BREAST_CANCER_CLUSTER_2","FARMER_BREAST_CANCER_CLUSTER_2","FARMER_BREAST_CANCER_CLUSTER_2",29,0.82402745919568,2.35686449752254,3.85072190024664e-08,1.96349064737086e-06,1.70600094094518e-06,1682,"tags=86%, list=13%, signal=75%","4751/259266/1058/24137/64151/699/9232/9833/701/9133/10112/56992/10403/1062/55165/890/29028/25788/3832/4085/22974/4173/55156/23212/9821"
"REACTOME_DNA_REPLICATION","REACTOME_DNA_REPLICATION","REACTOME_DNA_REPLICATION",118,0.569970112832349,2.07825010037916,3.91760610851697e-08,1.97820090974726e-06,1.71878211792165e-06,3147,"tags=49%, list=24%, signal=37%","11065/990/1869/890/1870/81620/8318/9134/9837/55388/898/8317/5710/5427/5984/4175/51053/1763/4173/5692/1871/2237/84296/23649/27338/4171/5983/5716/5981/3978/4172/5422/51659/5558/5687/10213/5721/7321/51434/5720/5698/6502/5557/6500/10926/57804/8697/5111/5684/84515/4174/5706/5682/5691/5707/29945/10714/5982"
"CAIRO_HEPATOBLASTOMA_CLASSES_DN","CAIRO_HEPATOBLASTOMA_CLASSES_DN","CAIRO_HEPATOBLASTOMA_CLASSES_DN",195,-0.510081813839737,-1.94349314969377,4.06176138557404e-08,2.0312712467664e-06,1.7648928773552e-06,2464,"tags=39%, list=19%, signal=32%","10602/3097/9681/3554/5947/10904/10268/9020/9079/130/3242/7084/2628/4092/80781/11180/8553/57406/25924/1559/10346/2022/1519/1612/3560/2329/211/3795/2028/10418/217/715/135138/731/355/847/26137/58189/6461/6443/1524/4638/10249/5915/975/26580/10998/9734/7020/79987/2690/23710/5138/9455/3908/51421/27284/57134/79633/4908/28234/25891/11199/1958/3290/1827/1893/80760/443/730/1634/922/1543/1776/8671/9848/1555"
"BERENJENO_TRANSFORMED_BY_RHOA_UP","BERENJENO_TRANSFORMED_BY_RHOA_UP","BERENJENO_TRANSFORMED_BY_RHOA_UP",481,0.394290469441964,1.6762862149183,4.88696516685269e-08,2.42067674598103e-06,2.1032322266966e-06,1946,"tags=25%, list=15%, signal=22%","128239/995/4751/9156/259266/51514/1058/7153/24137/9787/79733/983/4605/699/7272/6696/29089/9232/4288/1852/10112/11004/991/332/990/54443/9212/891/51512/2305/4613/1869/9493/83879/29128/113130/6941/890/55143/81624/7070/9319/8318/7296/6790/55388/55723/3070/8208/8038/7301/2146/8317/286826/7203/7371/899/91975/29127/286827/1894/2539/7295/5427/3655/5984/3930/3832/4085/11169/5888/27101/3320/3925/5445/23246/51053/3308/1763/4173/3838/72/822/10963/6888/26586/3329/10635/10188/2237/339665/51377/4436/7083/10733/5933/4830/5464/23649/960/2303/6648/483/23212/1786/10471/10808/1111/4171/7037/5983/10460/669/55365/10915/55038/22928/3978/9446/4172"
"RUIZ_TNC_TARGETS_DN","RUIZ_TNC_TARGETS_DN","RUIZ_TNC_TARGETS_DN",131,0.56300016759062,2.06709470540367,5.30614102556542e-08,2.6035131579213e-06,2.26209170037263e-06,1772,"tags=41%, list=14%, signal=36%","9156/116372/51514/55355/79733/55872/983/11065/9833/11004/57405/332/990/79801/9212/641/6241/100133941/2305/1869/8614/890/22943/9319/29028/8318/9134/8438/9837/55388/8682/55723/11130/898/79075/25788/55215/993/5984/4175/4085/89795/51053/4173/10468/6541/10635/2237/4603/960/4171/580/3575/11339"
"BIDUS_METASTASIS_UP","BIDUS_METASTASIS_UP","BIDUS_METASTASIS_UP",195,0.499403103060617,1.92614149304274,6.14117078748793e-08,2.98506815567521e-06,2.59361005319092e-06,2681,"tags=32%, list=21%, signal=26%","7546/1063/1058/24137/55635/9787/55872/983/699/11065/9133/332/990/54821/6241/891/890/203569/6790/55388/55723/6713/23397/29127/1894/55215/5984/51582/3832/4085/11169/3320/22974/51053/83856/92140/151230/116987/2237/10733/7416/4001/1111/7037/7803/5716/3192/162494/1054/10728/5352/4082/5591/7411/6611/55161/51164/10051/80071/10926/8697/137886"
"PUJANA_BREAST_CANCER_WITH_BRCA1_MUTATED_UP","PUJANA_BREAST_CANCER_WITH_BRCA1_MUTATED_UP","PUJANA_BREAST_CANCER_WITH_BRCA1_MUTATED_UP",50,0.710940566713658,2.20990811737938,6.77236068103783e-08,3.26139332426646e-06,2.83369828496057e-06,1874,"tags=52%, list=15%, signal=45%","1058/983/4605/991/9212/641/3161/10403/2305/8438/2146/8317/5984/3930/4175/3925/1763/4173/10635/1031/4436/1786/27338/4171/5983/10915"
"WP_GASTRIC_CANCER_NETWORK_1","WP_GASTRIC_CANCER_NETWORK_1","WP_GASTRIC_CANCER_NETWORK_1",23,0.831308613128785,2.26979731782048,7.12204992297343e-08,3.39832859168668e-06,2.95267603276919e-06,1160,"tags=61%, list=9%, signal=55%","6286/1063/7153/4605/11065/56992/6790/64094/144455/286826/11082/1894/22974/4173"
"PID_PLK1_PATHWAY","PID_PLK1_PATHWAY","PID_PLK1_PATHWAY",40,0.746218602141487,2.22868916479391,1.00607906951556e-07,4.75692476413673e-06,4.13310760328257e-06,971,"tags=40%, list=8%, signal=37%","995/983/699/701/10112/991/54821/10403/1062/5347/891/147841/6790/63967/1894/22974"
"BOYAULT_LIVER_CANCER_SUBCLASS_G123_UP","BOYAULT_LIVER_CANCER_SUBCLASS_G123_UP","BOYAULT_LIVER_CANCER_SUBCLASS_G123_UP",44,0.723749792842048,2.1992088942621,1.80176283174889e-07,8.44231395308647e-06,7.33519946581127e-06,2573,"tags=75%, list=20%, signal=60%","9133/10112/7429/55740/100133941/29028/9837/1362/7203/10970/23089/5984/5935/6464/23236/27101/5445/6635/7286/9898/3838/65005/57645/580/11266/81875/29901/64943/47/5591/6628/8910/10051"
"GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_TURQUOISE_DN","GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_TURQUOISE_DN","GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_TURQUOISE_DN",50,0.700273556013085,2.1767504743371,1.90561504052432e-07,8.84919984443482e-06,7.68872685053658e-06,2560,"tags=54%, list=20%, signal=43%","55247/79733/4288/701/991/56992/10403/5347/3833/147841/374393/890/6790/899/9700/1031/84733/23212/10263/580/10460/55344/81931/63901/54739/7727/6502"
"BOYAULT_LIVER_CANCER_SUBCLASS_G1_UP","BOYAULT_LIVER_CANCER_SUBCLASS_G1_UP","BOYAULT_LIVER_CANCER_SUBCLASS_G1_UP",98,0.579005338523415,2.04073099214427,3.90107376353065e-07,1.79552961452415e-05,1.56006610776312e-05,3267,"tags=55%, list=25%, signal=41%","9369/4320/7100/1820/5877/80267/51635/10765/3930/4000/5603/6692/9654/50650/151230/4147/5362/103/7292/2050/1366/9019/9580/7718/55746/55769/23126/3425/8703/51133/28960/5154/3703/9887/4256/50848/9448/7175/171586/55770/89845/780/7702/6594/9814/9869/130074/123803/90333/6599/6721/6662/23048/6175"
"LI_AMPLIFIED_IN_LUNG_CANCER","LI_AMPLIFIED_IN_LUNG_CANCER","LI_AMPLIFIED_IN_LUNG_CANCER",172,0.495617639548998,1.88728470668079,4.55370719875234e-07,2.07752904743078e-05,1.80508448792648e-05,1711,"tags=29%, list=13%, signal=26%","57016/6286/6690/1728/3934/1917/7103/4321/4192/6696/11065/2810/1301/7296/286887/3315/7262/7086/7358/7203/10970/5355/4179/55353/821/6692/6635/1364/3309/5002/5692/26986/6132/7534/6156/1476/6888/3959/3329/811/10899/7184/6224/481/3336/4830/10456/6232/6173/10263"
