"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"REACTOME_BIOLOGICAL_OXIDATIONS","REACTOME_BIOLOGICAL_OXIDATIONS","REACTOME_BIOLOGICAL_OXIDATIONS",186,-0.433652306060618,-1.64218025705905,0.00018062927476701,0.00399767173643923,0.00347342206752418,1302,"tags=26%, list=10%, signal=24%","1312/2950/2686/66002/1595/6817/113612/7365/2948/9/2946/92292/124975/23491/285440/5443/10249/7364/219/1579/4837/1557/54988/2687/284541/127/50512/5740/27233/27284/64816/6783/1558/54659/56603/1543/1582/10/2954/2949/51302/1553/1576/1555/1548/1592/1549/2944/1544"
"PHONG_TNF_RESPONSE_VIA_P38_PARTIAL","PHONG_TNF_RESPONSE_VIA_P38_PARTIAL","PHONG_TNF_RESPONSE_VIA_P38_PARTIAL",150,-0.450028462041957,-1.65907451593596,0.000185096283902002,0.00407917700243354,0.00354423883492996,1891,"tags=34%, list=15%, signal=29%","3096/23516/10135/23764/5966/81788/11080/7042/8877/10769/10370/5329/3624/3371/3976/23135/3726/1316/3399/6526/7057/24147/3949/7039/8622/5806/2921/2069/3398/5054/1294/4824/23767/5099/1843/2919/2308/23710/133/54101/2920/3725/10512/3569/79669/3397/9052/51316/3037/653/28513"
"SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_UP","SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_UP","SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_UP",42,0.61762164224507,1.8555023057445,0.000189405152062391,0.00414254460636568,0.00359929649057931,2592,"tags=48%, list=20%, signal=38%","1033/1058/9787/9833/891/7203/3159/3320/3326/3838/3958/3329/1509/4830/7037/2760/2030/5721/6628/5034"
"SMID_BREAST_CANCER_LUMINAL_B_UP","SMID_BREAST_CANCER_LUMINAL_B_UP","SMID_BREAST_CANCER_LUMINAL_B_UP",136,-0.45848763399091,-1.67206466892045,0.000189564625324943,0.00414254460636568,0.00359929649057931,1292,"tags=27%, list=10%, signal=25%","595/9620/51477/51673/2203/9/79582/25837/1124/11162/9863/79006/23767/2263/3760/29903/178/9687/6505/114088/8608/6857/7802/27165/429/4886/64084/658/1602/56521/27445/5979/2954/816/1555/1548/2099"
"FOURNIER_ACINAR_DEVELOPMENT_LATE_DN","FOURNIER_ACINAR_DEVELOPMENT_LATE_DN","FOURNIER_ACINAR_DEVELOPMENT_LATE_DN",19,0.753549914690657,1.94765733905796,0.000195212214489205,0.00424811183078811,0.00369101976129557,477,"tags=42%, list=4%, signal=41%","1033/259266/64151/6241/2305/55165/9319/6790"
"ALCALAY_AML_BY_NPM1_LOCALIZATION_DN","ALCALAY_AML_BY_NPM1_LOCALIZATION_DN","ALCALAY_AML_BY_NPM1_LOCALIZATION_DN",170,0.424101981437057,1.61386169853082,0.000197608621746763,0.0042823435071038,0.00372076233841602,1160,"tags=24%, list=9%, signal=22%","995/1033/9156/24137/9787/9232/11065/4288/9133/11004/991/332/990/79801/6241/3161/891/2305/3833/79019/9493/890/55388/4345/79022/2882/23397/54997/899/10154/947/6509/5427/5935/4085/22974/284403/81618/3108/79870/4173"
"NABA_SECRETED_FACTORS","NABA_SECRETED_FACTORS","NABA_SECRETED_FACTORS",193,-0.43080785298016,-1.63954353833868,0.000209913419837289,0.00453012322229767,0.00393604853182564,1422,"tags=30%, list=11%, signal=27%","11197/8600/2259/3624/3976/6469/6285/81029/1839/2056/6374/10220/3553/6351/80310/7481/7039/643866/2921/2069/9244/7474/6347/2919/6348/56034/10563/117166/6376/2920/7472/6279/1489/6387/5764/4908/654/3569/10218/374/3082/6368/9068/653/6372/7477/6422/83854/1393/147372/2668/9547/10718/3084/64399/6425/27302/2658"
"REACTOME_G1_S_SPECIFIC_TRANSCRIPTION","REACTOME_G1_S_SPECIFIC_TRANSCRIPTION","REACTOME_G1_S_SPECIFIC_TRANSCRIPTION",27,0.695635896267213,1.93971572997873,0.000211577122290055,0.00453727045447124,0.00394225848491586,2008,"tags=48%, list=16%, signal=41%","983/990/6241/1869/81620/8318/898/286826/993/7083/5933/55957/5422"
"SOUCEK_MYC_TARGETS","SOUCEK_MYC_TARGETS","SOUCEK_MYC_TARGETS",11,-0.85290105504018,-1.85642566613895,0.000211989371358683,0.00453727045447124,0.00394225848491586,1212,"tags=73%, list=9%, signal=66%","1316/2921/6347/10990/10563/2920/6368/6372"
"GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_UP","GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_UP","GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_UP",71,0.555256853593841,1.84635353687393,0.00021514324812649,0.00458590177666342,0.00398451235637197,1028,"tags=34%, list=8%, signal=31%","6364/1033/1063/7153/9787/983/9833/9133/991/56992/6241/6708/55165/9837/11130/2146/7503/29127/7280/341/4000/3832/27306/348"
"RIZ_ERYTHROID_DIFFERENTIATION","RIZ_ERYTHROID_DIFFERENTIATION","RIZ_ERYTHROID_DIFFERENTIATION",70,0.538296361058888,1.7882604052449,0.00022066063539409,0.0046843100599374,0.00407001550052344,2401,"tags=39%, list=19%, signal=32%","9156/1058/7153/24137/4605/9212/641/1869/29128/2146/5427/4097/4173/2237/5933/1786/4171/5862/4172/8398/5422/3148/3297/5451/4801/10401/6772"
"WP_METAPATHWAY_BIOTRANSFORMATION_PHASE_I_AND_II","WP_METAPATHWAY_BIOTRANSFORMATION_PHASE_I_AND_II","WP_METAPATHWAY_BIOTRANSFORMATION_PHASE_I_AND_II",147,-0.446570747004583,-1.64267193123928,0.000224077314001793,0.00473750451269645,0.00411623409931408,1325,"tags=29%, list=10%, signal=27%","9469/1312/2950/66002/1595/6817/113612/2948/2053/9957/2946/92292/285440/10249/56548/7364/4837/1557/11185/27233/27284/64816/6783/1558/54659/56603/1543/1582/10/2954/83539/2949/51302/10164/1553/6718/1576/1555/1548/1592/1549/2944/1544"
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES","REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES","REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES",45,0.603201348412672,1.84184634558516,0.000242823574642287,0.00511305834702242,0.00444253827376663,1470,"tags=33%, list=11%, signal=30%","995/79733/983/2810/891/1869/890/9134/6790/898/144455/1820/55835/5933/57060"
"FOSTER_TOLERANT_MACROPHAGE_DN","FOSTER_TOLERANT_MACROPHAGE_DN","FOSTER_TOLERANT_MACROPHAGE_DN",363,-0.366109921316692,-1.50198571056495,0.000250138231192028,0.00524584250173282,0.00455790928059158,2889,"tags=35%, list=22%, signal=28%","4299/6004/168850/9208/5292/602/64332/117289/4851/54918/1026/3600/3566/56937/8460/4084/9322/84959/3097/135112/4332/57664/2149/25976/9334/85301/54206/10611/9388/51330/5321/23187/6373/6566/114793/90865/79751/6560/54790/57509/84133/8321/23118/80781/146857/25841/23516/10135/1356/5966/10000/7074/84807/9586/2022/55691/6403/7098/160335/8877/6624/54453/3606/10865/6886/11259/23002/29887/11072/219333/10370/857/1902/84617/5329/3371/7162/8496/1839/3726/7975/9324/355/1906/79754/122953/3553/7782/1844/29950/9023/6385/9355/23052/54941/5806/5881/3067/7538/5054/1847/390/64651/2919/4973/4651/4783/8609/760/2920/9021/152926/4489/8835/10912/57549/2176/5209/5789/9414/3569/1827/3696/2353/5743/4501"
"AUNG_GASTRIC_CANCER","AUNG_GASTRIC_CANCER","AUNG_GASTRIC_CANCER",42,0.612607705036199,1.84043908351332,0.000254597648852902,0.00531792117142145,0.00462053564373497,1238,"tags=26%, list=10%, signal=24%","6819/3206/27121/24137/4605/332/7301/7203/5603/55204/6132"
"CHIANG_LIVER_CANCER_SUBCLASS_POLYSOMY7_DN","CHIANG_LIVER_CANCER_SUBCLASS_POLYSOMY7_DN","CHIANG_LIVER_CANCER_SUBCLASS_POLYSOMY7_DN",22,0.730559177805339,1.95701387127795,0.000257061567240432,0.00533802514253628,0.00463800320523548,1730,"tags=55%, list=13%, signal=47%","57016/6091/2877/5026/152831/9456/55824/1992/84674/56977/65985/50807"
"REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS","REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS","REACTOME_PHASE_I_FUNCTIONALIZATION_OF_COMPOUNDS",91,-0.510686486874818,-1.74943017995625,0.000257612826528861,0.00533802514253628,0.00463800320523548,1243,"tags=27%, list=10%, signal=25%","66002/1595/113612/23491/285440/5443/219/1579/1557/284541/127/5740/64816/1558/56603/1543/1582/51302/1553/1576/1555/1548/1592/1549/1544"
"REACTOME_NGF_STIMULATED_TRANSCRIPTION","REACTOME_NGF_STIMULATED_TRANSCRIPTION","REACTOME_NGF_STIMULATED_TRANSCRIPTION",35,-0.666039944994063,-1.92647441860809,0.000266347418005304,0.00549711476605392,0.0047762300146064,2069,"tags=46%, list=16%, signal=38%","3400/3727/4665/6457/10221/3726/3399/3398/8061/1959/1960/1958/429/3397/2353/2354"
"SERVITJA_LIVER_HNF1A_TARGETS_UP","SERVITJA_LIVER_HNF1A_TARGETS_UP","SERVITJA_LIVER_HNF1A_TARGETS_UP",119,0.463057880488361,1.68186404070444,0.000271251485370592,0.00557620148384367,0.00484494539919264,1287,"tags=29%, list=10%, signal=27%","57016/1728/4751/4321/699/11065/9133/10112/11004/991/54443/9212/245972/3161/891/890/55143/174/10643/6319/157570/4199/29127/26022/1894/4023/3832/4085/3925/22974/2938/8404/58528/1992/6584"
"ZHENG_RESPONSE_TO_ARSENITE_UP","ZHENG_RESPONSE_TO_ARSENITE_UP","ZHENG_RESPONSE_TO_ARSENITE_UP",14,-0.809763555074214,-1.88575306847284,0.000289682585017812,0.00593165009715607,0.00515378092615611,738,"tags=57%, list=6%, signal=54%","3162/8061/4502/4496/4499/4501/4493/4495"
"CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_UP","CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_UP","CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_UP",155,-0.454581628516003,-1.68784030640216,0.000291856361059831,0.0059527252308713,0.0051720922932089,1329,"tags=29%, list=10%, signal=26%","3764/154661/8647/26049/355/23600/6506/2946/10243/6539/10249/11162/55504/51181/29799/9429/5166/4522/363/9380/1828/117247/55273/27284/6716/3131/127733/285386/9506/3290/23541/10090/151126/2104/79191/59272/1543/23086/6296/1582/56521/8671/9122/220296/4311"
"ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_DN","ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_DN","ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_DN",50,-0.594621880159734,-1.84186143872405,0.000294604091551828,0.00598529640687912,0.00520039212595393,1042,"tags=32%, list=8%, signal=30%","6506/7071/23491/10249/3990/1579/23632/11185/1510/3977/552/1582/51179/3483/1555/2944"
"SMID_BREAST_CANCER_LUMINAL_A_UP","SMID_BREAST_CANCER_LUMINAL_A_UP","SMID_BREAST_CANCER_LUMINAL_A_UP",74,-0.539600039318744,-1.79972483624083,0.000299948496763893,0.00607016393645528,0.0052741302339029,1222,"tags=36%, list=10%, signal=33%","10687/1805/2273/63923/9/1675/5346/1359/4958/3991/8483/4824/79987/1843/6898/2819/3908/5764/4239/3131/10351/374/80760/3043/2354/9547/2099"
"WP_DNA_REPLICATION","WP_DNA_REPLICATION","WP_DNA_REPLICATION",35,0.64928862143046,1.91663529464181,0.000304898235948041,0.00614641753940218,0.00534038403478148,3147,"tags=69%, list=24%, signal=52%","990/81620/8318/55388/8317/5427/5984/4175/51053/4173/23649/4171/5983/5981/4172/5422/5558/5557/10926/57804/5111/4174/10714/5982"
"REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION","REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION","REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION",24,0.713808594563687,1.96316951759108,0.000323237643697126,0.00649096133153958,0.00563974478517278,885,"tags=38%, list=7%, signal=35%","995/983/9133/5347/891/2305/890/9088/993"
"REACTOME_SIGNALING_BY_BMP","REACTOME_SIGNALING_BY_BMP","REACTOME_SIGNALING_BY_BMP",25,-0.709634346649612,-1.92846435468836,0.000334668269911381,0.00669465258388114,0.00581672422157717,441,"tags=48%, list=3%, signal=46%","93/659/11167/92/268/4092/4093/4091/658/64388/27302/2658"
"AMIT_EGF_RESPONSE_120_HELA","AMIT_EGF_RESPONSE_120_HELA","AMIT_EGF_RESPONSE_120_HELA",60,-0.563637156483683,-1.80061437499034,0.000337421727204672,0.00672387127659579,0.00584211121149288,2767,"tags=48%, list=22%, signal=38%","83480/1026/1848/8795/6876/9020/3727/2669/23764/65988/408/4665/81565/5329/9469/23135/1839/678/5606/7039/79720/1647/6615/2919/8061/2920/51421/1969/374"
"WP_COHESIN_COMPLEX_CORNELIA_DE_LANGE_SYNDROME","WP_COHESIN_COMPLEX_CORNELIA_DE_LANGE_SYNDROME","WP_COHESIN_COMPLEX_CORNELIA_DE_LANGE_SYNDROME",29,0.687723140785321,1.9670100025838,0.000340888405500015,0.0067670251794106,0.00587960596549443,908,"tags=31%, list=7%, signal=29%","983/9232/9212/5347/113130/27127/157570/5525/9700"
"FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_DN","FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_DN","FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_DN",500,-0.337588197921776,-1.41764388154917,0.000373642540164863,0.00738902985322226,0.00642004172474588,2131,"tags=22%, list=17%, signal=19%","4094/130/8575/4698/3242/3485/8529/8504/57142/6652/2628/11102/4628/23014/5516/7465/26751/23516/10965/22977/2542/10327/5105/51/3155/2888/6038/55186/2678/1962/5104/23321/3795/2028/7010/217/5523/5106/360/11269/4942/1312/1491/563/26049/1028/6526/4329/34/847/5184/26137/2203/2053/3480/445/22873/4860/26053/10249/358/2644/84869/7364/2639/3772/5236/23270/1579/23428/6342/8777/9099/288/4306/23710/9380/10449/178/760/793/6505/6569/2534/4982/5789/30/635/80303/2346/5217/23024/762/1827/2104/5745/443/23086/6296/4036/8671/9920/9848/9122/159963/4501/4493/4495/4311/8424/9071"
"RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_UP","RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_UP","RUTELLA_RESPONSE_TO_CSF2RB_AND_IL4_UP",301,0.36292093718923,1.47611463826497,0.00038730146079145,0.00763013218778913,0.006629526200868,3248,"tags=38%, list=25%, signal=29%","1728/4321/6091/23657/6696/11156/7188/330/7421/6363/6507/112399/6713/10267/8836/2744/3315/8878/8804/6319/7293/8038/528/4199/4318/84561/8544/7295/341/6509/4053/81831/53905/27074/6383/6504/348/2181/2495/9898/56833/7107/1116/1438/5361/1594/58504/1545/9019/2029/9143/27299/302/51606/25780/9857/2673/483/4001/5664/9619/7037/2760/10397/51278/10134/6489/54/3992/80223/3796/79135/64780/2820/5872/10493/4082/1193/4065/4720/51161/9448/8942/304/6611/54662/5176/8728/23475/1798/901/1645/836/4174/29803/9516/8726/5918/27076/8992/1603/10133/965/286451/6599/10342/10457/23512/7187/2037/10184/967/23048/65108"
"REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1","REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1","REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1",69,0.529397468610898,1.75764048104589,0.000407923096015244,0.00800606800896333,0.00695616226889152,4358,"tags=55%, list=34%, signal=37%","9232/11065/991/9212/5347/6790/5710/5692/27338/5716/5687/10213/5721/7321/51434/5720/5698/6502/8697/5684/5706/5682/5691/5707/29945/5704/5701/5696/10197/5708/8881/996/5717/5709/7311/6233/5693/5685"
"PLASARI_TGFB1_TARGETS_10HR_UP","PLASARI_TGFB1_TARGETS_10HR_UP","PLASARI_TGFB1_TARGETS_10HR_UP",166,-0.432789764181533,-1.61476725646313,0.00042395518509208,0.00828943954008988,0.00720237281203126,1832,"tags=32%, list=14%, signal=28%","6513/23764/8553/81788/8809/9592/7483/8877/3357/23012/11072/2185/5329/3624/3371/3976/64900/220/1491/1263/1839/3726/24147/445/7481/23052/152519/2069/5054/23645/6615/1847/64651/8061/4973/27063/4783/4616/56034/23108/1959/6376/8835/4982/3569/2591/3037/5743/2707/7980/64388/9547/84879"
"XU_HGF_SIGNALING_NOT_VIA_AKT1_48HR_DN","XU_HGF_SIGNALING_NOT_VIA_AKT1_48HR_DN","XU_HGF_SIGNALING_NOT_VIA_AKT1_48HR_DN",16,0.767070205295568,1.91795817172974,0.00043554314509357,0.00845246230459573,0.00734401697520305,928,"tags=50%, list=7%, signal=46%","1063/9787/6696/10112/3161/5347/51512/4085"
"AMIT_DELAYED_EARLY_GENES","AMIT_DELAYED_EARLY_GENES","AMIT_DELAYED_EARLY_GENES",18,-0.762264456100104,-1.87691844273782,0.000434266109920041,0.00845246230459573,0.00734401697520305,1821,"tags=89%, list=14%, signal=76%","1390/2355/23764/8553/677/5937/4665/3280/3726/1316/678/7071/7538/467/8061/3397"
"GROSS_HYPOXIA_VIA_HIF1A_DN","GROSS_HYPOXIA_VIA_HIF1A_DN","GROSS_HYPOXIA_VIA_HIF1A_DN",91,-0.500880984602656,-1.71584001838859,0.000440748193837733,0.00852167790390354,0.00740415572743256,2769,"tags=42%, list=22%, signal=33%","5463/10461/6446/10602/9252/8991/4008/54206/2026/117178/64092/7084/6513/9314/8553/415116/3606/55890/11072/857/56956/11317/11275/1839/10253/1906/6461/7071/7538/64651/27063/133/4489/6387/10912/5209/5493/2353"
"ENK_UV_RESPONSE_EPIDERMIS_DN","ENK_UV_RESPONSE_EPIDERMIS_DN","ENK_UV_RESPONSE_EPIDERMIS_DN",464,-0.336518714938786,-1.39769730649346,0.000462703324503395,0.00891303700274873,0.00774419248379366,2617,"tags=28%, list=20%, signal=23%","4482/2180/5337/3566/4084/5194/10845/10123/1848/56998/8795/7704/3097/9252/29/2149/2934/10365/1407/1573/9334/8140/210/2077/2625/130/5520/3400/2000/3815/6018/2628/81563/4092/5860/1880/6451/1152/10135/2012/24145/3394/10045/1622/11080/81565/6624/8462/11259/9510/4775/8676/217/283/360/5329/26511/28231/2581/9022/595/9411/123/6095/563/66002/9076/10420/1028/10221/3399/7056/678/10253/51673/5606/11142/2273/2053/9957/24147/6461/1844/3486/445/4860/9023/7039/1675/10451/11099/467/54585/1294/51181/388/6304/53832/8061/4929/2263/56034/50489/133/54101/2920/1960/56898/2534/7049/6715/3131/6712/57161/5209/5822/1958/1969/3290/1827/26227/374/5743/2707/7433/2354/590/51302/4501/9547/8424"
"REACTOME_DNA_STRAND_ELONGATION","REACTOME_DNA_STRAND_ELONGATION","REACTOME_DNA_STRAND_ELONGATION",32,0.650118649209007,1.89406083116987,0.000472673616328998,0.00907149623072737,0.0078818715669077,3147,"tags=75%, list=24%, signal=57%","8318/9837/5984/4175/1763/4173/2237/84296/23649/4171/5983/5981/3978/4172/5422/51659/5558/5557/57804/5111/84515/4174/10714/5982"
"MORI_MATURE_B_LYMPHOCYTE_DN","MORI_MATURE_B_LYMPHOCYTE_DN","MORI_MATURE_B_LYMPHOCYTE_DN",66,0.533180493058413,1.75297867983587,0.000474848396776983,0.00907972982219518,0.00788902541549376,2453,"tags=39%, list=19%, signal=32%","995/4751/1033/9133/11004/54443/6241/891/8318/2146/7371/3159/57678/824/7295/3925/51506/4001/3575/5050/3148/4521/4082/1163/6631/6628"
"REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST","REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST","REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST",13,0.802415147757676,1.94440088615972,0.000488735051483769,0.00931102931416514,0.00808999258153006,686,"tags=54%, list=5%, signal=51%","79733/1869/890/9134/898/144455/1820"
"WOOD_EBV_EBNA1_TARGETS_UP","WOOD_EBV_EBNA1_TARGETS_UP","WOOD_EBV_EBNA1_TARGETS_UP",105,0.472873235609627,1.6820356458455,0.000500705936049714,0.00950427581530863,0.00825789697833816,3080,"tags=42%, list=24%, signal=32%","1728/1917/218/10626/8644/2052/5026/7296/10417/7358/7301/7371/64699/5420/8544/3959/3329/1646/1509/3336/960/10736/23596/8549/2194/2030/2192/3685/3303/3482/2013/6772/10525/3626/6275/6502/1798/1645/9531/10787/5589/3609/9240/7022"
"PID_ATR_PATHWAY","PID_ATR_PATHWAY","PID_ATR_PATHWAY",38,0.629657203864795,1.86654180946395,0.000504168789951678,0.009535206823777,0.0082847717330624,1783,"tags=37%, list=14%, signal=32%","995/990/5347/890/63967/993/5984/5888/2177/7534/5521/1111/4171/5983"
"KAUFFMANN_DNA_REPAIR_GENES","KAUFFMANN_DNA_REPAIR_GENES","KAUFFMANN_DNA_REPAIR_GENES",206,0.399703032860892,1.5542661365674,0.000520609076580537,0.00981046306991076,0.00852393121952801,3398,"tags=34%, list=26%, signal=25%","55247/7015/9156/7153/9232/7161/641/6241/2187/201299/7516/146956/10721/8438/9401/27127/8208/142/25788/5427/5984/4085/5888/2177/10635/2237/4436/23649/7517/2178/27301/1111/5885/5983/5981/3978/5422/7317/83990/3148/56852/7319/4968/4521/5591/7013/10036/9126/10051/675/64421/57804/5111/27030/3980/1022/7157/5883/10714/5982/7336/5423/50484/2188/1642/5810/8243/9540/4683/2966"
"LOPES_METHYLATED_IN_COLON_CANCER_UP","LOPES_METHYLATED_IN_COLON_CANCER_UP","LOPES_METHYLATED_IN_COLON_CANCER_UP",19,-0.734532952593106,-1.83659662919597,0.000540525566994697,0.0101490017109726,0.0088180743268411,843,"tags=47%, list=7%, signal=44%","5915/320/92304/4489/9940/6422/2668/4495/2099"
"AMIT_SERUM_RESPONSE_120_MCF10A","AMIT_SERUM_RESPONSE_120_MCF10A","AMIT_SERUM_RESPONSE_120_MCF10A",61,-0.54963228994979,-1.76094428152762,0.000552777840334462,0.0103417177970487,0.00898551786654996,3194,"tags=52%, list=25%, signal=40%","79693/7430/23037/29946/1604/5292/2114/27071/10979/10611/9020/2633/80004/23764/9314/2650/8877/5329/3976/1028/3726/3399/1906/30850/7071/1647/3398/390/150094/4616/79669/3397"
"LIAO_HAVE_SOX4_BINDING_SITES","LIAO_HAVE_SOX4_BINDING_SITES","LIAO_HAVE_SOX4_BINDING_SITES",41,0.610274837712172,1.81620049701499,0.000564058390212338,0.0105149379480085,0.00913602214367692,1557,"tags=32%, list=12%, signal=28%","57016/55247/2786/55356/22943/23381/89795/9898/94234/55656/90993/8463/1462"
"WANG_METASTASIS_OF_BREAST_CANCER_ESR1_UP","WANG_METASTASIS_OF_BREAST_CANCER_ESR1_UP","WANG_METASTASIS_OF_BREAST_CANCER_ESR1_UP",17,0.749550070651655,1.9038646592768,0.000566676308317142,0.0105260124269909,0.00914564432934396,1362,"tags=47%, list=11%, signal=42%","1917/5347/51512/29028/10721/9134/3838/2237"
"FARMER_BREAST_CANCER_APOCRINE_VS_LUMINAL","FARMER_BREAST_CANCER_APOCRINE_VS_LUMINAL","FARMER_BREAST_CANCER_APOCRINE_VS_LUMINAL",280,-0.37749584316771,-1.50362385536272,0.000569177873528881,0.0105348545203691,0.00915332688166131,2141,"tags=28%, list=17%, signal=24%","2625/3913/2026/5066/26994/3815/57509/22982/8504/27034/7031/4628/11057/56922/55521/10135/9649/10327/573/8564/1622/2678/5104/11072/55146/22998/23682/220/9022/1312/563/9076/1486/79754/34/23600/5318/7057/1299/3480/445/4860/222/1124/1359/55862/27163/51704/57348/2690/5099/3778/2263/7177/4651/10449/133/9687/1960/6279/5577/6715/23641/4291/55240/7802/79669/80303/2591/55503/4886/59272/64084/58473/3855/6718/2099/2220"
"XU_HGF_TARGETS_INDUCED_BY_AKT1_48HR_DN","XU_HGF_TARGETS_INDUCED_BY_AKT1_48HR_DN","XU_HGF_TARGETS_INDUCED_BY_AKT1_48HR_DN",16,0.760666413745611,1.90194633311509,0.000591481697145745,0.0109088521519682,0.00947827893186518,835,"tags=56%, list=6%, signal=53%","1058/9928/57405/3161/9493/83461/55283/23015/7295"
"HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_UP","HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_UP","HELLER_HDAC_TARGETS_SILENCED_BY_METHYLATION_UP",355,-0.358895709268112,-1.47073185565775,0.000595870883910766,0.0109509698488335,0.00951487336666884,1674,"tags=23%, list=13%, signal=20%","3434/4665/6457/1397/4885/1962/4103/6624/23130/55260/10769/3795/217/3280/84617/4942/220/154661/1491/1028/83604/64359/2273/9/1844/30850/3486/2260/22873/6385/5365/9355/9590/2766/3398/6615/10157/6342/388/29940/55650/1843/4929/55753/1959/3164/6006/9479/4675/5577/6857/23554/7091/5209/4291/4922/1958/5493/5101/3397/3977/5217/55512/374/4502/2353/7111/56603/1543/7980/3040/4496/27445/4684/9122/2823/4501/28513/4493/3781/51557"
"MATZUK_SPERMATOCYTE","MATZUK_SPERMATOCYTE","MATZUK_SPERMATOCYTE",53,0.561011531366237,1.78101606776191,0.000610998800292614,0.011185336527084,0.00971850549201503,2732,"tags=38%, list=21%, signal=30%","7015/9156/701/56159/9319/27127/3985/4000/8443/3306/4603/9807/5017/682/3297/353500/675/1164/2521/27030"
