0	1	2	3	4	5	6	7	8	9	10	11	12	13
COPS7A	0.06202	0.05671	0.0435	0.01819	0.04895	0.00816	0.07099	0.00845	0.0463	0.05267	0.02161	0.06619	0.00204	0.02295
COPS7B	0.07894	0.06637	0.06902	0.05459	0.04182	0.01285	0.03356	0.04602	0.08614	0.07681	0.06734	0.02529	0.00845	0.00781
COPS8	0.20645	0.12035	0.05434	0.05788	0.04388	0.01705	0.04398	0.09081	0.10921	0.29321	0.05567	0.07805	0.04444	0.12625
COPZ1	0.45178	0.53906	0.18483	0.10146	0.21293	0.09569	0.26393	0.49774	0.52264	0.58882	0.21142	0.18401	0.45547	0.43024
COPZ2	0.02135	0.09745	0.04655	0.02483	0.01316	0.01123	0.04452	0.11704	0.02867	0.06022	0.03027	0.04527	0.00354	0
COQ10A	0.05547	0.17987	0.23455	0.06465	0.04463	0.00787	0.03647	0.05439	0.05389	0.05985	0.23528	0.08791	0.07001	0.09918
COQ10B	0.18453	0.27606	0.27702	0.19972	0.26205	0.25382	0.22984	0.21103	0.16898	0.20812	0.26193	0.20423	0.18463	0.27091
COQ2	0.00335	0.03579	0.01344	0.03168	0.00555	0	0.06653	0.01972	0.04968	0.0162	0.02401	0.00902	0	0
COQ3	0.05376	0.07845	0.04937	0.00922	0.0033	0.00201	0.03952	0.00091	0.04457	0.03876	0.06892	0.05636	0	0.00454
COQ4	0.1594	0.12781	0.15253	0.06916	0.12099	0.08692	0.07508	0.22399	0.11187	0.14762	0.13971	0.29574	0.19833	0.05151
COQ5	0.14749	0.1673	0.11319	0.0534	0.056	0.02066	0.10373	0.05172	0.13032	0.25807	0.15738	0.11216	0.06614	0
COQ6	0.03467	0.08594	0.07316	0.00512	0.05502	0	0.04912	0.01651	0.04173	0.06479	0.03869	0.08053	0.04968	0.00694
COQ7	0.04483	0.03688	0.02296	0.00474	0.00759	0.03025	0.00646	0.03366	0.1166	0.02842	0.0066	0.02131	0.00399	0
COQ9	0.18713	0.2994	0.10208	0.02411	0.05661	0.00948	0.08236	0.04868	0.08109	0.17788	0.09529	0.10149	0.12955	0.24318
CORIN	0.00131	0.00031	0.00925	0.00101	0	0	0	0	0	0.04354	0	0	0	0
CORO1A	6e-05	0.00127	0.00463	0	0.13647	0.00445	0.03077	0.01179	0.39562	0	0	0.0213	0.25743	0.30483
CORO1B	0.00193	0.00608	0.00337	0.00079	0.00539	4e-05	0.00919	0.00184	0.00639	0.00363	0.00662	0.04246	0.0012	0.07289
CORO1C	0.13586	0.35067	0.19261	0.15868	0.10281	0.0533	0.33041	0.05747	0.38569	0.25351	0.25021	0.10802	0.14966	0.27496
CORO2A	0.20561	0.24368	0.47247	0.27064	0.43919	0.98873	0.33641	0.3211	0.36906	0.20652	0.45766	0.4251	0.35612	0.46101
CORO6	0	0.00161	0.01283	0	0.00852	0.00503	0.00545	0.00432	0	0	0	0	0	0
CORO7	0.03414	0.00464	0.03957	0.00681	0.10599	0.01588	0.17471	0.11243	0.12633	0.08356	0.07087	0.04412	0.10873	0.15743
COTL1	0.01289	0.03576	0.01585	0.00101	0.57734	0.17892	0.5651	0.08598	1.11452	0.00047	0	0.10405	0.45055	0.59015
COX10	0.03066	0.14015	0.02714	0.0148	0.1051	0.02855	0.02431	0.01406	0.13078	0.08255	0.12831	0.08842	0.08089	0.1141
COX10-AS1	0.01751	0.02211	0.09829	0.01695	0.07468	0.02704	0.01513	0.00456	0.01167	0.05234	0.08092	0.03206	0.03464	0.08584
COX11	0.09251	0.098	0.17564	0.12341	0.07796	0.02768	0.05361	0.10892	0.08934	0.1734	0.15665	0.15498	0.15924	0.15645
COX14	0.48976	1.07833	0.35308	0.11104	0.43408	0.12626	0.43208	0.28476	0.27173	0.45807	0.22357	0.25758	0.43345	0.29837
COX15	0.18211	0.17178	0.16653	0.07801	0.12455	0.07597	0.12448	0.07404	0.19781	0.22075	0.20839	0.16712	0.01356	0.04754
COX16	0.06491	0.14318	0.08423	0.02577	0.09137	0.03222	0.12201	0.10728	0.24654	0.06458	0.06528	0.17447	0.13745	0.04785
COX17	0.57488	0.61182	0.31087	0.07861	0.29324	0.07991	0.35456	0.31769	0.57586	0.71541	0.26641	0.23974	0.33888	0.26888
COX18	0.0441	0.11091	0.11766	0.05803	0.10281	0.09217	0.09904	0.16107	0.15819	0.09304	0.13358	0.1018	0.27913	0.11942
COX19	0.12034	0.25978	0.22354	0.08554	0.20474	0.13645	0.10504	0.13088	0.26322	0.11528	0.20639	0.25406	0.17062	0.25723
COX20	0.51619	0.71787	0.44664	0.19146	0.39142	0.18504	0.34848	0.15057	0.54266	1.03628	0.64394	0.51857	0.19169	0.27885
COX4I1	1.48945	2.05778	0.84364	0.52395	1.45706	0.5628	1.09134	1.25054	1.9725	1.41016	0.8766	1.17465	1.67627	1.03002
COX5A	0.59508	0.92848	0.58974	0.29903	0.53032	0.21364	0.4751	0.7461	1.17007	0.93864	0.72453	0.53789	0.70624	0.5021
COX5B	1.36022	1.97916	0.92659	0.40278	1.06309	0.32634	0.93263	0.89316	1.49415	1.3394	0.84547	1.02932	1.19275	0.82688
COX6A1	0.95325	1.88564	1.59816	1.09942	0.91442	0.30114	0.80314	0.76874	1.42307	0.90617	1.56741	0.89698	1.20854	0.83451
COX6A2	0.02833	0.00483	0.02401	0.01266	0.01119	0	0.00456	0	0	0.06512	0.02198	0	0	0
COX6B1	1.3337	1.4748	1.01657	0.47902	0.88078	0.38132	0.86631	0.98145	1.4444	1.52037	0.97933	1.16682	1.20739	0.6201
COX6B2	0.00047	0.00178	0.01031	0.00317	0.00097	0.00651	0.00272	0.00764	0	0.00028	0.00393	0.00094	0.00141	0
COX6C	0.61144	1.43061	0.55095	0.29441	0.57859	0.1519	0.51899	0.35045	0.81495	0.61623	0.50444	0.39251	0.63131	0.36378
COX7A2	1.07837	1.55867	0.79484	0.38156	0.88278	0.26347	0.53775	0.97179	1.3926	1.40805	0.87568	0.65966	1.06265	0.70409
COX7A2L	0.32661	0.3829	0.23709	0.09817	0.17078	0.02385	0.13908	0.08784	0.20429	0.34676	0.24026	0.10763	0.09021	0.07218
COX7B	0.64594	1.05252	0.5526	0.27117	0.46915	0.16995	0.41079	0.35045	0.74862	0.70228	0.54256	0.35813	0.6183	0.60702
COX7B2	0.03967	0.07606	0.19753	0.08655	0.00076	0.00741	0.01025	0.00226	0.00257	0.08477	0.23697	0.04872	0	0
COX7C	0.95918	1.62538	1.03732	0.61022	1.09972	0.40035	0.87922	0.93148	1.42543	1.06028	0.94077	0.85746	1.27962	1.24218
COX8A	0.58112	0.64533	0.60594	0.32083	0.56939	0.13925	0.35841	0.43557	1.04341	0.57614	0.53733	0.37886	0.4105	0.37974
COX8C	0	0.00141	0	0	0.00038	0	0	0	0	0	0	0	0	0
CP	1.82144	2.11437	3.07244	2.67737	0.44806	0.26807	0.93527	0.06939	0.07548	0.91755	2.30884	1.45442	0.01136	0.06296
CPA2	0.00306	0.04896	0	0	0.00041	0	0.00172	0	0.0011	0	0	0	0	0
CPA4	0.00067	0.00432	0.00357	0.00266	0.00923	0.00687	0.00242	0.00427	0.00125	0.00035	0.0013	0.01309	0.00127	0
CPA5	0	0	0	0	0.01976	0	0	0.00351	0.022	0.00907	0.00041	0	0	0
CPA6	0.00467	0	0	0	0	0	0.00095	0	0	0.02639	0	0	0	0
CPAMD8	0	0.01583	0.01016	0.01267	0	0	0.00221	0.02073	0.00073	0	0	0	0.0261	0
CPB2	1.30676	1.0146	0.63432	0.35992	0.12318	0.06789	0.24851	0.01094	0.03432	1.54338	0.46204	0.57901	0.03426	0.04626
CPB2-AS1	0.0257	0.04174	0.06987	0.03585	0.04726	0.07211	0.04067	0.0342	0.03248	0.03381	0.04866	0.05087	0.05382	0.05247
CPD	0.28576	0.34608	0.76538	0.46589	0.29727	0.08617	0.12487	0.05522	0.20628	0.55394	0.53709	0.33807	0.17544	0.14336
CPE	0.07024	0.56592	0.29528	0.21896	0.0797	0.0135	0.14209	0	0.02567	0.15514	0.18438	0	0	0
CPEB1	0	0.02439	0.00795	0.0091	0.02954	0	0.00338	0	0.00056	0	0	0	0	0
CPEB2	0.14586	0.06304	0.1431	0.08839	0.02968	0.01083	0.05325	0.04035	0.03414	0.21515	0.1084	0.07978	0.00352	0.0159
CPEB3	0.0736	0.0494	0.07724	0.04918	0.01001	0.00612	0.05399	0.04399	0.01475	0.06129	0.03901	0.14823	0.07402	0.01572
CPEB4	0.3643	0.44412	0.5055	0.27408	0.18133	0.33586	0.42479	1.03688	0.17578	0.42106	0.41285	0.44419	0.95851	0.27048
CPED1	0.02153	0.04293	0.1404	0.07034	0.01264	0.01231	0.06432	0.01556	0.00679	0.0183	0.18817	0.07944	0	0
CPLX1	0.02633	0.09849	0.07575	0.03036	0.01173	0.00366	0.02692	0	0.02681	0.04009	0.05725	0.00875	0	0.03484
CPLX2	0.08242	0.38829	0	0	0.08678	0.01578	0.06819	0.00341	0.02968	0.52062	0.1618	0.2125	0.00058	0
CPM	0.35111	0.35118	0.52079	0.32601	0.27281	0.67029	0.68977	0.21748	0.19532	0.25059	0.52118	0.33341	0.21529	0.17772
CPN1	0.02694	0.02057	0.06639	0.0531	0	0.01104	0.00261	0.0013	0.00037	0.02445	0.09568	0.01882	0	0
CPN2	0.45936	0.26296	0.45305	0.23745	0.07082	0.0607	0.05851	0.00739	0.00556	0.29108	0.42134	0.33389	0.0143	0
CPNE1	0.65079	0.30224	0.62349	0.18858	0.49283	0.29279	0.22205	0.39537	0.72436	1.0387	0.75658	0.49476	0.63636	0.75746
CPNE2	0.02463	0.05144	0.00723	0.00086	0.00404	0.02664	0.06299	0.00752	0.00628	0.08208	0.04417	0.01136	0	0
CPNE3	0.42114	0.86435	0.4621	0.20288	0.25578	0.09898	0.40298	0.36604	0.47853	0.51914	0.48597	0.33265	0.36367	0.49828
CPNE5	0	0.00096	0	0	0.03901	0.13416	0.00148	1.09011	0.24559	0	0.00246	0.04323	0.83359	0.66994
CPNE7	0.01258	0.00703	0.00549	0.00059	0.03845	0	0	0	0.02231	0	0	0.00136	0.05553	0
CPNE8	0.10932	0.27617	0.14703	0.05576	0.04677	0.02023	0.10621	0.00733	0.05143	0.10286	0.18328	0.03536	0.01893	0.00694
CPOX	0.0591	0.09678	0.09961	0.06726	0.01315	0.02481	0.03796	0.03392	0.11241	0.07138	0.203	0.05756	0.01769	0.03619
CPPED1	0.5473	0.22063	0.42765	0.3494	0.21176	0.72231	0.45313	0.23456	0.2341	0.6845	0.58558	0.69826	0.25608	0.28367
CPQ	0.12368	0.19797	0.15911	0.12107	0.05739	0.05562	0.12797	0.00303	0.03205	0.21255	0.12162	0.11905	0.01054	0.02373
CPS1	0.0026	0.75328	1.95146	1.35535	0.18268	0.47505	0.29301	0.07831	0.14052	0.01152	1.844	0.97262	0.02252	0.04339
CPSF1	0.11768	0.23103	0.41776	0.16364	0.13538	0.07404	0.12353	0.21339	0.29984	0.26029	0.37861	0.22668	0.21013	0.33633
CPSF2	0.12745	0.22438	0.25492	0.10657	0.21287	0.12972	0.22776	0.23228	0.36999	0.18863	0.30312	0.29696	0.25312	0.10989
CPSF3	0.23042	0.26476	0.25933	0.09466	0.1362	0.08094	0.1406	0.10893	0.44004	0.32211	0.34628	0.2366	0.28491	0.17468
INTS11	0.28394	0.29246	0.29593	0.11237	0.17961	0.12385	0.21115	0.1222	0.36291	0.24286	0.32331	0.44159	0.36045	0.23984
CPSF4	0.05514	0.05875	0.10232	0.03719	0.03625	0.01145	0.05803	0.07992	0.03371	0.05271	0.13417	0.03917	0.03532	0.03687
CPSF6	0.19671	0.24619	0.2508	0.06962	0.13367	0.05172	0.09164	0.09462	0.26416	0.31128	0.27404	0.17491	0.09031	0.15115
CPSF7	0.44518	0.33597	0.4726	0.15733	0.1345	0.10576	0.22781	0.08065	0.15165	0.41849	0.43607	0.25293	0.10682	0.05233
CPT1A	0.72534	0.59844	0.66953	0.52302	0.42368	0.61862	0.27361	0.28775	0.51005	0.53845	0.56803	0.55426	0.34353	0.38433
CPT1B	0.00206	0.00049	0	0	6e-04	0	0.00039	0.00046	0	0.00061	0	0.00279	0	0
CPT1C	7e-05	0.00447	0.0069	0	0.00119	0	0	0.00071	0.0124	0.00219	0.00131	0	0	0
CPT2	0.17347	0.2736	0.45431	0.30567	0.17554	0.39743	0.32476	0.23238	0.23805	0.145	0.38343	0.48354	0.22135	0.32123
CPVL	0.08068	0.16474	0.12379	0.0941	0.03936	0.02174	0.56868	0.00863	0.11071	0.11342	0.06973	0.0465	0.01827	0.06596
CPXM2	0	0.02706	0.00126	0	0.00031	0	0.00692	0	0	0.03227	0	0	0	0
CR1	0.00757	0.01314	0.00319	0.00527	0.00044	0.00446	0.10359	0.00345	0.00247	0	0.00147	0	0	0
CR1L	0	0.00732	3e-04	0	0	0	0.00041	0	0	0	0.00354	0	0	0
CR2	0	0	0.00027	0	0	0.00674	0	0.00067	0.02732	0	0	0	0.03476	0.03144
CRADD	0.10213	0.03397	0.02704	0.02491	0.02538	0	0.02511	0.03681	0.03413	0.07749	0.06787	0.01646	0.01649	0
CRAT	0.26173	0.21715	0.17345	0.05986	0.09503	0.05805	0.09157	0.0444	0.04774	0.24427	0.22696	0.47053	0.05786	0.00526
CRB1	0.00213	0.00603	0.00167	0	0.00025	0	0.00724	0	0.00029	0.00092	0.00358	0	0.00056	0
CRB3	0.0225	0.04422	0.02129	0	0.00138	0.00467	0.00901	0.01455	0	0.03902	0.00464	0.03759	0	0
CRBN	0.18753	0.17281	0.26538	0.11838	0.19559	0.14064	0.15135	0.20124	0.20986	0.35451	0.24518	0.26775	0.33298	0.27492
CRCP	0.16045	0.19804	0.44603	0.31043	0.36218	0.58589	0.34777	0.30752	0.33894	0.30748	0.47931	0.29485	0.39282	0.28523
CREB1	0.07835	0.16135	0.17834	0.0898	0.13065	0.10821	0.16199	0.12879	0.33445	0.14388	0.15485	0.11534	0.14849	0.27751
CREB3	0.05165	0.11308	0.0492	0.04717	0.08859	0.06887	0.06408	0.23342	0.1639	0.21843	0.06142	0.30595	0.11402	0
CREB3L1	0	0.0163	0.00504	0	0.00038	0.00159	0.00158	0	0.00056	0	0	0	0	0
CREB3L2	0.05966	0.16828	0.30825	0.11891	0.20519	0.13413	0.12989	1.35296	0.31792	0.15762	0.21812	0.08379	0.95092	0.02467
CREB3L3	0.15343	0.14582	0.51864	0.28049	0.0377	0.09823	0.044	0.01754	0.04505	0.16231	0.27172	0.34873	0.00355	0
CREB3L4	0.13992	0.10632	0.16351	0.05437	0.03786	0.00723	0.05942	0.0527	0.0499	0.21976	0.17651	0.06241	0.0046	0.08409
CREB5	1e-04	0.00466	0.00871	0.00049	0.00892	0.01028	0.06439	0	0.05364	0	0	0	0	0.00802
CREBBP	0.31636	0.41758	0.28831	0.17015	0.40533	0.26809	0.37505	0.40716	0.6395	0.3891	0.4932	0.55962	0.77691	0.27512
CREBL2	0.20389	0.09858	0.06108	0.06503	0.0822	0.03003	0.34098	0.11785	0.1425	0.29845	0.11723	0.12111	0.04727	0.00244
CREBRF	0.28894	0.3099	0.34694	0.16288	0.30367	0.136	0.28138	0.38825	0.22847	0.36652	0.34071	0.26255	0.48018	0.40974
CREBZF	0.40356	0.2282	0.52227	0.13665	0.15498	0.0487	0.09385	0.09998	0.1365	0.58516	0.52291	0.12235	0.1001	0.05881
CREG1	0.19025	0.18192	0.46682	0.49423	0.03495	0.0158	0.42922	0.04784	0.04223	0.27132	0.39939	0.134	0.01236	0.0025
CRELD1	0.31886	0.15331	0.25634	0.04318	0.04157	0.02446	0.04972	0.08917	0.04404	0.45767	0.14708	0.06867	0.04096	0.00197
CRELD2	0.21399	0.17985	0.19821	0.09186	0.12809	0.04755	0.12682	0.43399	0.25607	0.38911	0.21959	0.17253	0.4125	0.05021
CREM	0.08247	0.14955	0.05921	0.0198	0.27138	0.10156	0.25099	0.13503	0.20614	0.11005	0.11552	0.32392	0.21981	0.06291
LINC02210	0.06383	0.08027	0.2341	0.10479	0.09659	0.21737	0.13751	0.13733	0.09612	0.113	0.26884	0.12389	0.10664	0.19324
CRIM1	0.24496	0.01273	0.126	0.07586	0.19074	0.09488	0.00903	0.01538	0.26867	0.78645	0.24235	0.38598	0.10849	0.01934
CRIP1	0.01467	0.06467	0.01783	0.01073	1.09708	0.44034	0.14924	0.32251	2.25141	0.05069	0	0.21902	0.75465	1.9531
CRIP2	0.07995	0.0545	0.25732	0.11624	0.03793	0.06554	0.02693	0.004	0	0.31551	0.33502	0.16563	0.03046	0
CRIP3	0.04794	0.04494	0.07923	0.01208	0.0049	0.00401	0.00621	0	0.0038	0.03468	0.10522	0.08565	0	0
CRIPT	0.20687	0.18613	0.15792	0.07563	0.14427	0.03518	0.12839	0.16612	0.12628	0.33979	0.20826	0.16848	0.25427	0.06654
CRISPLD1	0.00539	0.00665	0	0	0.00203	0	0.00806	0	0	0.00238	0.01529	0.01471	0	0
CRISPLD2	0.00907	0.00077	0.00644	0.00546	0.00238	0.00865	0.00061	0.00394	0.0011	0.00808	0.00675	0	0	0
CRK	0.33639	0.42908	0.39457	0.23536	0.25682	0.43713	0.36232	0.33927	0.37936	0.37601	0.48148	0.34686	0.28267	0.41472
CRKL	0.17206	0.15781	0.06774	0.02415	0.11833	0.01145	0.07215	0.07326	0.165	0.15022	0.1336	0.12182	0.10447	0.18049
CRLF1	0	0.01062	0.00047	0	0.00098	0	0.00053	0	0	0	0	0	0	0
CRLF3	0.0303	0.0536	0.05118	0.01155	0.09185	0.05216	0.05855	0.06763	0.25554	0.03667	0.01795	0.02902	0.11737	0.04768
CRLS1	0.9347	0.44041	0.12835	0.09829	0.14114	0.08952	0.11485	0.0844	0.04953	1.4652	0.24067	0.44146	0.11306	0.03205
CRNDE	0.04147	0.14338	0.037	0.00207	0.00326	0.00889	0.03396	0	0.00419	0.15732	0.05024	0.01183	0.0056	0
CRNKL1	0.28272	0.23514	0.10058	0.035	0.14084	0.0617	0.15296	0.09629	0.27199	0.35358	0.11627	0.19109	0.35765	0.12026
CROCC	0.01335	0.02519	0.04389	0.01161	0.05423	0.01263	0.02926	0.00339	0.00165	0.02184	0.03598	0.02555	0.0615	0
CROCCP2	0.3545	0.19108	0.58381	0.22869	0.12321	0.04364	0.13278	0.18668	0.08467	0.45054	0.53511	0.20105	0.2063	0.11676
CROCCP3	0.01325	0.02198	0.04636	0.01526	0.01188	0.00825	0.02494	0.00502	0.01417	0.0055	0.03845	0.00621	0.00102	0.00454
CROT	0.27876	0.20547	0.35438	0.20177	0.05435	0.00467	0.07564	0.04897	0.02199	0.26432	0.32321	0.02887	0.0612	0
CRP	0.02506	0.27091	3.2605	3.34447	0.17971	0.00143	0.44422	0	0.02061	0.00125	2.39158	0.03458	0.00128	0
CRTAM	0.02388	0.03947	0.06478	0.06977	0.4403	0.25318	0.10215	0.07418	0.3591	0.04334	0.0653	0.08876	0.39684	0.16127
CRTAP	0.42429	0.40386	0.32508	0.23464	0.09524	0.04077	0.25554	0.13495	0.14822	0.67536	0.53587	0.17257	0.04848	0.14944
CRTC1	0.06621	0.07947	0.16167	0.07772	0.06948	0.03066	0.08783	0.01679	0.03059	0.08298	0.13273	0.1555	0.05233	0.06532
CRTC2	0.07684	0.09015	0.07628	0.05333	0.04084	0.01228	0.0481	0.01873	0.02871	0.07552	0.0799	0.01586	0.02752	0.09913
CRTC3	0.05407	0.08626	0.13194	0.00314	0.07633	0.01075	0.03363	0.05062	0.04171	0.07126	0.1367	0.04664	0.06552	0.04817
CRX	0.05557	0.07625	0.19375	0.11989	0.07497	0.17389	0.11726	0.09125	0.07636	0.07136	0.17485	0.13084	0.07503	0.1339
CRY1	0.02884	0.13783	0.09778	0.03956	0.04436	0.04088	0.05828	0.00383	0.0163	0.041	0.05007	0.04121	0.00779	0
CRY2	0.1882	0.14467	0.2197	0.08413	0.03176	0.02889	0.05952	0.06075	0.03631	0.1354	0.36584	0.31935	0.10242	0.03523
CRYAB	0.01077	0.17273	0.0101	0.00467	0.01731	4e-05	0.06424	0	0.00206	0.09323	0	0	0	0
CRYBB2	0.00367	0.07756	0.00296	0	0.01745	0.00061	0.03294	0	0	0	0	0	0	0
CRYBB2P1	0.04504	0.07368	0.16047	0.08729	0.13676	0.1331	0.07268	0.08071	0.13882	0.08496	0.17396	0.2081	0.16818	0.07667
CRYBB3	0.00924	0.00547	0.00442	0.00646	0	0	0.00097	0	0	0	0	0	0	0
CRYBG3	0.0786	0.11349	0.17183	0.05223	0.03308	0.04803	0.24375	0.0898	0.04728	0.15883	0.14677	0.29306	0.037	0.05788
CRYGS	0.04125	0.06017	0.0689	0.00943	0.02066	0.0055	0.04149	0.06187	0.03185	0.11926	0.12057	0.09755	0.0819	0.00256
CRYL1	0.56915	0.20951	0.2647	0.15308	0.057	0.01856	0.14882	0.0092	0.02888	0.42251	0.24283	0.0696	0.05917	0
CRYM	0.07729	0.02703	0.01054	0.00162	0.00348	0	0.00151	0	0	0.10617	0.0088	0	0	0
CRYM-AS1	0.01661	0.03781	0.08073	0.09065	0.07179	0.14828	0.05796	0.09395	0.01747	0.02759	0.09593	0.0739	0.01853	0.05242
CRYZ	0.20388	0.25635	0.18892	0.14768	0.10896	0.05115	0.07565	0.05097	0.06478	0.17417	0.15645	0.49141	0.00662	0.04685
CRYZL1	0.04573	0.07102	0.06215	0.02154	0.04298	0.03177	0.04844	0.01018	0.05354	0.06056	0.03696	0.04413	0.02231	0
CS	0.3726	0.34023	0.3471	0.10493	0.14372	0.05362	0.14329	0.08738	0.26645	0.4337	0.43776	0.44896	0.20928	0.05111
CSAD	0.22471	0.27318	0.30627	0.06294	0.11324	0.12339	0.12669	0.11451	0.05171	0.27167	0.29384	0.36172	0.10531	0.19021
CSAG1	0.01226	0.00156	0.00026	0.00085	0.0011	0.02344	0.00555	0.00373	0	0.00733	0.0143	0.26863	0.00492	0.00644
CSAG4	0	0.00138	0	0	0	0	0	0	0	0	0	0.01067	0	0
CSDE1	1.26916	0.88203	0.39036	0.24017	0.85497	0.3409	0.7373	1.06841	1.06808	1.47098	0.50378	0.94164	1.23277	0.78731
CSE1L	0.46047	0.22104	0.19027	0.07769	0.11793	0.06772	0.1239	0.06625	0.45912	0.86686	0.49213	0.27418	0.15611	0.19852
CSF1	0.03983	0.05806	0.03896	0.02705	0.20631	0.02833	0.03085	0.00442	0.02673	0.05746	0.01127	0.07589	0.05351	0
CSF1R	0.01963	0.02083	0.01712	0.03597	0.00641	0.00626	0.56343	0.00572	0.07349	0.00028	0.03473	0.00258	0.00173	0.00253
CSF2RA	0.00058	0	0.0017	0	0.00087	0	0	0.00062	0	0.001	0	0.00231	0.00058	0
CSF2RB	0.00017	0.0031	0.00185	0.00819	0.00884	0.02712	0.104	0.13662	0.02203	0.01106	0	0.009	0.02316	0.00371
CSF3R	0.0025	0.00161	0.00107	0.01287	0.00467	0.00384	0.15314	0.03117	0.01756	0.00048	0	0.00155	0.00133	0
CSGALNACT1	0.00137	0.00115	0	0.00018	0.06106	0.01377	0.0338	0.13624	0.0092	0.04126	0.03492	0.0039	0.06469	0.32134
CSGALNACT2	0.06635	0.15658	0.13136	0.0625	0.18419	0.02581	0.26515	0.13888	0.17838	0.22808	0.15192	0.07344	0.3059	0.03617
CSK	0.11806	0.12918	0.04839	0.03218	0.22483	0.03731	0.12565	0.05556	0.3679	0.12456	0.07828	0.1181	0.18069	0.29006
CSMD1	0	0.01327	0.02224	0.02499	0.00386	0.03781	0.00099	0	0	0	0.03089	0.06039	0	0
CSMD2	0	0	0.01136	0.00681	0.00079	0.00104	0.00145	0.00658	0	0	0.01761	0.02335	0	0
CSMD3	0	0.0851	0.00213	0	0.00268	0.00292	0.01961	0.00197	0.00057	0	0.00041	0.02915	0	0
CSNK1A1	0.17416	0.36583	0.35525	0.11039	0.38674	0.19741	0.42079	0.2859	0.5082	0.52292	0.34428	0.46045	0.51309	0.40685
CSNK1D	0.20671	0.23433	0.53167	0.21507	0.1749	0.07616	0.20812	0.15596	0.17623	0.29917	0.54049	0.3044	0.30499	0.29494
CSNK1G1	0.18397	0.278	0.52382	0.40449	0.50116	1.07579	0.34744	0.41518	0.5038	0.23067	0.58878	0.46632	0.32674	0.53825
CSNK1G2	0.05932	0.13298	0.19053	0.09835	0.10398	0.03543	0.18422	0.07829	0.14908	0.10199	0.13336	0.11168	0.19537	0.20062
CSNK1G2-AS1	0.00025	0.00072	0.00232	0.00353	0.00253	0.01308	0.00227	0.00065	0	0.00201	0	0.00094	0	0
CSNK1G3	0.11572	0.17204	0.1359	0.04901	0.22256	0.05008	0.07612	0.14973	0.21816	0.20448	0.13892	0.39096	0.40634	0.17756
CSNK2A1	0.17359	0.18822	0.06253	0.02071	0.12043	0.03363	0.12616	0.10162	0.21922	0.29031	0.07459	0.20114	0.14112	0.07417
CSNK2A2	0.06224	0.11128	0.02003	0.01525	0.07464	0.03902	0.07614	0.0215	0.07157	0.06763	0.03205	0.09011	0.03409	0.00526
CSNK2B	1.01248	0.65065	0.37844	0.1147	0.46533	0.22221	0.34049	0.46623	0.81546	1.09146	0.50936	0.81064	0.56739	0.3217
CSPG4	0.00195	0.00016	0.00239	0.00148	0.00747	0	0.00622	0	0	0.08868	0	0	0	0
CSPG5	0.00146	0.00531	0.00943	0.00931	0	0.0035	0	0	0	0.00282	0.05158	0	0	0
CSPP1	0.19267	0.30333	0.36118	0.12629	0.13903	0.16362	0.18793	0.17722	0.20082	0.2226	0.51164	0.18646	0.30103	0.24494
CSRNP1	0.0471	0.03193	0.05373	0.02627	0.21697	0.0422	0.13749	0.07066	0.15537	0.07335	0.02381	0.06879	0.14541	0.17264
CSRNP2	0.01403	0.09647	0.10235	0.02468	0.02986	0.03264	0.02719	0.01027	0.05766	0.1091	0.09108	0.03259	0.02598	0.01182
CSRNP3	0.01069	0.03764	0.05857	0.0257	0.00394	0	0.00212	0	0	0.00085	0.0637	0	0	0
CSRP1	0.12976	0.21477	0.3672	0.20582	0.09426	0.04718	0.16066	0.22101	0.32166	0.06121	0.36002	0.14806	0.16105	0.12686
CSRP2	0.19156	0.67605	0.16354	0.02459	0.07968	0.01636	0.16726	0.00297	0.00414	0.46066	0.26233	0.37911	0.05503	0.00765
CSRP3	0.00639	0.00307	0.00863	0.0064	0.00954	0.01759	0.01044	0.00605	0.00224	0.00026	0.01596	0.00263	0.0084	0
CST1	0.03174	0.00017	0	0	0.01186	0.12835	0.00304	0.03526	0.00461	0.20311	0.02066	0.94376	0.00823	0.0036
CST11	0	0	0.02824	0.0086	0	0	0	0	0	0	0.0649	0	0	0
CST2	0.00101	0	0	0	0	0	0	0	0	0.01288	0	0.00098	0	0
CST3	0.94873	1.01248	0.74852	0.51298	0.2386	0.30194	1.71028	0.1547	0.34331	0.85086	0.58614	1.65316	0.11954	0.08084
CST4	0.01042	0.00036	0	0	0.00237	0.00514	0.00057	0	0	0.11044	0.00117	0.00063	0	0
CST7	0.00301	0.0096	0.00245	0.0058	0.79456	0.10355	0.02305	0.03572	0.51136	0.00221	0.0019	0.06337	0.62452	0.02814
CSTA	0.00111	0.0504	0.08407	0.02508	0.00512	0.01782	0.09714	0	0.02163	0	0.08055	0.0256	0	0
CSTB	0.25113	0.8434	0.38403	0.3083	0.38412	0.08757	0.6902	0.15245	0.32734	0.39665	0.44708	0.40046	0.3297	0.13881
CSTF1	0.08706	0.06679	0.06349	0.02376	0.02606	0.01492	0.0444	0.0241	0.16747	0.09098	0.08847	0.03106	0.11993	0.08769
CSTF2	0.03133	0.05819	0.02393	0.00475	0.04221	0.02777	0.05905	0.0054	0.16542	0.05217	0.05053	0.04807	0.017	0.0175
