0	1	2	3	4	5	6	7	8	9	10	11	12	13
PCA3	0.01239	0.00985	0.04929	0.0205	0.03249	0.02596	0.01157	0.01255	0.02642	0.03839	0.0677	0.04386	0	0.03061
PCAT1	0.06392	0.12025	0.26325	0.20018	0.1461	0.66932	0.19598	0.19063	0.14728	0.06869	0.32204	0.21375	0.17493	0.27554
PCAT6	0.00204	0.00316	0.00913	0.00012	0	0	0	0.00532	0	0.01245	0.01204	0.03324	0	0
PCAT7	0.05071	0.09593	0.27484	0.15218	0.13343	0.60463	0.14373	0.16423	0.10682	0.04515	0.3444	0.19653	0.07923	0.1486
PCBD1	0.50103	0.47595	0.41844	0.22364	0.11654	0.02492	0.10427	0.03549	0.12417	0.37077	0.27547	0.23164	0.03745	0
PCBD2	0.0475	0.13407	0.0886	0.02859	0.08004	0.03394	0.08921	0.01697	0.12998	0.07248	0.09746	0.06888	0.04868	0
PCBP1	0.5899	0.3901	0.26522	0.31273	0.33088	0.10676	0.44618	0.2023	0.54026	0.66476	0.37376	0.30101	0.23089	0.26705
PCBP1-AS1	0.00162	0.0122	0.0024	0.00093	0.01306	0.02275	0.00071	0	0	0.00287	0.00765	0	0.03434	0
PCBP2	0.94252	1.16303	0.91661	0.55282	0.65026	0.31057	0.73753	0.6267	0.98856	1.13531	1.06941	1.08149	0.61822	0.6555
PCBP3	0	0.00105	0	0.00049	0.01027	0.00488	0.00022	0	0.00161	0	0	0	0	0
PCBP4	0.08221	0.06815	0.07161	0.06985	0.04232	0.01477	0.04101	0.0013	0.01345	0.22409	0.10614	0.05487	0.06342	0.05027
PCCA	0.12177	0.14038	0.22338	0.03688	0.03295	0.02139	0.06838	0.05636	0.05239	0.0952	0.11587	0.08259	0.02698	0
PCCB	0.06943	0.33921	0.12987	0.05702	0.03729	0.03556	0.08078	0.10805	0.03702	0.12208	0.11058	0.11947	0.13553	0.08567
PCDH1	0.33824	0.11891	0.18692	0.10406	0.0091	0.00084	0.04318	0.001	0	0.21118	0.16674	0.0229	0	0
PCDH11Y	0.16886	0.24899	0.75477	0.62925	0.57286	2.02712	0.49663	0.67197	0.3769	0.23382	0.85204	0.67574	0.489	0.73209
PCDH12	0	0.00079	7e-04	0.00081	9e-04	0	0.02823	0	0.00033	0.08715	0	0	0	0
PCDH17	0.01482	0.13751	0.01487	0.01684	0.02725	0	0.0121	0	0	0.17281	0	0	0	0
AL592490.1	0.00015	0.0023	0.00956	0.01138	0	0	0	0	0	0	0.01526	0	0	0
PCDH9	0	0.0349	0.0282	0.02455	0.00387	0	0	0	0	0	0.01281	0	0	0.11213
PCDHA1	0	0.01273	0.02863	0.03658	0	0	0.00237	0	0	0.00675	0.05861	0.00603	0	0
PCDHA12	0	0.0021	0.034	0.00109	0	0	0.00122	0	0	0	0.01626	0	0	0
PCDHA13	0	0.00327	0.02691	0.00685	0.00028	0	0	0	0	0	0.04663	0	0	0
PCDHA2	0	0.00354	0.01259	0.00311	0.00041	0	8e-04	0	0	0	0.00032	0	0	0
PCDHA3	0.00355	0.00132	0.00641	0.00475	0	0	0.00032	0	0	0	0	0	0	0
PCDHA9	0.00113	0.00711	0.02958	0.01744	0.0046	0.0151	0.01122	0.00245	0.00497	0.00348	0.01865	9e-04	0.00554	0.00256
PCDHAC1	0	0.00038	0.03024	0	0	0	0	0	0	0	0.09531	0	0	0
PCDHB13	0	0	0.00805	0	0	0	0	0	0	0.04103	0	0	0	0
PCDHB14	0.00253	0.00036	0.02093	0.00418	0	0	0.0021	0.01147	0	0.03224	0.00239	0.00914	0	0
PCDHB19P	0.00205	0.00216	0.017	0.00801	0.00261	0.02986	0.00378	0.00065	0.00086	0.00188	0.0335	0.00489	0	0
PCDHB2	0.00567	0	0.00817	0.00186	0.00546	0	0	0	0	0.02215	0.00351	0	0	0
PCDHB3	0	0.00121	0.03156	0.00585	0	0	0	0	0	0	0.00779	0	0	0
PCDHB5	0.0012	0	0.00715	0	0	0	0	0	0	0.04406	0.02078	0	0	0
PCDHB9	0.02753	0.04363	0.08932	0.05391	0.05684	0.07094	0.04546	0.04725	0.02379	0.05413	0.09832	0.10167	0.02519	0.07707
PCDHGA10	0.00295	0.0029	0.04227	0.00307	0	0	0	0	0	0.01313	0.04878	0.02179	0	0
PCDHGA3	0.00154	9e-05	0.01823	0.00472	0.00336	0	0	0	0	0.03095	0	0	0	0
PCDHGA4	0.00364	0	0.00774	0	0	0	0	0.00085	0	0.05639	0	0	0	0
PCDHGA5	0.00643	0	0.03266	0.01642	0.00036	0	0.00503	0.02661	0	0	0.01494	0.00787	0	0
PCDHGA8	0.00872	0.01927	0.04576	0.01162	0.00537	0	0.00818	0	0	0.02639	0	0.00256	0.00104	0
PCDHGB2	0	0.00027	0.00427	0	0.02119	0.01282	0.00305	0.01278	0	0	0	0	0.00143	0
PCDHGB6	0.00173	0.00231	0.00504	0.00736	0.00033	0.01952	0	0	0	0.03323	0	0	0	0
PCDHGB7	0.00789	0	0.00955	0.00294	0	0	0	0.03339	0	0.02112	0.04195	0.00145	0	0
PCED1A	0.31466	0.16836	0.19356	0.04517	0.1508	0.07438	0.08834	0.11693	0.18351	0.51224	0.21627	0.31533	0.17874	0.01842
PCED1B	0.00079	0.01912	0.00579	0.00966	0.32204	0.04778	0.05409	0.17603	0.21044	0.00166	0.00063	0.01471	0.22837	0.21795
PCED1B-AS1	0.00649	0.00964	0.00976	0.00865	0.30459	0.10045	0.07111	0.27086	0.26885	0.00349	0.01237	0.00634	0.3011	0.3675
PCF11	0.11823	0.13385	0.32663	0.06555	0.32157	0.19331	0.30729	0.49157	0.53715	0.14913	0.39307	0.30576	0.78544	0.73766
PCGF1	0.01325	0.02028	0.0327	0.01431	0.00896	0.0089	0.01177	0.00148	0.00379	0.01636	0.04688	0.00155	0.0033	0.00197
PCGF3	0.07965	0.07048	0.13009	0.04801	0.09423	0.03759	0.07114	0.06769	0.08566	0.14717	0.10691	0.09906	0.02676	0.05782
PCGF5	0.28964	0.46062	0.31925	0.22037	0.27315	0.22321	0.18143	0.25111	0.36255	0.35867	0.45309	0.36285	0.37818	0.34699
PCGF6	0.04912	0.04631	0.0183	0.00158	0.01844	0.01736	0.00475	0.00167	0.04004	0.08574	0.09706	0.00098	0.0444	0.00912
PCID2	0.06357	0.07362	0.07721	0.01828	0.0897	0.00752	0.03935	0.05863	0.08816	0.14696	0.05432	0.05929	0.03301	0.06402
PCIF1	0.03362	0.02706	0.04033	0.01412	0.02483	0.01703	0.03135	0.02572	0.09184	0.05099	0.02176	0.02763	0.12408	0.04488
PCK1	0.06455	0.40153	0.23748	0.13483	0.07015	0.09129	0.08371	0.01167	0.02323	0.00261	0.0915	0.52044	0.01154	0.00765
PCK2	0.27698	0.25616	0.51066	0.27231	0.08	0.07746	0.1268	0.04032	0.09196	0.10568	0.25261	0.36335	0.08935	0.00234
PCLO	0.00093	0.05773	0.34036	0.13578	0.01834	0	0.01118	0	0	0	0.31372	0	0	0
PCM1	0.34155	0.80917	1.16824	0.75369	1.20239	1.62936	0.88754	0.81316	1.40559	0.57627	1.4225	1.40732	0.99588	1.00733
PCMT1	0.28005	0.23219	0.20836	0.06364	0.18434	0.0724	0.11241	0.14387	0.40132	0.27638	0.25508	0.15139	0.25883	0.07505
PCMTD1	0.2108	0.314	0.34559	0.08106	0.22591	0.11224	0.19872	0.59427	0.15533	0.19062	0.24449	0.24581	0.55891	0.29731
PCMTD2	0.41388	0.22538	0.38372	0.16087	0.15212	0.04461	0.08923	0.13941	0.11838	0.61773	0.30781	0.21499	0.10332	0.16213
PCNA	0.12231	0.09112	0.02805	0.01433	0.12394	0.04693	0.04545	0.09424	0.48851	0.27663	0.13712	0.05359	0.04391	0.01951
PCNP	0.38068	0.44813	0.22038	0.105	0.32775	0.12234	0.25401	0.25204	0.384	0.68258	0.35868	0.37199	0.4317	0.32178
PCNT	0.15695	0.29039	0.26073	0.07649	0.24891	0.27352	0.25565	0.16884	0.70312	0.15788	0.42035	0.45198	0.36474	0.70094
PCOLCE	0.10811	0.04355	0.04745	0.00696	0.00493	0.03126	0.01192	0.01311	0.05499	0.04855	0.03815	0.00636	0.00934	0
PCOLCE2	0.00263	0.09792	0.22932	0.09156	0.00247	0.00097	0.03251	0	0.00044	0	0.145	0	0	0
PCP2	0.00476	0.00198	0.01538	0.00308	0.00803	0	0.00052	0	0	0	0.00878	0	0.01841	0
PCSK1N	0.30134	0	0.01778	0.00197	0.00187	0	0.00748	0	0	0.6977	0.11161	0	0.00973	0
PCSK4	0.02623	0.022	0.0561	0.00451	0.00333	0.00684	0.01252	0	0	0.00926	0.02607	0.06951	0	0.03512
PCSK5	0.02727	0.06334	0.06768	0.06123	0.03334	0.14358	0.03248	0.05596	0.01679	0.10423	0.07271	0.07437	0.05275	0.01965
PCSK6	0.3177	0.10914	0.67468	0.28363	0.02311	0.09812	0.0347	0.02317	0.01837	0.38556	0.50471	0.379	0.00726	0.11326
PCSK7	0.05916	0.08266	0.12129	0.04283	0.15682	0.04197	0.05291	0.09543	0.14106	0.04821	0.11722	0.08448	0.11528	0.10774
PCSK9	0.00884	0.03973	0.12972	0.08122	0.00915	0.00741	0.00402	0	0	0	0.18684	0.02326	0	0
PCTP	0.1555	0.10464	0.09333	0.05419	0.05128	0.02749	0.07582	0.03815	0.00094	0.12156	0.10091	0.11884	0.01204	0
PCYOX1	0.83319	0.75109	0.85642	0.73375	0.33719	0.69132	0.38251	0.36731	0.20643	0.91	0.69854	0.87451	0.38017	0.35492
PCYOX1L	0	0.00866	0.01195	0.00817	0.02953	0.01449	0.00603	0.00393	0.01073	0	0.00334	0.02698	0.05617	0.04827
PCYT1A	0.04548	0.07242	0.07332	0.0393	0.0186	0.0475	0.09883	0.05237	0.0808	0.06179	0.07382	0.11022	0.00217	0.11788
PCYT1B	0.00089	0.00147	0.00751	0.00042	0	0	0.00613	0.00385	0.00034	0.00048	0	0.00298	0.00353	0
PCYT2	1.09181	0.39421	0.77995	0.41222	0.18669	0.17566	0.21983	0.08012	0.23158	0.85554	0.94729	0.9496	0.09895	0.18565
PDAP1	0.42729	0.39844	0.34324	0.14126	0.32421	0.21254	0.26474	0.34407	0.601	0.68188	0.39517	0.58812	0.34918	0.3912
PDCD1	0	0	0	0.00157	0.1946	0.01404	0.00227	0.00193	0.20681	0	0	0.02391	0.17573	0
PDCD10	0.15359	0.43061	0.15639	0.08422	0.28295	0.06654	0.20398	0.16787	0.41701	0.32383	0.14705	0.19165	0.31522	0.05267
PDCD11	0.27436	0.45706	0.44072	0.20731	0.15577	0.141	0.19464	0.05346	0.34571	0.47683	0.44273	0.45634	0.26251	0.16754
PDCD1LG2	0	0	0	0	0.00672	0	0.0121	0.01808	0	0	0	0.04563	0.02224	0.01056
PDCD2	0.2454	0.18996	0.11698	0.02701	0.14247	0.05412	0.11202	0.12629	0.12984	0.2415	0.12821	0.12115	0.17294	0.00684
PDCD2L	0.02059	0.05283	0.02385	0.01885	0.00496	0.0012	0.01709	0.01332	0.01606	0.05476	0.01151	0.03365	0	0.17371
PDCD4	0.34001	0.56156	0.60751	0.29268	0.92629	0.37391	0.52641	0.75058	0.68434	0.40791	0.52489	0.5427	1.13744	1.046
PDCD4-AS1	0.01545	0.00355	0.01135	0.00197	0.01678	0	0.02032	0.02029	0.00967	0.00601	0.012	0.00991	0.04194	0.06641
PDCD5	0.39074	0.55381	0.25026	0.07313	0.24323	0.07649	0.20333	0.17032	0.46205	0.45147	0.33398	0.36676	0.23025	0.05967
PDCD6	0.85144	0.42667	0.21887	0.09094	0.31372	0.1478	0.23349	0.0636	0.35837	1.02802	0.30069	0.26002	0.37563	0.47961
PDCD6IP	0.30253	0.21017	0.30508	0.18204	0.11116	0.04698	0.17054	0.09654	0.24654	0.41639	0.27155	0.24263	0.32479	0.42849
PDCD7	0.0815	0.18582	0.25016	0.14545	0.14553	0.26416	0.19722	0.12874	0.18618	0.14614	0.19111	0.15982	0.21395	0.247
PDCL	0.04017	0.02819	0.02114	0.00423	0.07382	0.02379	0.05878	0.08336	0.07098	0.03503	0.00158	0.03748	0.0808	0.06562
PDCL3	0.0337	0.14377	0.02638	0.02445	0.05823	0.0135	0.07704	0.00642	0.11462	0.12184	0.02758	0.07993	0	0.08076
PDCL3P4	0.01303	0.00686	0.0224	0.00152	0.01024	0	0	0.00403	0.0158	0.01904	0.02892	0	0.00949	0.05417
GATD1	0.30131	0.31537	0.69776	0.53561	0.35313	1.00601	0.39641	0.41508	0.33878	0.33796	0.7885	0.44753	0.25889	0.41039
PDE11A	0.10602	0.23885	0.64875	0.57536	0.37467	1.51113	0.40569	0.35838	0.30878	0.09858	0.71754	0.57986	0.33834	0.42612
PDE12	0.12562	0.14653	0.15107	0.09942	0.06134	0.07288	0.08851	0.06496	0.13579	0.14939	0.18351	0.10361	0.08077	0.07297
PDE1B	6e-05	0	0	0	0.02393	0.00335	0.01073	0.00063	0	0	0.00066	0.02132	0.01165	0.07515
PDE1C	5e-04	0.00968	0.00464	0.00692	0.00268	0.02305	0.00994	0	0.00273	0.00207	0.00362	0.00307	0.00054	0
PDE3A	0.00096	0.00527	0.01037	0.01542	0.00283	0.03814	0.01214	0.00385	0.00025	0.01823	0.02574	0.00331	0.00649	0.00253
PDE3B	0.31756	0.13135	0.2332	0.15861	0.08869	0.03168	0.05891	0.00168	0.08042	0.42552	0.45668	0.10211	0.08705	0.00371
PDE4A	0.00127	0.02882	0.24245	0.10105	0.15618	0.0078	0.08219	0.03324	0.04918	0.01494	0.16343	0.00758	0.0684	0
PDE4B	0.00071	0.02142	0.02977	0.01261	0.18278	0.04338	0.11065	0.24839	0.18534	0.01573	0	0.08728	0.2435	0.22704
PDE4C	0.16933	0.23518	0.52458	0.3256	0.33392	0.87185	0.36633	0.31846	0.2423	0.22368	0.59997	0.45246	0.24796	0.6077
PDE4D	0.00793	0.03888	0.00689	0.01481	0.1065	0.00585	0.00375	0.05176	0.03364	0.058	0.00516	0.02396	0.10703	0.11706
PDE4DIP	0.06987	0.12822	0.11433	0.0358	0.06106	0.04381	0.05068	0.08357	0.05765	0.06429	0.02608	0.05664	0.01885	0
PDE5A	0.00194	0.01765	0.00025	0	0.01376	0.00041	0.00039	0.00081	0.00076	0.03647	6e-04	0.0073	0	0
PDE6A	0.12125	0.18835	0.52682	0.34236	0.31267	0.8156	0.32121	0.32271	0.2495	0.11623	0.46088	0.39343	0.26853	0.55024
PDE6B	0.00038	0.02847	0.00927	0.00352	0.08511	0.01423	0.03262	0.00311	0.01397	0	0.00415	0.00544	0.00702	0.00798
PDE6D	0.03612	0.06813	0.04343	0.00574	0.0791	0.00873	0.03687	0.03346	0.08701	0.08405	0.06465	0.01171	0.05196	0.01685
PDE6G	0.00158	0.00854	0	0	0.00571	0.01926	0.04711	0.04305	0.00196	0	0	0.00133	0	0
PDE7A	0.0945	0.16029	0.30118	0.16172	0.36152	0.39101	0.19118	0.21031	0.30116	0.15562	0.27573	0.19995	0.18329	0.42617
PDE7B	0.04903	0.05878	0.16873	0.08645	0.06695	0.08726	0.08965	0.08621	0.0374	0.05514	0.24636	0.0946	0.02595	0.13705
PDE8A	0.0933	0.16917	0.147	0.04917	0.05273	0.00961	0.13677	0.0023	0.0017	0.13662	0.19273	0.14405	0.00502	0.00527
PDE8B	0.00156	0.00324	0	0	0.00037	0	0.00928	0	0.01588	0.01873	0	0	0	0
PDE9A	0.01964	0.00492	0.00044	0	0.00519	0	0.00504	0	0	0.0467	0	0	0	0
PDGFA	0.08621	0.25546	0.1623	0.08273	0.03224	0.04388	0.10803	0.00298	0.0059	0.21434	0.20065	0.03863	0.00559	0.08456
PDGFB	0.00462	0.01872	0.00222	0.00186	0	0.01345	0.03733	0.00026	0	0.07391	5e-04	0	0	0
PDGFC	0.05635	0.03545	0.02143	0.03063	0.00661	0.0043	0.14027	0.00058	0.00511	0.11395	0.08124	0.07253	0	0
PDGFD	0.00042	0.00135	0.00901	0.00164	0.03851	0.00471	0.00076	0.01052	0.12113	0.01228	0	0.0022	0.00696	0.04284
PDGFRA	0	0.05984	0.00794	0	0.00561	0	0.00944	0	0	0	0.00319	0	0	0
PDGFRB	0.00987	0.04236	0.05456	0.02107	0.02494	0.00145	0.00674	0	0.00313	0.06232	0.01874	0	0.00061	0
PDGFRL	0.00291	0.00498	0.00153	0	0	0	0.01009	0	0	0.00446	0.00238	0	0	0
PDHA1	0.18727	0.61377	0.32129	0.14718	0.23141	0.0989	0.23151	0.07932	0.24942	0.21472	0.26908	0.26426	0.30942	0.27736
PDHB	0.21404	0.37808	0.1698	0.03273	0.14131	0.03348	0.11992	0.11282	0.34859	0.27327	0.1807	0.18783	0.26152	0.06886
PDHX	0.14646	0.20039	0.12178	0.07721	0.05078	0.00607	0.0874	0.01886	0.09337	0.19804	0.10548	0.25442	0.07615	0.00664
PDIA2	0	0	0.0266	0.00474	0	0	0	0	0	0.00184	0	0	0	0
PDIA3	1.01058	1.08545	1.13316	0.86495	0.69556	0.28818	0.7437	0.72534	1.08057	1.7949	1.14725	1.13978	0.71604	0.69924
PDIA3P1	0.03907	0.04264	0.01674	0.01126	0.00492	0.00323	0.04293	0.00174	0.02408	0.03924	0.04073	0.00334	0.00127	0.07562
PDIA4	0.91819	0.82202	1.58271	1.41257	0.28328	0.27127	0.64403	1.10217	0.76607	1.46751	1.30261	0.88458	1.09025	0.19482
PDIA5	0.05042	0.12196	0.25716	0.06037	0.0205	0.02519	0.02085	0.13386	0.07223	0.09897	0.20465	0.1919	0.17405	0
PDIA6	0.99054	1.12903	1.18055	0.65711	0.5102	0.33527	0.59921	1.21059	1.32372	1.53618	0.89308	0.93932	1.23211	0.58698
PDIK1L	0.02862	0.0924	0.04126	0.02589	0.02854	0.01763	0.0202	0.06832	0.09857	0.05235	0.01596	0.00404	0.06589	0.00272
PDK1	0.04449	0.22161	0.10616	0.00477	0.07388	0.07777	0.10761	1.08405	0.14678	0.1217	0.09738	0.12696	0.71868	0.04528
PDK2	0.39388	0.17172	0.16828	0.07061	0.04372	0.0333	0.05767	0.09866	0.07397	0.36967	0.11025	0.1035	0.07868	0.01487
PDK3	0.07445	0.17	0.20478	0.11615	0.09843	0.02363	0.11564	0.08673	0.14451	0.08938	0.25816	0.00973	0.10022	0.02555
PDK4	0.44851	0.28755	0.39943	0.2789	0.11746	0.13069	0.23177	0.04567	0.02305	0.34551	0.28607	0.66763	0.01765	0.00735
PDLIM1	0.39597	0.11679	0.17353	0.12248	0.05582	0.08002	0.04526	0.06577	0.15549	0.42227	0.2835	0.41342	0.09897	0.52717
PDLIM2	0.01908	0.02554	0.02927	0.01194	0.06812	8e-05	0.04538	0.01732	0.06988	0.00674	0.01541	0.01178	0.02079	0.12783
PDLIM3	0.05431	0.04824	0.00014	0	0.01208	0.00026	0.0107	0	0	0.08258	0.00264	0.03624	0	0
PDLIM5	0.2357	0.64804	0.53885	0.32856	0.36045	0.76092	0.50166	0.26875	0.28111	0.255	0.51019	0.68023	0.31454	0.50193
PDLIM7	0.00678	0.04796	0.01577	0.01088	0.03073	0.0134	0.0188	0.01111	0.06248	0.054	0.0409	0.00888	0.01473	0.09515
PDP1	0.00203	0.00954	0.06645	0.0446	0.04985	0.02073	0.08453	0.03645	0.14379	0.11363	0.04263	0.0029	0.14858	0.04922
PDP2	0.24493	0.357	0.64604	0.38745	0.34553	0.9419	0.33041	0.26535	0.22701	0.1537	0.64608	0.40858	0.26489	0.42595
PDPK1	0.12658	0.14331	0.12191	0.07887	0.0564	0.05718	0.15591	0.15421	0.09113	0.17061	0.12716	0.27597	0.13642	0.24625
PDPR	0.24397	0.39846	0.3304	0.20783	0.20631	0.46164	0.23469	0.28351	0.29005	0.39617	0.36731	0.33473	0.29731	0.2916
PDRG1	0.16062	0.13988	0.07459	0.02672	0.06487	0.03685	0.11879	0.09088	0.17502	0.25357	0.06922	0.07056	0.14474	0.09345
PDS5A	0.5271	0.51106	0.72548	0.35387	0.43057	0.12833	0.35198	0.17525	0.63857	0.89272	0.68438	0.23382	0.36003	0.43272
PDS5B	0.20132	0.28209	0.17865	0.08198	0.21205	0.13219	0.14744	0.33883	0.57049	0.37291	0.31388	0.32035	0.6208	0.28105
PDSS1	0.0424	0.05165	0.01719	0.003	0.02459	0.02683	0.01731	9e-04	0.10274	0.02652	0.072	0.0337	0.01742	0.04313
PDSS2	0.0412	0.12153	0.06494	0.03296	0.03264	0.0158	0.04372	0.04485	0.07781	0.08337	0.02314	0.07644	0.04754	0
PDXDC1	0.28753	0.19364	0.21987	0.12429	0.14403	0.07772	0.19172	0.25031	0.19359	0.2397	0.29264	0.28794	0.17944	0.2345
PDXDC2P-NPIPB14P	0.05595	0.22745	0.23652	0.0703	0.13304	0.03432	0.13241	0.1702	0.04616	0.08439	0.21841	0.17104	0.24425	0.08274
PDXK	0.26642	0.31602	0.35982	0.09828	0.12729	0.09986	0.28031	0.49797	0.28053	0.28996	0.27497	0.40731	0.44881	0.07047
PDXP	0.22137	0.28026	0.11168	0.1327	0.05313	0.04168	0.06568	0.06055	0.06605	0.19263	0.1415	0.08745	0.05743	0.00734
PDZD11	0.15709	0.21836	0.13573	0.0371	0.072	0.02632	0.03364	0.06061	0.2326	0.26438	0.20747	0.13418	0.07426	0.06003
PDZD3	0.00171	0.01798	0	0	0	0	0	0	0	0	0	0	0	0
PDZD7	0.00471	0.01688	0.02531	0.01661	0.01146	0.00521	0.03008	0.00292	0.00541	0.01134	0.04758	0.00241	0.0222	0.02449
PDZD8	0.18241	0.32949	0.55182	0.30873	0.14845	0.07457	0.11644	0.09418	0.15404	0.2169	0.51907	0.25958	0.05035	0.02955
PDZD9	0.00067	0.00096	0.00887	0.00106	4e-04	0	0.00529	0.00134	0.00078	0.00126	0.00769	0.00877	0	0.02131
PDZK1	0.40531	0.24816	0.31175	0.1606	0.03682	0.0828	0.04605	0.01409	0.01978	0.61949	0.26402	0.31147	0.03304	0.13696
PDZK1IP1	0.00124	0.45218	0.02114	0.01273	0.01941	0.0169	0.06086	0	0.00406	0.02167	0	0.02121	0	0
PDZRN3	0.00261	5e-05	0.0011	0.00322	0	0	0	0	0	0.02108	0	0	0	0
PEA15	0.1807	0.23254	0.17636	0.12898	0.13344	0.081	0.4388	0.02192	0.32566	0.61309	0.33157	0.06962	0.06732	0.63219
PEAK1	0.09589	0.12753	0.16714	0.07411	0.07123	0.16282	0.3538	0.09143	0.10633	0.25134	0.14479	0.18937	0.02174	0.13528
PEAR1	0	0.00581	0.00221	0.00065	0.00033	0.00798	0.00719	0.00724	0	0	0	0	0	0
PEBP1	2.91398	2.82564	1.80537	1.63834	0.98161	0.59122	1.62472	0.61679	0.88936	2.30922	1.7138	1.96269	0.94981	0.65943
PEBP4	0	0.01082	1e-04	0	0.00037	0	0.00139	0	0	0	0	0	0	0
PECAM1	0.0363	0.02764	0.06732	0.03842	0.30398	0.21372	0.34689	0.85035	0.41865	0.22982	0.08585	0.22493	0.95653	0.14997
PECR	0.45208	0.4015	0.59384	0.41257	0.16784	0.21487	0.12459	0.04164	0.10763	0.35619	0.69103	0.22951	0.02556	0.10385
PEF1	0.21357	0.17628	0.16591	0.07859	0.12331	0.03496	0.12273	0.13283	0.12617	0.27905	0.13772	0.10995	0.08388	0.01907
PEG10	0.80628	2.1043	1.07239	1.13341	0.42249	0.08841	0.85813	0.02603	0.16235	0.5492	0.95519	0.48983	0	0
PEG3	0	0.19797	0.00248	0	0.00871	0	0.02229	0.00595	0	0	0	0	0	0
PELI1	0.02461	0.05698	0.05487	0.01508	0.15367	0.05636	0.23561	0.2529	0.13312	0.01829	0.08398	0.05472	0.39021	0.33026
PELI3	0.03592	0.13263	0.05171	0.0378	0.02513	0.00677	0.0483	0.0011	0.01227	0.04882	0.04518	0.03727	0	0
PELO	0.03183	0.07142	0.05759	0.02908	0.03567	0.0368	0.02188	0.03944	0.06596	0.02754	0.03225	0.05467	0.02339	0.00441
PELP1	0.14204	0.14709	0.17648	0.10994	0.1175	0.10428	0.16279	0.09547	0.22993	0.17523	0.24994	0.09583	0.16104	0.08276
PEMT	0.32662	0.19215	0.23133	0.13065	0.03966	0.02344	0.05265	0.06485	0.05866	0.19137	0.18159	0.21367	0.03299	0.05212
PEPD	0.28668	0.28671	0.33953	0.20231	0.09656	0.05394	0.14316	0.03382	0.12767	0.40153	0.21642	0.36831	0.04366	0.00973
PER1	0.03981	0.04411	0.13228	0.03015	0.09811	0.08258	0.1702	0.06584	0.10937	0.03298	0.14367	0.1068	0.16149	0.13225
PER2	0.07112	0.2006	0.08574	0.04117	0.05987	0.0322	0.06797	0.02136	0.08055	0.19397	0.07124	0.05657	0.05418	0.03659
PER3	0.19401	0.25267	0.21789	0.07797	0.01416	0.03546	0.14374	0.00684	0.02244	0.25165	0.31339	0.12826	0.03038	0.02596
PERP	0.28847	0.36765	0.28004	0.18914	0.05219	0.05022	0.06186	0.0234	0.02971	0.39423	0.23963	0.14464	0.00546	0
PES1	0.10121	0.09086	0.06539	0.0557	0.08927	0.05396	0.06214	0.06668	0.10978	0.10706	0.03578	0.15821	0.12066	0.03303
PET100	0.59835	0.49746	0.65187	0.27975	0.7047	0.23367	0.4277	0.75726	1.14728	0.86359	0.66257	0.58258	0.82844	0.50045
PET117	0.15125	0.18522	0.07842	0.02725	0.0762	0.02016	0.05423	0.05978	0.18335	0.22642	0.12769	0.15418	0.11233	0
PEX1	0.06419	0.15196	0.21186	0.10787	0.10538	0.0021	0.10031	0.0483	0.06351	0.11773	0.24889	0.17461	0.0902	0.08596
PEX10	0.11393	0.06231	0.06456	0.02879	0.03203	0.02715	0.02528	0.02005	0.04861	0.12547	0.06682	0.06514	0.01398	0
PEX11A	0.10772	0.0771	0.14212	0.01829	0.02393	0.01933	0.05027	0.01803	0.0381	0.19525	0.11895	0.0938	0.04489	0.00526
PEX11B	0.29115	0.24207	0.2256	0.10347	0.07927	0.0174	0.11023	0.04849	0.17383	0.43164	0.22371	0.17013	0.0369	0.41054
PEX11G	0.06304	0.00771	0.03269	0.00884	0.00063	0.01853	0.03464	0.00293	0.03118	0.0833	0.0576	0.04489	0	0
PEX12	0.02466	0.01624	0.01217	0.01933	0.02994	0	0.02235	0.01113	0.00288	0.06774	0.00277	0.01872	0.0519	0
PEX13	0.13182	0.21358	0.3343	0.21072	0.17802	0.32629	0.21565	0.21894	0.16708	0.18333	0.37545	0.24548	0.1075	0.38965
PEX14	0.04916	0.04535	0.0337	0.01418	0.03849	0.01252	0.0166	0.00336	0.02877	0.01894	0.04549	0.13858	0.02097	0.13608
PEX16	0.04225	0.05382	0.06582	0.04824	0.04217	0.01524	0.02545	0.06116	0.02797	0.05706	0.0702	0.07998	0.0117	0.05455
PEX19	0.46877	0.27445	0.21642	0.1227	0.08444	0.0202	0.11712	0.01478	0.06585	0.39456	0.22441	0.12854	0.04945	0.16952
PEX2	0.14819	0.18706	0.09047	0.06196	0.08235	0.03034	0.08201	0.06987	0.18538	0.15929	0.06073	0.06688	0.12859	0.04655
PEX26	0.06877	0.11666	0.03434	0.0337	0.04227	0.0517	0.07502	0.04804	0.05839	0.06643	0.05126	0.04178	0.05497	0.0259
PEX3	0.08491	0.13823	0.11539	0.05339	0.06432	0.02112	0.05033	0.02069	0.08923	0.14696	0.21043	0.09526	0.02993	0.00169
PEX5	0.16006	0.04759	0.07913	0.06266	0.02175	0.00448	0.01062	0.01603	0.03046	0.31427	0.05129	0.02153	0.00813	0.05065
PEX5L	0.06036	0.05903	0.19299	0.15469	0.12315	0.34257	0.16848	0.16802	0.07395	0.08183	0.20972	0.18314	0.13311	0.13287
PEX6	0.48269	0.13552	0.03326	0.0079	0.04884	0.02093	0.07424	0.02884	0.02675	0.34293	0.10635	0.33161	0.02665	0.0485
