Cell	UMAP_1	UMAP_2	Cluster	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Patient	Sample	Tissue
HCC9_COL5_ROW29	-2.31477667769416	12.6665703826875	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL5_ROW31	-1.58455618103965	14.2127196365327	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL5_ROW32	-1.19423594331368	14.2505337768526	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL5_ROW33	-1.1176773049496	12.6372382217378	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL5_ROW34	-1.94457675894721	11.1670405441255	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL5_ROW35	-0.785156626310188	12.490404801938	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL5_ROW36	-3.8644907661341	12.4385430389375	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL5_ROW37	-2.9183100648783	10.8655259185762	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL5_ROW38	-2.51978458842261	11.8819176727266	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL5_ROW39	-2.00859214743598	11.2124449783296	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL5_ROW40	-2.15942968806251	12.2580267959566	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW1	-3.8215584941767	11.9403664642305	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW2	-3.57197048148139	13.5218102508516	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW3	-0.825113404598075	12.8717076354951	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW4	-1.45389429112895	11.7486741119356	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW5	-2.44481839617713	12.0484435134859	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW6	-0.92396657546981	13.0638787322969	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW7	-1.28279203554614	8.30119677123732	10	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW8	-1.12174535920842	14.0601031356782	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW9	0.153585057649773	13.6181485229463	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW10	-3.3640515991114	14.0664822631807	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW11	-1.48453763505443	13.3993489318818	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW12	-0.0239205547235788	13.9348027282686	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW13	-1.03294168790801	13.7701012664766	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW14	-0.811994630899268	14.0032422119111	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW15	-1.96752579888328	11.9294583373994	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW16	-0.00459947070105682	13.9856650405855	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW17	-0.378435391988593	13.9991776519746	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW18	-0.51078029355033	13.0552041107149	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW19	-2.3862991519831	13.1783396774263	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW20	-1.094333116021	13.0375802093477	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW21	0.522621851358575	13.9981934600801	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW22	-2.99878944834693	12.0694787078828	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW23	0.153788905534905	14.1197211318941	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW24	-3.22489621123298	14.0854928070039	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW25	-2.60208024462684	11.8088538223237	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW26	-2.46900727232917	12.5286519103975	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW27	-1.7958655544184	11.6521565490693	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW28	-1.39541004976256	12.2074935012788	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW29	-2.3453554101847	10.7372891479463	10	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW30	-1.39872688433154	8.57636042175001	10	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW31	-0.22794475039466	14.4221493774385	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW32	-0.759680647458869	11.9912888580293	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW33	-3.36666371306403	13.4275147491426	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW34	-2.09262229880317	12.301268296811	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW35	-0.801414210405189	13.9785019927949	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW36	-2.3318922706507	11.4534651809663	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW37	-3.60204340895637	11.3709704452485	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW38	-1.09330693265422	14.532565789792	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW39	-2.61065580328925	11.3661896759004	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL6_ROW40	-1.3649113514088	13.8077265792818	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW1	-2.05449529370292	12.5920388275117	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW3	-2.53216423472388	12.9161545806856	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW4	-1.60722087701781	9.89170904693312	10	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW5	-2.88637210806831	11.8671967559785	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW6	-1.31735656788571	14.4527651840181	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW8	-3.13956942042335	13.7449690872163	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW9	-1.11453796556218	14.3272864395112	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW11	-1.33802325656636	14.6430069976777	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW12	-2.0777168460749	12.0685193115205	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW13	-2.11782445391639	12.2406584793062	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW14	-0.204375404920417	13.8450963073701	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW15	-1.57938234886153	11.6858088546724	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW16	-2.61191918333991	12.8743693405122	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW17	-2.31971992930396	12.338850694272	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW18	-2.57361902674659	12.5082566314668	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW19	-0.512557763662177	12.9160906845064	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW20	-1.34184114268048	12.4108779006929	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW21	-0.788323093261558	14.5482251220674	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW22	-3.15785064181312	10.9430644088716	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW23	-0.145901937093574	13.3706929260225	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW24	-0.0600605197809518	14.1833788925142	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW25	-3.41533662756904	11.2043492370576	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW26	-2.40631629904731	11.1265761428804	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW27	-1.5218399353884	12.4148137145967	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW28	-1.48464239021762	13.6563145690889	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW29	-2.15743090590461	12.8296763473482	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW30	-2.92480220278724	10.9117981964082	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW31	-2.15827919920905	12.5225312286348	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW32	-2.5351073928736	11.9254681640596	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW33	-1.03643530985339	13.2015482955903	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW34	-2.80267967661841	11.7561242156953	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW35	-2.17655112227424	13.6413676315278	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW36	-3.41342665633185	13.372557359311	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW37	-1.30209494015201	14.4217946105928	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW38	-3.05707957228644	11.1005580001802	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW39	-1.86295070132239	9.97939844665236	10	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL7_ROW40	-2.62975134333594	12.7628161483735	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW1	-1.21511646738275	14.6234881454439	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW2	-3.05946578463538	11.3597733550996	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW3	-1.11415222665294	14.5533520751924	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW4	-1.17986168345435	8.13881655273146	10	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW5	-1.68028860172256	13.4072205596895	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW6	-2.42535831412299	12.5840861373872	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW7	-3.65655304869636	12.687706666562	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW8	-1.6856392510794	14.2199446731538	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW9	-1.81830735882743	13.9952837997407	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW10	-1.71280341228469	12.0851761871309	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW11	0.0894022993184744	14.1276824050874	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW12	-2.01753415545447	12.1712843948335	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW13	-0.315507311429817	14.3584286743135	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW14	-1.7819963880442	10.0401846939058	10	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW15	-3.466716069784	13.7092196517915	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW16	-1.6908977218531	11.9387814575166	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW17	-3.38703586539252	11.3155209594697	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW18	-0.691508729066688	14.2198903137178	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW19	0.428751569185418	13.9305836730928	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW20	-0.342982251252967	13.2249953323335	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW21	-0.737660635318595	13.9011532836885	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW22	-0.0516116805933298	13.9480940872163	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW23	-3.76044513663276	11.8371722274751	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW24	-1.2318295841664	13.2626406722993	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW25	-3.46813346823676	12.811956124875	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW26	0.254851918611687	14.5151965194673	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW27	-0.875273693408805	12.4435832076997	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW28	-3.60167672118171	13.027438836667	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW29	-2.8985883184336	11.2396161132783	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW30	-1.43341665348037	8.42976112899489	10	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW31	-3.63000585516914	12.5136487060518	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW32	-1.81448151549323	14.3250691467256	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW33	-3.18227531393989	11.4023596816987	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW34	-1.80819906672462	9.41351004180617	10	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW35	-2.07928021630271	12.583048539731	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW36	-3.49190237006171	11.1192118698091	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW37	-1.3152745031379	8.36379976806349	10	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW38	-2.05456258734687	10.1469056182832	10	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW39	-2.05536605795844	14.0791346603364	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL8_ROW40	-3.12111343821509	10.5847127014131	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW1	-0.663721758928138	13.1279427581758	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW2	0.345639210138482	13.9351994567842	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW3	-1.24768789676948	8.18930693206496	10	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW6	-0.508342821206886	13.0109383636445	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW7	-0.864310551490623	12.8889014297456	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW8	-0.377098400201637	13.961840348813	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW9	-1.76082648715003	12.2397915893526	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW10	-2.3555545993708	12.3912884765596	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW11	-1.74709250411018	13.8718802505464	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW12	-2.06340046605094	11.9336564117402	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW13	-2.65265991171821	11.5315253311128	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW14	-1.93386347969993	11.5513169342012	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW15	-0.922763038482505	12.7236296707124	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW16	-2.65431119879706	11.5257451110811	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW17	-3.3032593913935	13.4625412994356	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW18	-2.45761205634101	11.7497841888399	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW19	-1.81207563361152	10.0065590911836	10	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW20	-0.0965157934091867	14.2867629104585	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW22	-2.06420936068519	12.2794806533784	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW23	-1.84024782856925	12.1825873428316	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW24	-2.4893162437342	12.2100646072359	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW25	-3.73739077528937	12.9569117599458	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW26	-2.88510789355262	10.7086808258027	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW28	-2.64492144068702	11.9066407257051	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW29	-1.27099619438871	12.368994432065	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW30	-2.62210049113258	11.8986098342866	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW31	-3.12899424513801	12.9587361389131	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW32	-1.44651726266368	8.64467402038283	10	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW33	-1.17466275772079	12.9195487075777	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW34	-3.00971044978126	11.0782839828462	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW35	-0.0664560981653513	13.4390952163667	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW36	-2.0325980969332	11.6042401367158	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW37	-2.68386556586249	12.8451869064302	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW38	-2.0027280040644	12.7075841003389	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW39	-3.15611054381354	13.082240777585	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL9_ROW40	-2.86550607165321	12.3989703231782	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW1	-3.3530070968531	13.7020489746065	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW2	0.60737965622918	14.3597046905488	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW3	-2.73536791285499	12.6557442718477	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW4	-0.502997357454139	13.6709334426851	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW5	-2.72907044371589	13.0213725143403	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW6	-0.48030801495536	12.9088532501192	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW7	-0.390705186929542	13.0663420730562	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW8	-1.56064229091628	11.906402307126	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW9	-1.51929940661414	9.40451880035109	10	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW10	-0.342932719793159	14.33710260925	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW11	-3.44644691428168	12.6229636245698	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW12	-1.60611389955505	14.4799887710542	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW13	-1.52405189355834	13.3173930221528	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW14	-0.64915509900077	14.4811436706514	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW15	-1.29283921426161	8.37498350677199	10	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW16	-1.15949350228532	12.2095572524995	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW17	-2.52477659663184	11.8133246475191	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW18	-2.90917529543861	11.8707348876924	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW19	-1.18792910134419	12.9652783447236	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW20	-2.26752855261787	12.9687230163545	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW21	-1.58545802911742	9.66120024261183	10	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW22	-1.18635219713672	8.13482351836867	10	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW23	-0.262062091436225	14.5248477035493	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW24	-1.3333243616484	13.9454905563325	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW25	-1.77615113934501	12.310662942502	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW26	-2.22132183989509	13.0053374343843	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW29	-1.55555864056571	10.1134259277315	10	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW30	-2.86073126276954	12.6335608535737	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW32	-3.22835649928077	10.8456408554048	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW33	-3.00546576460822	11.6122834259004	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW34	-2.81357171019538	12.7650687271089	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW35	-2.55433430155738	10.9102322631807	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW36	-1.36348431190475	13.795900064084	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW37	-1.29111009096726	13.9772688919038	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW38	-3.35805084189399	12.6789881759614	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW39	-2.1319930144213	11.5835606628389	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL10_ROW40	-3.0247805305384	11.6383435302705	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL11_ROW1	0.0161800197698294	13.8185736709566	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL11_ROW2	-2.21736385306342	14.0658461624116	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL11_ROW3	-1.79301388939841	9.9820572906465	10	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL11_ROW4	-2.32786561926826	11.9178168350191	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL11_ROW5	-1.47747154911979	9.37880392608351	10	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL11_ROW6	0.0900784544088065	14.0800091796846	3	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
HCC9_COL11_ROW7	-2.45516993483527	12.5337578826875	2	Malignant cells	Malignant	Malignant	Patient 9	Patient 9	Tumor
