CD8T	Malignant	Mono/Macro	Tprolif	B
NUDT1	0.15075	0.07179	0.13564	1.0231	0.06326
NUDT12	0.00758	0.07252	0.02892	0.0062	0.03325
NUDT13	0.00363	0.01484	0.0062	0	0.0012
NUDT14	0.0629	0.10265	0.05852	0.01025	0.02555
NUDT15	0.06612	0.05194	0.03285	0.07549	0.02095
NUDT16	0.12453	0.19061	0.12605	0.11058	0.0444
NUDT16L1	0.21142	0.12708	0.07716	0.19131	0.1139
NUDT16P1	0.00388	0.01662	0.01415	0.00167	0.00999
NUDT17	0.00682	0.00253	0	0.01916	0.01782
NUDT19	0.0367	0.04947	0.02548	0.05112	0.03211
NUDT2	0.04084	0.04558	0.0317	0.13706	0.06644
NUDT21	0.12975	0.08761	0.0425	0.31508	0.088
NUDT22	0.0912	0.07699	0.09794	0.09109	0.15313
NUDT3	0.00258	0.00242	0.00291	0.00088	0.00103
NUDT4	0.00492	0.04278	0.00792	0.00457	0.02293
NUDT5	0.21265	0.42145	0.18603	0.28534	0.18594
NUDT6	0.01784	0.03926	0.00506	0.12024	0.00153
NUDT7	0.03608	0.07486	0.01944	0.00048	0.00195
NUDT8	0.03476	0.04847	0.01371	0.08657	0.01483
NUDT9	0.08924	0.08832	0.10091	0.09663	0.04694
NUF2	0.00855	0.04206	0.04061	0.56739	0.00309
NUFIP1	0.03974	0.07491	0.07391	0.20658	0.01866
NUFIP2	0.34268	0.29452	0.59287	0.51028	0.50339
NUGGC	0.28875	0.2683	0.23056	0.35643	0.58173
NUMA1	0.18334	0.31318	0.26336	0.42541	0.19028
NUMB	0.09295	0.14102	0.15748	0.0753	0.10286
NUMBL	0.04344	0.0558	0.04261	0.02196	0.04011
NUP107	0.18434	0.21569	0.14334	0.2849	0.14316
NUP133	0.07937	0.10875	0.04724	0.17819	0.04784
NUP153	0.15301	0.15869	0.0739	0.26148	0.1212
NUP155	0.06698	0.14526	0.04091	0.23431	0.01294
NUP160	0.04973	0.08043	0.06648	0.15273	0.03291
NUP188	0.06307	0.02951	0.03003	0.05228	0.02487
NUP205	0.09023	0.07485	0.0563	0.10272	0.05862
NUP210	0.18334	0.0782	0.03863	0.28395	0.11365
NUP214	0.17428	0.16452	0.18155	0.33856	0.14269
NUP35	0.02912	0.04343	0.0404	0.12837	0.01397
NUP37	0.02222	0.02474	0.00208	0.05707	0.01595
NUP43	0.09757	0.19746	0.12161	0.12566	0.09986
NUP50	0.31059	0.22849	0.17197	0.74883	0.31154
NUP54	0.07262	0.03166	0.0266	0.1103	0.06114
NUP62	0.3489	0.24933	0.37976	0.4794	0.31061
NUP62CL	0	0.00528	0.00357	0	0.01005
NUP85	0.09421	0.14118	0.15954	0.34417	0.08684
NUP88	0.13636	0.07641	0.01295	0.1467	0.08026
NUP93	0.0991	0.0852	0.11171	0.26212	0.03606
NUP98	0.11956	0.16563	0.11114	0.32511	0.09575
NUPL2	0.04696	0.08331	0.05952	0.14109	0.08995
NUPR1	0.44298	1.99548	1.23905	0.10937	0.01869
NUS1	0.07209	0.14728	0.05913	0.1165	0.11863
NUSAP1	0.0808	0.16452	0.0788	2.29434	0.16797
NUTF2	0.13009	0.1289	0.13919	0.29509	0.05084
NUTM2A-AS1	0.02784	0.00844	0.00126	0.00051	0.01136
NVL	0.14212	0.12787	0.08245	0.30138	0.16077
NWD1	0.38299	0.34569	0.3679	0.30296	0.32502
NXF1	0.24923	0.14212	0.24126	0.35114	0.263
NXN	0.00106	0.00551	0	0.00081	0.00107
NXNL1	0	0.00073	0.00094	0.0024	0.00038
NXNL2	0.00546	0.01781	0.02166	0.02474	0.01097
NXPE3	0.38768	0.28724	0.29253	0.38916	0.72388
NXPH4	0.00028	0.00393	0	0	0
NXT1	0.05703	0.04167	0.04658	0.10534	0.03291
NXT2	0.05362	0.06466	0.02778	0.10115	0.03593
NYAP2	0.23833	0.27699	0.26652	0.16713	0.24187
NYNRIN	0.00409	0.07541	0.03198	0	0
OAF	0.05362	0.41837	0.08166	0.03144	0.0198
OARD1	0.07277	0.0998	0.07877	0.10446	0.04552
OAS1	0.05115	0.05354	0.09671	0.0962	0.11694
OAS2	0.24736	0.02925	0.13363	0.34132	0.23452
OAS3	0.15221	0.0724	0.14613	0.21386	0.04654
OASL	0.14892	0.0364	0.00864	0.16944	0.02722
OAT	0.01373	0.13318	0.06275	0.0818	0.04418
OAZ1	1.36045	0.77886	1.58975	2.2374	2.24058
OAZ2	0.04915	0.10445	0.32356	0.0961	0.10116
OAZ3	0.00142	0.00909	0.00642	0	0.01036
OBSCN	0.03211	0.19997	0.04814	0.00106	3e-04
OBSL1	0.00879	0.02462	0.02585	0.00067	0.01125
OCEL1	0.04735	0.10952	0.01573	0.00569	0.06253
OCIAD1	0.20437	0.47318	0.25628	0.29651	0.38123
OCIAD2	0.18613	0.28638	0.0737	0.23364	0.08275
OCLN	0.05289	0.19496	0.14059	0.02307	0.0329
OCRL	0.00702	0.06346	0.05777	0.00042	0.01259
ODAM	0	0.00643	0	0	0.00084
ODC1	0.18603	0.17337	0.1311	0.32758	0.27787
ODF2	0.09123	0.08206	0.07592	0.30615	0.09148
ODF2L	0.56848	0.36079	0.34422	0.48469	0.61997
ODF3B	0.04468	0.08488	0.15886	0.03609	0.18941
OFD1	0.65097	0.30809	0.16893	0.45965	0.37048
OGDH	0.19533	0.1704	0.19435	0.15007	0.1389
OGDHL	0.05029	0.23935	0.04309	0.02845	0.00109
OGFOD1	0.28608	0.37315	0.33108	0.34364	0.36182
OGFOD2	0.02253	0.07154	0.0702	0.12605	0.10979
OGFOD3	0.10412	0.17771	0.16223	0.103	0.15617
OGFR	0.06259	0.09962	0.14208	0.10449	0.08548
OGFR-AS1	0	0.00498	0.00374	0	0
OGFRL1	0.09495	0.06455	0.38932	0.22028	0.0778
OGG1	0.03797	0.04236	0.0156	0.076	0.02892
OGT	0.42396	0.39648	0.18874	0.42859	0.91894
OIP5	0.00964	0.00746	0.00188	0.10827	0.00097
OIP5-AS1	0.34473	0.3249	0.2844	0.36199	0.34246
OLA1	0.24929	0.3323	0.24162	0.44605	0.14633
OLAH	0.11909	0.15381	0.19987	0.08005	0.17677
OLFM2	0.01798	0.07769	0.03443	0.00411	0.00271
OLFM4	0	0.00327	0.00122	0	0
OLFML1	0.00037	0.01237	0.00273	0.00085	0.00115
OLFML2A	0.01078	0.00435	0.00877	0.00363	0.00159
OLFML2B	0	0.00371	0.06555	0	0
OLFML3	0	0.03887	0.02272	0	0.00047
OMA1	0.07574	0.06022	0.0278	0.02779	0.08393
ONECUT1	0.02969	0.1318	0.02636	0.02537	0.00337
ONECUT2	0.23508	0.95314	0.25605	0.09989	0.0679
OOEP	0	0.0035	0.00043	0	0
OPA1	0.20079	0.29035	0.23051	0.35188	0.15335
OPA3	0.47804	0.5196	0.55769	0.38722	0.5347
OPHN1	0.01868	0.02137	0.03886	0.00419	0.02935
OPLAH	0.03932	0.16201	0.12004	0.0064	0.02043
OPN3	0.02157	0.05863	0.09716	0.00268	0.02723
OPRK1	0.00063	0.00231	0.00343	0.00462	0.00027
OPRL1	0	0.01148	0.01428	0	0
OPRM1	0.08909	0.04039	0.0359	0.05457	0.05238
OPTN	0.76486	0.69106	0.24666	0.80499	0.48978
OR2A4	0	0.0108	0	0	0
OR4F13P	0.0037	0.01022	0.00628	0.0029	0.00301
OR4N3P	0.00078	0.01349	0.00394	0	0
OR4N4	0.00557	0.00293	0.00489	0	0
OR51E2	0.00273	0.00375	0.00097	0.00424	0.00233
OR7D2	0.0118	0.00916	0.01576	0.00183	0.00816
OR7E12P	0.00199	0.00197	0.00149	0.00551	0.0012
OR7E14P	0.00073	0.00649	0.00168	0	0.00039
OR7E37P	0.00849	0.01164	0.00343	0.00531	0.02289
OR7E47P	0	0.00132	0	0.00218	0
OR8A1	4e-04	0.00382	0.00078	0	0
ORAI2	0.64292	0.66549	0.85432	0.75966	1.16369
ORAI3	0.04023	0.17217	0.0674	0.04622	0.08254
LTO1	0.04299	0.04563	0.05326	0.04564	0.01937
ORC1	0.01185	0.00949	0.01243	0.0689	0.00607
ORC2	0.13051	0.10422	0.06135	0.15979	0.12228
ORC3	0.1406	0.148	0.07529	0.25612	0.15187
ORC4	0.37765	0.38335	0.33931	0.17307	0.28495
ORC5	0.03231	0.04001	0.00861	0.0352	0.01615
ORC6	0.09925	0.11548	0.08204	0.14984	0.05554
ORM1	0.28256	1.67093	0.53589	0.1217	0.01645
ORM2	0.09377	0.65084	0.13676	0.01246	0.02487
ORMDL1	0.15403	0.15881	0.11181	0.16307	0.19566
ORMDL2	0.144	0.15212	0.09642	0.27538	0.21366
ORMDL3	0.3445	0.47225	0.14593	0.43077	0.40762
OS9	0.44586	0.89671	0.76577	0.56141	0.95111
OSBP	0.19684	0.26208	0.17846	0.29431	0.25329
OSBP2	0.0044	0.01732	0.01003	0.00043	0.03347
OSBPL10	0.00211	0.00635	0.00079	0.05943	0.13419
OSBPL11	0.0348	0.08572	0.19775	0.0912	0.0547
OSBPL1A	0.04036	0.09307	0.28175	0.01264	0.01203
OSBPL2	0.16299	0.24123	0.14284	0.14538	0.19998
OSBPL3	0.13549	0.04623	0.13107	0.37401	0.25266
OSBPL5	0.01	0.00249	0.00758	0	0.00143
OSBPL6	0.00541	0.02781	0.00075	0.00119	0
OSBPL7	0.06413	0.04192	0.04002	0.12391	0.05588
OSBPL8	0.52573	0.29653	0.34346	0.76251	0.30648
OSBPL9	0.09534	0.21429	0.18743	0.20175	0.24901
OSCAR	0.00348	0.00522	0.07467	0.01501	0.00922
OSCP1	0	0.01279	0.00234	0	0.00057
OSER1	0.08424	0.21579	0.19246	0.31628	0.19262
OSER1-DT	0.09694	0.15313	0.12166	0.07246	0.1439
OSGEP	0.08354	0.06397	0.12208	0.09317	0.04497
OSGEPL1	0.01888	0.03688	0.01699	0.02481	0.0141
OSGEPL1-AS1	0.0046	0.00841	0.00322	0.01092	0.00887
OSGIN1	0.26533	0.82496	0.42033	0.03364	0.04088
OSGIN2	0.077	0.07909	0.06757	0.0196	0.01343
OSMR	0.00902	0.06158	0.00325	0.0026	0.00493
OSR2	0.00169	0.0055	0.01181	0.00309	0.00438
OST4	0.83704	0.47712	0.33744	0.833	1.12928
OSTC	0.12476	0.22023	0.14846	0.36192	0.44724
OSTCP1	0	0.00028	0	3e-04	0.00334
OSTF1	0.11414	0.04055	0.17464	0.19411	0.09842
OSTM1	0.16793	0.2241	0.16426	0.12833	0.08885
OSTN-AS1	0	0.00419	0.00191	0.01163	0.03923
OTC	0.02265	0.10122	0.05392	0.00141	0.00143
OTOA	0	0.00076	0.07821	0	0
OTOG	0.002	0.00514	0	0.00069	0.00573
OTUB1	0.28854	0.30079	0.22432	0.54783	0.29863
OTUB2	0.01885	0.02513	0.01436	0	0.01825
OTUD1	0.03042	0.04091	0.19815	0.05075	0.14484
OTUD3	0.01475	0.05145	0.02933	0.06176	0.01436
OTUD4	0.18343	0.13018	0.1369	0.30015	0.15114
OTUD5	0.26418	0.52283	0.19256	0.18405	0.28176
OTUD6A	0.03922	0.04462	0.06504	0.04868	0.04093
OTUD6B	0.12696	0.14506	0.22952	0.13114	0.05734
OTUD7A	0.01556	0.00978	0.00365	0.00372	0
OTUD7B	0.05329	0.13491	0.04448	0.00424	0.01319
OTX1	0.00064	0.01722	0.0079	0	0.00057
OTX2-AS1	0.00455	0.00508	0.00266	0.00043	0.00771
OVGP1	0.01655	0.02427	0.0038	0.00241	0.00542
OXA1L	0.24237	0.28699	0.26844	0.40408	0.34721
OXCT1	0.10301	0.00861	0.01677	0.28291	0.0676
OXER1	0.00691	0.02168	0.00142	0	0
OXLD1	0.11168	0.16808	0.12348	0.06553	0.07492
OXNAD1	0.20781	0.09739	0.04193	0.17362	0.06431
OXR1	0.1242	0.21287	0.16323	0.20797	0.38029
OXSM	0.0214	0.03424	0.01205	0.01147	0.03014
OXSR1	0.13005	0.13004	0.10675	0.25012	0.0408
OXTR	0.00247	0.00434	0.00308	0	0
P2RX1	0.00431	0.0021	0.0012	0.03958	0.21527
P2RX4	0.13206	0.13373	0.19681	0.04237	0.14729
P2RX5	0.07776	0.00585	0.01205	0.11608	0.16882
P2RX5-TAX1BP3	0.02635	0.01337	0.01418	0.0022	0.03255
P2RX7	0.32076	0.38485	0.60877	0.20109	0.30413
P2RY1	0.04584	0.0047	0.04384	0.00619	0.01454
P2RY10	0.17627	0.00978	0.02183	0.28027	0.09886
P2RY13	0	0.00058	0.06521	0	0.00247
P2RY14	0	0.00232	0.02673	0.01483	0.01033
P2RY2	0.00557	0.02211	0.03021	0.00493	0
P2RY6	0.01357	0.01775	0.12583	0.03048	0.00177
P4HA1	0.04294	0.11787	0.22797	0.05727	0.10794
P4HA2	0.01931	0.12788	0.06046	0	0.00034
P4HB	0.78437	2.33316	1.34353	0.97597	1.33455
P4HTM	0.03888	0.03783	0.00519	0.05764	0.03824
PA2G4	0.54886	0.48493	0.53441	1.2175	0.45022
PA2G4P4	0.01702	0.08474	0.04071	0.01591	0.03797
PAAF1	0.05546	0.10304	0.06196	0.07392	0.06381
PABPC1	1.77719	1.13678	1.63693	2.1206	1.65269
PABPC1L	0.18776	0.39722	0.13224	0.28946	0.20893
PABPC1P2	0.21261	0.26259	0.30719	0.21495	0.23806
PABPC3	0.00823	0.00682	0.01242	0.00726	0.00536
PABPC4	0.36058	0.2814	0.77335	0.42323	0.97463
PABPC4L	0	0.00123	0	0	0.00151
PABPN1	0	0.00955	0.00783	0.00051	0.00041
PACRG	0.00023	0.00206	0.00097	0	0
PACRGL	0.00865	0.04855	0.04581	0.05391	0.00637
PACS1	0.22917	0.06478	0.10691	0.14962	0.07301
PACS2	0.07182	0.1476	0.18356	0.03726	0.02773
PACSIN1	0.00426	0.02257	0.00366	0.00049	0.01604
PACSIN2	0.09407	0.21435	0.16541	0.11815	0.12127
PACSIN3	0.01862	0.08845	0.01278	0.00167	0.01877
PAEP	0	0.00557	0.00105	0	0
PAF1	0.12569	0.15463	0.17042	0.19549	0.11727
PAFAH1B1	0.28222	0.16239	0.19628	0.34943	0.27011
PAFAH1B2	0.28738	0.35774	0.29209	0.39343	0.27865
PAFAH1B3	0.10023	0.15017	0.07462	0.3045	0.14667
PAFAH2	0.19935	0.17527	0.17142	0.19683	0.16055
PAG1	0.8451	0.29388	0.32065	0.89146	0.56636
PAGE1	0.0232	0.03055	0.03244	0	0
PAGE2B	0.00395	0.03606	0.02486	0	0
PAGE4	0.03451	0.08357	0.00992	0.02771	0.07026
PAGE5	0	0.02695	0.00131	0	0
PAH	0.25744	1.26091	0.54104	0.07577	0.08227
PAICS	0.16786	0.23771	0.44285	0.39746	0.27222
PAIP1	0.12429	0.45804	0.17297	0.16657	0.21341
PAIP2	0.32198	0.25466	0.21201	0.40131	0.36815
PAIP2B	0.01538	0.02219	0.02425	0.00116	0.01745
PAK1	0.07545	0.18725	0.39347	0.22678	0.10233
PAK1IP1	0.05916	0.14776	0.11896	0.18396	0.10266
PAK2	0.57017	0.46046	0.57239	0.74585	0.33234
PAK3	0.19817	0.22978	0.15877	0.1376	0.1869
PAK4	0.00099	0.0021	0.00071	0	0
PALB2	0.0772	0.06143	0.06588	0.03345	0.06483
PALD1	0	0.00809	0.05618	0	0.03136
PALLD	0.01909	0.1511	0.07245	0.02169	0.01735
PALM	0.02971	0.04626	0.05121	0.02227	0.00057
PALM2	0.17729	0.23961	0.21808	0.1499	0.25964
PALM3	0.02218	0.05071	0.02388	0	0
PALMD	0.03064	0.21382	0.04115	0.00501	0.00561
PAM	0.115	0.06769	0.05131	0.17111	0.06107
PAN2	0.08104	0.18956	0.07615	0.06477	0.08219
PAN3	0.1294	0.05352	0.07667	0.17911	0.06545
PAN3-AS1	0.00827	0.00215	0.00742	0.01013	0.00264
PANK1	0.21619	0.46519	0.28378	0.11017	0.22429
PANK2	0.6069	0.72914	0.68073	0.64808	0.68638
PANK3	0.06446	0.13797	0.09059	0.05422	0.02414
PANK4	0.07292	0.04825	0.03504	0.05402	0.05869
PANX1	0.0086	0.06443	0.05529	0.02794	0.0207
PANX2	0.01063	0.04545	0.02134	0.00168	0.00795
PANX3	0.00037	0.00533	0	0	0
PAOX	0.08381	0.09979	0.1266	0.07344	0.24747
TENT2	0.10331	0.07396	0.14698	0.16439	0.17094
TENT4B	0.22602	0.37228	0.25674	0.22545	0.21178
TENT4A	0.04471	0.15092	0.03846	0.0857	0.0347
PAPLN	0.00661	0.07462	0.05528	0.00287	0.00274
PAPOLA	0.60786	0.52599	0.42802	0.7337	0.67639
PAPOLG	0.07569	0.05616	0.08067	0.06937	0.11564
PAPPA2	0.00054	0.0219	0.00714	0	0.00029
PAPSS1	0.0326	0.04581	0.08244	0.08735	0.10551
PAPSS2	0.06412	0.23097	0.11197	0.002	0.00297
PAQR3	0.02636	0.02179	0.00686	0.02411	0.00774
PAQR4	0.03633	0.00497	0.0337	0.08234	0.00548
PAQR5	0.02901	0.03751	0.03978	0.01094	0.02113
PAQR6	0.00285	0.00317	0.00599	0	0.01023
PAQR7	0.00766	0.03343	0.06062	0.01606	0.03489
PAQR8	0.04356	0.00445	0.06222	0.02079	0.00223
PAQR9	0.00704	0.10335	0.01102	0.0012	0
PARD3	0.02584	0.24368	0.10926	0.02586	0.00471
PARD3-AS1	0.00082	0.00471	0.00076	0	0
PARD3B	0.05436	0.28147	0.05465	0.00704	0.0174
PARD6A	0.03325	0.0186	0.01563	0.0118	0.07419
PARD6B	0.01394	0.07815	0.02167	0.04976	0.00647
PARD6G	0.27873	0.32321	0.33603	0.16481	0.24819
PARG	0.14771	0.13584	0.14233	0.24899	0.12086
PRKN	0.12999	0.16814	0.13702	0.07519	0.11282
PARK7	0.60617	0.63362	0.47697	1.3725	0.47555
PARL	0.11227	0.15277	0.16251	0.2567	0.12817
PARM1	0.00178	0.00396	0.00718	0.04849	0.2558
PARN	0.16213	0.14131	0.12113	0.29704	0.16946
PARP1	0.47823	0.54213	0.77508	1.30205	0.64675
PARP10	0.16268	0.11529	0.09861	0.13025	0.11369
PARP11	0.02009	0.02725	0.08948	0.16067	0.04193
PARP12	0.15385	0.15177	0.18968	0.13014	0.03954
PARP14	0.54348	0.55326	1.1228	0.75812	0.63626
PARP15	0.16921	0.02886	0.08341	0.07097	0.10702
PARP16	0.03197	0.05377	0.01557	0.02698	0.01317
PARP2	0.02972	0.10406	0.07556	0.14127	0.06039
PARP3	0.12361	0.10829	0.06083	0.05814	0.10802
PARP4	0.29498	0.28664	0.23037	0.32798	0.19823
PARP6	0.15247	0.1113	0.17466	0.08627	0.23129
PARP8	0.50818	0.05058	0.16004	0.401	0.16928
PARP9	0.22278	0.23628	0.26908	0.30162	0.30157
PARPBP	0.03266	0.05418	0.03658	0.29548	0.03408
PARS2	0	0.01812	0.00876	0.00982	0.00358
PART1	0.19798	0.21648	0.25442	0.20379	0.21332
PARVA	0.04779	0.10609	0.06537	0.01664	0.05489
PARVB	0.02208	0.01904	0.08614	0.04483	0.05751
PARVG	0.21372	0.00937	0.41985	0.17874	0.14443
PASD1	0	0.00527	0	0	0
PASK	0.04628	0.04516	0.01063	0.03105	0.04198
PATE2	0.05103	0.08547	0.05762	0.05629	0.07511
PATE4	0.00094	0.00257	0.00525	0	0.00908
PATL1	0.1059	0.10907	0.13092	0.09952	0.07246
PATL2	0.06168	0.02028	0.02527	0.0372	0.06768
PATZ1	0.06466	0.09501	0.04281	0.10909	0.04592
PAWR	0.03557	0.26928	0.05724	0.03061	0.08025
PAX5	0.00824	0.00459	0.01127	0.11841	0.12225
PAX6	0.01473	0.03465	0.00152	0.00853	0.01491
PAX8	0.00441	0.0127	0.05629	0.02229	0.00236
PAX8-AS1	0.01663	0.03115	0.05604	0.00102	0
PAXBP1	0.13062	0.15043	0.21858	0.32521	0.21164
PAXBP1-AS1	0.02842	0.02915	0.03491	0.01725	0.01695
PAXIP1	0.02464	0.06052	0.01227	0.20528	0.02994
PAXIP1-AS1	0.1174	0.12868	0.09944	0.05776	0.12164
PAXIP1-AS2	0.03388	0.0473	0.06471	0.0203	0.01139
PBDC1	0.136	0.13204	0.19016	0.28511	0.10809
PBK	0.00885	0.02662	0.0134	0.37844	0.04384
PBLD	0.09558	0.3107	0.19635	0.03981	0.05108
PBOV1	0.04881	0.07433	0.07567	0.04262	0.06116
PBRM1	0.42022	0.41257	0.43361	0.67114	0.4238
PBX1	0.01975	0.02257	0.01206	0.02532	0
PBX2	0.03282	0.04744	0.07869	0.0213	0.08555
PBX3	0.05759	0.07103	0.18037	0.11598	0.0215
PBX4	0.04771	0.00076	0	0.01033	0.00175
PBXIP1	0.44203	0.3625	0.21731	0.29408	0.33319
PC	0.02371	0.36045	0.08257	0.01478	0.01112
PCA3	0.03249	0.02317	0.01157	0.02642	0.01179
PCAT1	0.1461	0.20226	0.19598	0.14728	0.19754
PCAT6	0	0.00427	0	0	0.00336
PCAT7	0.13343	0.18094	0.14373	0.10682	0.14165
PCBD1	0.11654	0.37857	0.10427	0.12417	0.03149
PCBD2	0.08004	0.07301	0.08921	0.12998	0.02251
PCBP1	0.33088	0.39374	0.44618	0.54026	0.21741
PCBP1-AS1	0.01306	0.00659	0.00071	0	0.00832
PCBP2	0.65026	0.88457	0.73753	0.98856	0.62828
PCBP3	0.01027	0.00084	0.00022	0.00161	0
PCBP4	0.04232	0.07257	0.04101	0.01345	0.02255
PCCA	0.03295	0.1184	0.06838	0.05239	0.04212
PCCB	0.03729	0.14079	0.08078	0.03702	0.11189
PCDH1	0.0091	0.1806	0.04318	0	0.00063
PCDH11Y	0.57286	0.5725	0.49663	0.3769	0.6352
PCDH12	9e-04	0.00294	0.02823	0.00033	0
PCDH17	0.02725	0.04607	0.0121	0	0
AL592490.1	0	0.00398	0	0	0
PCDH9	0.00387	0.0161	0	0	0.01416
PCDHA1	0	0.01419	0.00237	0	0
PCDHA12	0	0.00641	0.00122	0	0
PCDHA13	0.00028	0.0072	0	0	0
PCDHA2	0.00041	0.0032	8e-04	0	0
PCDHA3	0	0.00295	0.00032	0	0
PCDHA9	0.0046	0.01115	0.01122	0.00497	0.00321
PCDHAC1	0	0.00758	0	0	0
PCDHB13	0	0.00245	0	0	0
PCDHB14	0	0.00585	0.0021	0	0.00724
PCDHB19P	0.00261	0.00915	0.00378	0.00086	0.00041
PCDHB2	0.00546	0.00391	0	0	0
PCDHB3	0	0.00618	0	0	0
PCDHB5	0	0.00335	0	0	0
PCDHB9	0.05684	0.0536	0.04546	0.02379	0.04567
PCDHGA10	0	0.01085	0	0	0
PCDHGA3	0.00336	0.00482	0	0	0
PCDHGA4	0	0.00391	0	0	0.00054
PCDHGA5	0.00036	0.0097	0.00503	0	0.0168
PCDHGA8	0.00537	0.01652	0.00818	0	0.00025
PCDHGB2	0.02119	0.00211	0.00305	0	0.00842
PCDHGB6	0.00033	0.00585	0	0	0
PCDHGB7	0	0.00603	0	0	0.02108
PCED1A	0.1508	0.20386	0.08834	0.18351	0.11948
PCED1B	0.32204	0.01243	0.05409	0.21044	0.19401
PCED1B-AS1	0.30459	0.01824	0.07111	0.26885	0.29039
PCF11	0.32157	0.16909	0.30729	0.53715	0.59388
PCGF1	0.00896	0.01839	0.01177	0.00379	0.00198
PCGF3	0.09423	0.07999	0.07114	0.08566	0.05652
PCGF5	0.27315	0.3268	0.18143	0.36255	0.29402
PCGF6	0.01844	0.03545	0.00475	0.04004	0.01297
PCID2	0.0897	0.05825	0.03935	0.08816	0.0531
PCIF1	0.02483	0.02886	0.03135	0.09184	0.05199
PCK1	0.07015	0.1922	0.08371	0.02323	0.01113
PCK2	0.08	0.28277	0.1268	0.09196	0.04741
PCLO	0.01834	0.09346	0.01118	0	0
PCM1	1.20239	0.83556	0.88754	1.40559	0.88198
PCMT1	0.18434	0.2036	0.11241	0.40132	0.16305
PCMTD1	0.22591	0.22998	0.19872	0.15533	0.5482
PCMTD2	0.15212	0.29081	0.08923	0.11838	0.13353
PCNA	0.12394	0.0816	0.04545	0.48851	0.0726
PCNP	0.32775	0.31618	0.25401	0.384	0.3044
PCNT	0.24891	0.22137	0.25565	0.70312	0.28352
PCOLCE	0.00493	0.05607	0.01192	0.05499	0.01054
PCOLCE2	0.00247	0.07558	0.03251	0.00044	0
PCP2	0.00803	0.0049	0.00052	0	0.00446
PCSK1N	0.00187	0.1144	0.00748	0	0.00236
PCSK4	0.00333	0.02555	0.01252	0	0.00443
PCSK5	0.03334	0.06362	0.03248	0.01679	0.0506
PCSK6	0.02311	0.30529	0.0347	0.01837	0.03069
PCSK7	0.15682	0.07238	0.05291	0.14106	0.1018
PCSK9	0.00915	0.04934	0.00402	0	0
PCTP	0.05128	0.10362	0.07582	0.00094	0.027
PCYOX1	0.33719	0.78879	0.38251	0.20643	0.36887
PCYOX1L	0.02953	0.00724	0.00603	0.01073	0.02219
PCYT1A	0.0186	0.0584	0.09883	0.0808	0.04847
PCYT1B	0	0.00191	0.00613	0.00034	0.00329
PCYT2	0.18669	0.67906	0.21983	0.23158	0.09801
PDAP1	0.32421	0.35782	0.26474	0.601	0.35126
PDCD1	0.1946	0.00228	0.00227	0.20681	0.04382
PDCD10	0.28295	0.20636	0.20398	0.41701	0.18905
PDCD11	0.15577	0.33526	0.19464	0.34571	0.11854
PDCD1LG2	0.00672	0.00108	0.0121	0	0.01814
PDCD2	0.14247	0.15725	0.11202	0.12984	0.12252
PDCD2L	0.00496	0.02738	0.01709	0.01606	0.03035
PDCD4	0.92629	0.44344	0.52641	0.68434	0.88166
PDCD4-AS1	0.01678	0.00812	0.02032	0.00967	0.03136
PDCD5	0.24323	0.33196	0.20333	0.46205	0.17088
PDCD6	0.31372	0.45478	0.23349	0.35837	0.19177
PDCD6IP	0.11116	0.23923	0.17054	0.24654	0.19379
PDCD7	0.14553	0.16712	0.19722	0.18618	0.16433
PDCL	0.07382	0.02668	0.05878	0.07098	0.0805
PDCL3	0.05823	0.05848	0.07704	0.11462	0.01425
PDCL3P4	0.01024	0.01049	0	0.0158	0.01169
GATD1	0.35313	0.4913	0.39641	0.33878	0.37662
PDE11A	0.37467	0.46252	0.40569	0.30878	0.36208
PDE12	0.06134	0.1273	0.08851	0.13579	0.06981
PDE1B	0.02393	9e-04	0.01073	0	0.01271
PDE1C	0.00268	0.00675	0.00994	0.00273	0.00013
PDE3A	0.00283	0.01059	0.01214	0.00025	0.00432
PDE3B	0.08869	0.21158	0.05891	0.08042	0.02263
PDE4A	0.15618	0.06413	0.08219	0.04918	0.03757
PDE4B	0.18278	0.0187	0.11065	0.18534	0.24451
PDE4C	0.33392	0.3569	0.36633	0.2423	0.33789
PDE4D	0.1065	0.01744	0.00375	0.03364	0.0734
PDE4DIP	0.06106	0.08156	0.05068	0.05765	0.05733
PDE5A	0.01376	0.00604	0.00039	0.00076	0.00051
PDE6A	0.31267	0.31976	0.32121	0.2495	0.3383
PDE6B	0.08511	0.01047	0.03262	0.01397	0.00467
PDE6D	0.0791	0.03956	0.03687	0.08701	0.03585
PDE6G	0.00571	0.00458	0.04711	0.00196	0.02718
PDE7A	0.36152	0.19236	0.19118	0.30116	0.23102
PDE7B	0.06695	0.08592	0.08965	0.0374	0.07802
PDE8A	0.05273	0.11013	0.13677	0.0017	0.00333
PDE8B	0.00037	0.00176	0.00928	0.01588	0
PDE9A	0.00519	0.00831	0.00504	0	0
PDGFA	0.03224	0.13869	0.10803	0.0059	0.01391
PDGFB	0	0.00994	0.03733	0	0.00016
PDGFC	0.00661	0.03987	0.14027	0.00511	0.00037
PDGFD	0.03851	0.00297	0.00076	0.12113	0.01373
PDGFRA	0.00561	0.01537	0.00944	0	0
PDGFRB	0.02494	0.02654	0.00674	0.00313	0.00015
PDGFRL	0	0.00245	0.01009	0	0
PDHA1	0.23141	0.29852	0.23151	0.24942	0.16011
