Cell,UMAP_1,UMAP_2,Cluster,Celltype..malignancy.,Celltype..major.lineage.,Celltype..minor.lineage.,Patient,Sample,Tissue,Risk.Factor,RiskFactorScore
HCC2_COL9_ROW26,3.41367862740533,1.73624031481451,6,Immune cells,Mono/Macro,Mono/Macro,Patient 2,Patient 2,Tumor,-0.209922770886965,-0.209922770886965
HCC2_COL9_ROW27,4.16928146401421,2.19624145564741,1,Malignant cells,Malignant,Malignant,Patient 2,Patient 2,Tumor,-0.209844761681878,-0.209844761681878
HCC2_COL9_ROW28,4.53570888558404,4.59376020965285,1,Malignant cells,Malignant,Malignant,Patient 2,Patient 2,Tumor,-0.207582494734379,-0.207582494734379
HCC2_COL9_ROW29,5.93060157814996,2.71667976913161,1,Malignant cells,Malignant,Malignant,Patient 2,Patient 2,Tumor,0.438255714174273,0.438255714174273
HCC2_COL9_ROW3,2.93340538064019,3.90082331237501,1,Malignant cells,Malignant,Malignant,Patient 2,Patient 2,Tumor,-0.231297293080584,-0.231297293080584
HCC2_COL9_ROW30,4.97353599587457,4.2137615257234,1,Malignant cells,Malignant,Malignant,Patient 2,Patient 2,Tumor,-0.299789375146267,-0.299789375146267
HCC2_COL9_ROW31,4.0246214679815,3.24579115447707,1,Malignant cells,Malignant,Malignant,Patient 2,Patient 2,Tumor,-0.218893829471878,-0.218893829471878
HCC2_COL9_ROW32,3.32147214928643,-1.92055086555772,6,Immune cells,Mono/Macro,Mono/Macro,Patient 2,Patient 2,Tumor,-0.242686637023169,-0.242686637023169
HCC2_COL9_ROW33,1.77288196602837,3.82354946670241,1,Malignant cells,Malignant,Malignant,Patient 2,Patient 2,Tumor,0.580388485841329,0.580388485841329
HCC2_COL9_ROW34,2.78817318001763,3.38550396499342,1,Malignant cells,Malignant,Malignant,Patient 2,Patient 2,Tumor,-0.223964427802481,-0.223964427802481
HCC2_COL9_ROW35,4.95307300606744,3.093747096631,1,Malignant cells,Malignant,Malignant,Patient 2,Patient 2,Tumor,0.297527108198767,0.297527108198767
HCC2_COL9_ROW36,6.33993719140069,2.3001234107942,1,Malignant cells,Malignant,Malignant,Patient 2,Patient 2,Tumor,0.520477416335127,0.520477416335127
HCC2_COL9_ROW37,3.87837074318902,-2.7541077560454,6,Immune cells,Mono/Macro,Mono/Macro,Patient 2,Patient 2,Tumor,-0.263047039550667,-0.263047039550667
HCC2_COL9_ROW38,6.78036497155206,2.39540668067641,1,Malignant cells,Malignant,Malignant,Patient 2,Patient 2,Tumor,0.153444106404556,0.153444106404556
HCC2_COL9_ROW4,3.01620481530206,3.53346605834669,1,Malignant cells,Malignant,Malignant,Patient 2,Patient 2,Tumor,0.493720258990561,0.493720258990561
HCC2_COL9_ROW40,6.63877485314385,2.28354378280348,1,Malignant cells,Malignant,Malignant,Patient 2,Patient 2,Tumor,0.268351665496529,0.268351665496529
HCC2_COL9_ROW5,3.23427866021172,0.884779440733856,1,Malignant cells,Malignant,Malignant,Patient 2,Patient 2,Tumor,0.429206646384273,0.429206646384273
HCC2_COL9_ROW6,4.1303081325628,4.22342510757155,1,Malignant cells,Malignant,Malignant,Patient 2,Patient 2,Tumor,0.357672205320228,0.357672205320228
HCC2_COL9_ROW7,2.36647460976617,3.80040116843886,1,Malignant cells,Malignant,Malignant,Patient 2,Patient 2,Tumor,0.425306186129963,0.425306186129963
HCC2_COL9_ROW8,3.81205127755181,2.71135349807448,1,Malignant cells,Malignant,Malignant,Patient 2,Patient 2,Tumor,-0.217021608549809,-0.217021608549809
HCC2_COL9_ROW9,2.97675655404107,3.54300852355666,1,Malignant cells,Malignant,Malignant,Patient 2,Patient 2,Tumor,-0.214681332397223,-0.214681332397223
HCC5_COL1_ROW1,7.60596178093926,-11.8227179473906,7,Immune cells,B,B,Patient 5,Patient 5,Tumor,-0.219127857087136,-0.219127857087136
HCC5_COL1_ROW10,5.33696411171929,-11.0558741516142,5,Malignant cells,Malignant,Malignant,Patient 5,Patient 5,Tumor,-0.194866994305328,-0.194866994305328
HCC5_COL1_ROW11,5.91856906929986,-7.53248815002733,8,Stromal cells,Tprolif,Tprolif,Patient 5,Patient 5,Tumor,-0.266869490599891,-0.266869490599891
HCC5_COL1_ROW12,8.50339124718682,-11.8742373413115,7,Immune cells,B,B,Patient 5,Patient 5,Tumor,-0.254622045401357,-0.254622045401357
HCC5_COL1_ROW13,8.53686140099541,-5.67011098327928,4,Immune cells,CD8T,CD8T,Patient 5,Patient 5,Tumor,-0.217645682190498,-0.217645682190498
HCC5_COL1_ROW14,6.07684562722222,-11.271745008853,5,Malignant cells,Malignant,Malignant,Patient 5,Patient 5,Tumor,-0.239878305640066,-0.239878305640066
HCC5_COL1_ROW15,7.63339040795342,-9.62376336517626,12,Immune cells,B,B,Patient 5,Patient 5,Tumor,-0.266869490599891,-0.266869490599891
HCC5_COL1_ROW16,7.40529821434991,-7.17056588592821,4,Immune cells,CD8T,CD8T,Patient 5,Patient 5,Tumor,-0.25189172322334,-0.25189172322334
HCC5_COL1_ROW17,5.85740135231988,-10.4658539718657,5,Malignant cells,Malignant,Malignant,Patient 5,Patient 5,Tumor,-0.187378110617053,-0.187378110617053
HCC5_COL1_ROW18,7.99803350487725,-7.39396886291795,4,Immune cells,CD8T,CD8T,Patient 5,Patient 5,Tumor,-0.231843357516187,-0.231843357516187
HCC5_COL1_ROW19,7.92703531304376,-6.12327556076341,4,Immune cells,CD8T,CD8T,Patient 5,Patient 5,Tumor,-0.227162805211015,-0.227162805211015
HCC5_COL1_ROW2,9.43704889336602,-9.61548737945848,13,Immune cells,B,B,Patient 5,Patient 5,Tumor,-0.292300491457992,-0.292300491457992
HCC5_COL1_ROW20,5.5847530178167,-7.37460355224901,8,Stromal cells,Tprolif,Tprolif,Patient 5,Patient 5,Tumor,-0.274670411108511,-0.274670411108511
HCC5_COL1_ROW21,9.61315725365655,-9.74965123596483,13,Immune cells,B,B,Patient 5,Patient 5,Tumor,-0.257196349169202,-0.257196349169202
HCC5_COL1_ROW22,8.45031354943291,-6.44402675094896,4,Immune cells,CD8T,CD8T,Patient 5,Patient 5,Tumor,-0.228722989312739,-0.228722989312739
HCC5_COL1_ROW23,2.31129382172601,-11.8756545013457,11,Malignant cells,Malignant,Malignant,Patient 5,Patient 5,Tumor,-0.312348857165145,-0.312348857165145
HCC5_COL1_ROW24,7.61898706475274,-11.8360817855864,7,Immune cells,B,B,Patient 5,Patient 5,Tumor,-0.214291286371792,-0.214291286371792
HCC5_COL1_ROW25,4.06402299920098,-11.2726405090361,5,Malignant cells,Malignant,Malignant,Patient 5,Patient 5,Tumor,-0.190888524845932,-0.190888524845932
HCC5_COL1_ROW26,3.71598337212579,-10.9766896194487,5,Malignant cells,Malignant,Malignant,Patient 5,Patient 5,Tumor,-0.189016303923863,-0.189016303923863
HCC5_COL1_ROW27,7.64375303307549,-6.28914431991869,4,Immune cells,CD8T,CD8T,Patient 5,Patient 5,Tumor,-0.290194242920665,-0.290194242920665
HCC5_COL1_ROW28,2.0129072479345,-11.8546450561553,11,Malignant cells,Malignant,Malignant,Patient 5,Patient 5,Tumor,-0.25641625711834,-0.25641625711834
HCC5_COL1_ROW29,8.48056219140069,-11.9773810333281,7,Immune cells,B,B,Patient 5,Patient 5,Tumor,-0.242374600202824,-0.242374600202824
HCC5_COL1_ROW3,7.61579130211846,-7.02796678009325,4,Immune cells,CD8T,CD8T,Patient 5,Patient 5,Tumor,-0.240112333255324,-0.240112333255324
HCC5_COL1_ROW30,5.15260456124322,-11.1249936050444,5,Malignant cells,Malignant,Malignant,Patient 5,Patient 5,Tumor,-0.202589905608862,-0.202589905608862
HCC5_COL1_ROW31,8.20178220788018,-7.4387362426787,4,Immune cells,CD8T,CD8T,Patient 5,Patient 5,Tumor,-0.227162805211015,-0.227162805211015
