Cell,UMAP_1,UMAP_2,Cluster,Celltype..malignancy.,Celltype..major.lineage.,Celltype..minor.lineage.,Patient,Sample,Tissue,Risk.Factor,RiskFactorScore
HCC1_COL19_ROW6,-8.89769031485542,-2.40798334541612,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.484203135970044,0.484203135970044
HCC1_COL19_ROW7,-9.0020742603205,-5.83711413803392,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.207426476324206,-0.207426476324206
HCC1_COL19_ROW8,-1.16602365305646,7.72285671767897,10,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.542319993759264,0.542319993759264
HCC1_COL19_ROW9,-13.138652820196,-3.56831769409471,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.31328496762618,-0.31328496762618
HCC1_COL2_ROW1,-13.2546043582819,-3.49714641037279,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.46930337779858,0.46930337779858
HCC1_COL2_ROW10,-8.5151906200312,-5.1482875770598,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.199313518995241,-0.199313518995241
HCC1_COL2_ROW11,-10.8707723804377,-4.47244386139208,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.465636945159529,0.465636945159529
HCC1_COL2_ROW12,-5.89937021216376,-1.4003901905089,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.238630158358686,-0.238630158358686
HCC1_COL2_ROW13,-6.78841068228706,-4.54708651962572,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.181839457055933,-0.181839457055933
HCC1_COL2_ROW14,-9.74546529730781,-5.52279452743822,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.44200015601841,0.44200015601841
HCC1_COL2_ROW15,-8.93402959784492,-4.04077271881395,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.562368359466417,0.562368359466417
HCC1_COL2_ROW16,-8.96638633688911,-5.54550103607469,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.194788985100242,-0.194788985100242
HCC1_COL2_ROW17,2.88214967766778,-1.4738216823607,6,Immune cells,Mono/Macro,Mono/Macro,Patient 1,Patient 1,Tumor,0.543256104220298,0.543256104220298
HCC1_COL2_ROW18,-9.50883867224677,-4.99960736694627,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.500585069038146,0.500585069038146
HCC1_COL2_ROW19,-9.68429090460761,-3.86747435989671,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.461346438879788,0.461346438879788
HCC1_COL2_ROW2,-8.98307802161201,-6.05715684356981,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.546064435603401,0.546064435603401
HCC1_COL2_ROW20,-8.02082349738105,-5.33678559723192,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.207816522349637,-0.207816522349637
HCC1_COL2_ROW21,-10.1960544773005,-4.73900918426805,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.518215149387628,0.518215149387628
HCC1_COL2_ROW22,2.82027242699639,-1.39612035217577,6,Immune cells,Mono/Macro,Mono/Macro,Patient 1,Patient 1,Tumor,-0.219361884702395,-0.219361884702395
HCC1_COL2_ROW23,-11.1612653919123,-3.62939910354906,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.477416335127545,0.477416335127545
HCC1_COL2_ROW24,-8.10579158743842,-4.82169179382616,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.212341056244637,-0.212341056244637
HCC1_COL2_ROW25,-7.66148473700507,-4.14027814331346,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.198455417739293,-0.198455417739293
HCC1_COL2_ROW26,-10.750074405279,-4.2792690223723,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.243232701458772,-0.243232701458772
HCC1_COL2_ROW27,-7.06464626273139,-3.92334298553758,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.220297995163429,-0.220297995163429
HCC1_COL2_ROW28,-7.772215861883,-4.6804674095183,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.574147749434433,0.574147749434433
HCC1_COL2_ROW29,-9.0713463016413,-4.00163964691454,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.522661674077541,0.522661674077541
HCC1_COL2_ROW3,-10.3625469394587,-5.05282191696458,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.508385989546766,0.508385989546766
HCC1_COL2_ROW30,-9.96341421088203,-4.73070411148363,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.579374366175209,0.579374366175209
HCC1_COL2_ROW31,-13.1405925937556,-3.44643620910936,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.425072158514705,0.425072158514705
HCC1_COL2_ROW32,-9.54875184973701,-3.35661963882738,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.451127233013496,0.451127233013496
HCC1_COL2_ROW33,-8.80203725775703,-3.47253541412645,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.484593181995475,0.484593181995475
HCC1_COL2_ROW34,-10.4311943241022,-4.2026932662993,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.234261642873859,-0.234261642873859
HCC1_COL2_ROW35,-9.57509042700752,-5.48173646393114,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.51220844059599,0.51220844059599
HCC1_COL2_ROW36,-8.14162446936591,-5.40959481659227,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.537483423043919,0.537483423043919
HCC1_COL2_ROW37,-9.73848535498603,-4.94822482528978,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.57523987830564,0.57523987830564
HCC1_COL2_ROW38,-7.35021116217597,-4.58106402817064,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.210312816912396,-0.210312816912396
HCC1_COL2_ROW39,-10.1533413120173,-4.61447266998583,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.294640767610578,-0.294640767610578
HCC1_COL2_ROW4,-6.77392103156074,-4.61722688141161,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.194086902254466,-0.194086902254466
HCC1_COL2_ROW40,-8.96930982550605,-4.48065642776781,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.226382713160153,-0.226382713160153
HCC1_COL2_ROW5,-9.1381244846247,-5.40388659897142,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.203291988454638,-0.203291988454638
HCC1_COL2_ROW6,-9.71514226874335,-4.18326024475389,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.265387315703253,-0.265387315703253
HCC1_COL2_ROW7,-7.82850982626899,-4.55885486069017,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.546220454013574,0.546220454013574
HCC1_COL2_ROW8,-8.19637443503364,-5.55662660064989,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.534129027225212,0.534129027225212
HCC1_COL2_ROW9,-9.82643892249091,-4.8042467063933,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.278804898978079,-0.278804898978079
HCC1_COL20_ROW1,-9.75760938605293,-1.90304045143419,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.553865356112021,0.553865356112021
HCC1_COL20_ROW10,-9.16521598776801,-6.18761043014818,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.568765114283485,0.568765114283485
HCC1_COL20_ROW11,-10.4035263248347,-3.69452456894212,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.545440361962712,0.545440361962712
HCC1_COL20_ROW12,1.97697279969231,-1.07933144035631,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.197051252047742,-0.197051252047742
HCC1_COL20_ROW13,-7.87305881461127,-4.98189715805345,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.553241282471332,0.553241282471332
HCC1_COL20_ROW14,8.03209493676202,-7.59448747101122,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.560730166159607,0.560730166159607
HCC1_COL20_ROW15,-9.2096576877497,-1.97402314606004,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.596614400499259,0.596614400499259
HCC1_COL20_ROW16,-11.9811668582819,-3.59619883957201,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.585615102582105,0.585615102582105
HCC1_COL20_ROW17,-8.77403547247871,-5.92177991333299,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.487089476558234,0.487089476558234
HCC1_COL20_ROW18,-9.72495653113349,-2.10171799125963,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.518137140182541,0.518137140182541
HCC1_COL20_ROW19,-11.2754774280451,-3.53821591797167,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.321787970980576,-0.321787970980576
HCC1_COL20_ROW2,-9.29932786902412,-5.44016675415331,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.257898432014978,-0.257898432014978
HCC1_COL20_ROW20,-8.40546371420844,-5.80720929565721,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.459630236367891,0.459630236367891
HCC1_COL20_ROW21,-10.2354917713068,-3.06053618851,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.353615726655745,0.353615726655745
HCC1_COL20_ROW22,-10.7901621051691,-3.19283847275072,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.532022778687885,0.532022778687885
HCC1_COL20_ROW23,-12.3147335239313,-3.56280831756883,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.473437865668149,0.473437865668149
HCC1_COL20_ROW24,-10.0860042758845,-2.38574032249742,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.492394102504095,0.492394102504095
HCC1_COL20_ROW25,-7.40703346213325,-5.00296763840013,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.213121148295499,-0.213121148295499
HCC1_COL20_ROW26,2.85858390847222,-1.4974520629912,6,Immune cells,Mono/Macro,Mono/Macro,Patient 1,Patient 1,Tumor,-0.212107028629378,-0.212107028629378
HCC1_COL20_ROW27,-1.0955821164511,7.92725725707716,10,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.492394102504095,0.492394102504095
HCC1_COL20_ROW28,-13.2288723178767,-3.48569373550707,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.425618222950308,0.425618222950308
HCC1_COL20_ROW29,-9.95425607642158,-3.48356894913011,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.472813792027459,0.472813792027459
HCC1_COL20_ROW3,-9.45075990637763,-1.94523291054063,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.561978313440986,0.561978313440986
HCC1_COL20_ROW30,-7.98175336798652,-5.46892671051317,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.431312894921601,0.431312894921601
HCC1_COL20_ROW31,-7.24570562323554,-3.66699675979906,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.554645448162883,0.554645448162883
HCC1_COL20_ROW32,-7.36090185126289,-4.96946267547899,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.192994773383259,-0.192994773383259
HCC1_COL20_ROW33,-10.8559570499323,-3.97588471832567,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.517045011311335,0.517045011311335
HCC1_COL20_ROW34,-10.6831522174738,-2.80928162994676,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.588735470785553,0.588735470785553
HCC1_COL20_ROW35,-7.36913682898505,-3.88595227661424,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.590139636477104,0.590139636477104
HCC1_COL20_ROW36,-13.2565117069147,-3.45375136795335,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.515952882440128,0.515952882440128
HCC1_COL20_ROW37,-9.79426767310127,-3.25924472275072,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.238006084717997,0.238006084717997
HCC1_COL20_ROW38,-6.98703767737373,-4.05983619156175,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.231765348311101,-0.231765348311101
HCC1_COL20_ROW39,-6.82445814093574,-4.09298018875414,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.205866292222482,-0.205866292222482
HCC1_COL20_ROW4,-9.53159334143623,-4.1882512992888,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.495670489117716,0.495670489117716
HCC1_COL20_ROW40,-10.2955770679377,-3.66269139709764,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.285747718230751,-0.285747718230751
HCC1_COL20_ROW5,-7.57567645987495,-5.26133183899217,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.566112801310555,0.566112801310555
HCC1_COL20_ROW6,-11.4863796420954,-3.56620625915819,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.304469927451439,-0.304469927451439
HCC1_COL20_ROW7,-8.85283376654609,-6.20295934143358,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.549496840627194,0.549496840627194
HCC1_COL20_ROW8,-10.7553472705744,-3.50475673141771,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.527576253997972,0.527576253997972
HCC1_COL20_ROW9,-13.1756963916682,-3.48860911789232,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.274358374288166,0.274358374288166
HCC1_COL3_ROW1,-9.46776868781074,-6.01200847091966,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.597472501755207,0.597472501755207
HCC1_COL3_ROW10,-8.80889846762641,-5.69049291076952,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.524377876589437,0.524377876589437
HCC1_COL3_ROW11,-8.48932029685004,-5.32301167908006,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.241906544972307,-0.241906544972307
HCC1_COL3_ROW12,-7.21243764838203,-3.96667508545213,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.224510492238084,-0.224510492238084
HCC1_COL3_ROW13,-8.83212568243964,-6.12271861496263,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.234807707309462,-0.234807707309462
HCC1_COL3_ROW14,-11.4885368533991,-3.7466385787993,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.559794055698572,0.559794055698572
HCC1_COL3_ROW15,-12.0350103565119,-3.58425025406175,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.36172868398471,0.36172868398471
HCC1_COL3_ROW16,-10.5191841312311,-4.02939586105638,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.518761213823231,0.518761213823231
HCC1_COL3_ROW17,-7.78592636069282,-4.33555345001512,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.524845931819955,0.524845931819955
HCC1_COL3_ROW18,-9.09615375479682,-2.52298192444139,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.463296669006943,0.463296669006943
HCC1_COL3_ROW19,-12.4188585468195,-3.65344314041429,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.254075980965754,-0.254075980965754
HCC1_COL3_ROW2,-13.3214149661921,-3.41194991531664,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.478664482408924,0.478664482408924
HCC1_COL3_ROW20,-8.59977008780463,-5.95570353927904,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.508854044777284,0.508854044777284
HCC1_COL3_ROW21,-10.5284786411188,-4.12671737137132,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.553163273266245,0.553163273266245
HCC1_COL3_ROW22,-7.97452451666816,-4.90537576141649,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.449255012091427,0.449255012091427
HCC1_COL3_ROW23,-10.3115291782282,-3.82732181015306,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.387237694047898,0.387237694047898
HCC1_COL3_ROW24,-7.53006269415839,-3.60328463974291,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.219829939932912,-0.219829939932912
HCC1_COL3_ROW25,-9.4246931262873,-5.46378831329637,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.517903112567283,0.517903112567283
HCC1_COL3_ROW26,-8.21565963706001,-4.82786635818773,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.508385989546766,0.508385989546766
HCC1_COL3_ROW27,-9.20646192511543,-5.53173045578294,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.433263125048756,0.433263125048756
HCC1_COL3_ROW28,-9.16367151221259,-2.55425838890367,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.584132927685467,0.584132927685467
HCC1_COL3_ROW29,-10.2808704563044,-4.37084035339647,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.228957016927997,-0.228957016927997
HCC1_COL3_ROW3,-9.26428510626777,-5.43945054474168,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.510102192058663,0.510102192058663
HCC1_COL3_ROW30,-9.39279462775214,-3.50957087936693,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.275450503159373,-0.275450503159373
HCC1_COL3_ROW31,-9.55515481909736,-2.48838309707933,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.554801466573056,0.554801466573056
HCC1_COL3_ROW32,2.21686099091546,-1.27392510834032,6,Immune cells,Mono/Macro,Mono/Macro,Patient 1,Patient 1,Tumor,0.582572743583743,0.582572743583743
HCC1_COL3_ROW33,-8.36855699500068,-5.09040765228563,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.448084874015134,0.448084874015134
HCC1_COL3_ROW34,2.4965293220617,-1.24100593986803,6,Immune cells,Mono/Macro,Mono/Macro,Patient 1,Patient 1,Tumor,-0.186051954130587,-0.186051954130587
HCC1_COL3_ROW35,-8.27711250266059,-5.09987000885301,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.550042905062797,0.550042905062797
HCC1_COL3_ROW36,-8.96121551474555,-3.40460662308031,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.558701926827366,0.558701926827366
HCC1_COL3_ROW37,-9.5975504108332,-4.87316779556566,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.53171074186754,0.53171074186754
HCC1_COL3_ROW38,-6.85505916556342,-4.22945527496629,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.202277868788517,-0.202277868788517
HCC1_COL3_ROW39,-9.88785078009589,-5.31378201904588,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.584991028941415,0.584991028941415
HCC1_COL3_ROW4,-7.58581735571845,-4.20614699783617,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.510414228879008,0.510414228879008
HCC1_COL3_ROW40,-9.48219301184638,-4.04175834121996,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.206646384273344,-0.206646384273344
HCC1_COL3_ROW5,-9.54130269965156,-4.20170049133592,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.359232389421952,0.359232389421952
HCC1_COL3_ROW6,-9.09193899115546,-5.67113379898363,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.562446368671503,0.562446368671503
HCC1_COL3_ROW7,-10.4407453723811,-4.14994649353319,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.594274124346673,0.594274124346673
HCC1_COL3_ROW8,-8.19345619162543,-4.56354979934984,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.217021608549809,-0.217021608549809
HCC1_COL3_ROW9,-10.3759460636042,-4.46840457382494,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.179967236133864,0.179967236133864
HCC1_COL4_ROW1,-10.0890989490412,-4.00253848495775,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.550979015523832,0.550979015523832
HCC1_COL4_ROW10,3.60575435677544,-2.52642874183946,6,Immune cells,Mono/Macro,Mono/Macro,Patient 1,Patient 1,Tumor,-0.197753334893517,-0.197753334893517
HCC1_COL4_ROW11,-8.05399705847724,-4.3926256126433,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.501833216319526,0.501833216319526
HCC1_COL4_ROW12,-10.1129522510432,-4.7476208633452,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.249473437865668,-0.249473437865668
HCC1_COL4_ROW13,2.66909812012689,-1.38062004509264,6,Immune cells,Mono/Macro,Mono/Macro,Patient 1,Patient 1,Tumor,-0.194086902254466,-0.194086902254466
HCC1_COL4_ROW14,-8.40310813864692,-5.12967900696092,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.234885716514549,-0.234885716514549
HCC1_COL4_ROW15,-9.40946485480293,-2.78131560745531,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.280833138310321,-0.280833138310321
HCC1_COL4_ROW16,-10.0102377124689,-4.49778012695604,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.589593572041501,0.589593572041501
HCC1_COL4_ROW17,-10.5164280124567,-5.02398709717088,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.37015367813402,0.37015367813402
HCC1_COL4_ROW18,-12.1202402301691,-3.65874413910204,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.58140260550745,0.58140260550745
HCC1_COL4_ROW19,-8.66271116217597,-5.49903230133348,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.195101021920587,-0.195101021920587
HCC1_COL4_ROW2,-10.2646093555353,-4.5340240425139,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.500039004602543,0.500039004602543
HCC1_COL4_ROW20,-10.3278303333186,-4.2086017555266,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.225758639519463,-0.225758639519463
HCC1_COL4_ROW21,-7.58356620749457,-4.54429463806444,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.459942273188236,0.459942273188236
HCC1_COL4_ROW22,-11.0808286853693,-3.74112872543626,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.523363756923317,0.523363756923317
HCC1_COL4_ROW23,-8.89079858740791,-3.02198771896654,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.583508854044777,0.583508854044777
HCC1_COL4_ROW24,-8.36771680792793,-4.67588881912523,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.527888290818316,0.527888290818316
HCC1_COL4_ROW25,-10.7319679447077,-4.70546702804857,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.29479678602075,-0.29479678602075
HCC1_COL4_ROW26,-9.70890142401679,-3.02898005905443,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.559716046493486,0.559716046493486
HCC1_COL4_ROW27,-9.11120798071845,-2.06183080139452,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.529526484125127,0.529526484125127
HCC1_COL4_ROW28,-7.57995941122993,-3.69182042541795,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.504719556907715,0.504719556907715
HCC1_COL4_ROW29,-9.35918046912177,-3.67524127426439,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.270067868008425,-0.270067868008425
HCC1_COL4_ROW3,-9.4788398929499,-5.97847918930345,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.209454715656447,-0.209454715656447
HCC1_COL4_ROW30,-9.49535657843574,-2.12066845360094,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.343474529994539,-0.343474529994539
HCC1_COL4_ROW31,-9.58824636420234,-2.21684412422472,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.522583664872455,0.522583664872455
HCC1_COL4_ROW32,-9.84298707922919,-4.826658529666,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.426632342616429,0.426632342616429
HCC1_COL4_ROW33,-9.82923700293525,-4.18463067474657,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.585381074966846,0.585381074966846
HCC1_COL4_ROW35,-5.92385627707465,-1.43017248573595,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.225914657929636,-0.225914657929636
HCC1_COL4_ROW36,-8.42754175147041,-4.68815497818285,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,-0.227162805211015,-0.227162805211015
HCC1_COL4_ROW37,-10.5442085452936,-3.97269515457445,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.59084171932288,0.59084171932288
HCC1_COL4_ROW38,-9.60451604804023,-2.81231002273851,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.294328730790233,0.294328730790233
HCC1_COL4_ROW39,-10.2051420398615,-4.6047027534514,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.571573445666589,0.571573445666589
HCC1_COL4_ROW4,-8.3966374584101,-4.95031814041429,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.57625399797176,0.57625399797176
HCC1_COL4_ROW40,-7.45015956839545,-4.34064130249315,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.510336219673922,0.510336219673922
HCC1_COL4_ROW5,-7.92636491736396,-5.6812203353911,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.513066541851938,0.513066541851938
HCC1_COL4_ROW6,-13.344029445257,-3.43137053909593,9,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.461580466495046,0.461580466495046
HCC1_COL4_ROW7,-7.11803867300971,-4.12769345703417,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.561744285825727,0.561744285825727
HCC1_COL4_ROW8,-10.6723756976984,-4.53088073196703,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.560028083313831,0.560028083313831
HCC1_COL4_ROW9,-7.02875234564765,-4.86764840545946,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.557063733520555,0.557063733520555
HCC1_COL5_ROW1,-8.84099246939643,-4.87523869934374,0,Malignant cells,Malignant,Malignant,Patient 1,Patient 1,Tumor,0.546766518449177,0.546766518449177
