Cluster	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Gene	log2FC	Percentage (%)	Adjusted p-value
0	Malignant cells	Malignant	Malignant	RPP14	-0.59	58.8	9.88e-73
0	Malignant cells	Malignant	Malignant	POR	0.51	83.6	1.17e-72
0	Malignant cells	Malignant	Malignant	LINC01124	0.31	21.9	1.21e-72
0	Malignant cells	Malignant	Malignant	MAN1B1	0.46	52.7	2.16e-72
0	Malignant cells	Malignant	Malignant	TXNIP	-1.52	19.0	3.58e-72
0	Malignant cells	Malignant	Malignant	PCDH11Y	-0.95	47.5	3.76e-72
0	Malignant cells	Malignant	Malignant	APOC3	-1.97	69.8	1.22e-71
0	Malignant cells	Malignant	Malignant	GALK1	0.71	66.9	1.6e-71
0	Malignant cells	Malignant	Malignant	PDK2	0.44	52.5	1.85e-71
0	Malignant cells	Malignant	Malignant	LGALS4	-0.9	3.5	1.87e-71
0	Malignant cells	Malignant	Malignant	CASC10	0.43	37.2	5.91e-71
0	Malignant cells	Malignant	Malignant	SSU72	0.57	76.8	7.13e-71
0	Malignant cells	Malignant	Malignant	GSTA1	0.58	88.1	1.16e-70
0	Malignant cells	Malignant	Malignant	IL1R1	0.43	60.6	1.76e-70
0	Malignant cells	Malignant	Malignant	GNPAT	0.7	64.4	1.78e-70
0	Malignant cells	Malignant	Malignant	ENTPD5	0.57	68.7	2.03e-70
0	Malignant cells	Malignant	Malignant	CYBA	-0.69	3.5	2.09e-70
0	Malignant cells	Malignant	Malignant	SMPD1	0.47	63.7	3.01e-70
0	Malignant cells	Malignant	Malignant	PON1	0.44	68.3	3.18e-70
0	Malignant cells	Malignant	Malignant	RICTOR	0.36	58.5	3.19e-70
0	Malignant cells	Malignant	Malignant	LPP	-0.78	81.8	4.71e-70
0	Malignant cells	Malignant	Malignant	RALGPS2	0.36	71.9	9.07e-70
0	Malignant cells	Malignant	Malignant	STOM	0.45	57.3	9.91e-70
0	Malignant cells	Malignant	Malignant	HLA-DRA	-1.15	15.5	1.18e-69
0	Malignant cells	Malignant	Malignant	CD84	-0.89	46.9	1.29e-69
0	Malignant cells	Malignant	Malignant	ERAP2	-0.97	24.9	1.38e-69
0	Malignant cells	Malignant	Malignant	RNF40	0.53	54.4	1.44e-69
0	Malignant cells	Malignant	Malignant	ORAI2	-0.79	58.9	1.63e-69
0	Malignant cells	Malignant	Malignant	LMO7	0.44	65.1	1.64e-69
0	Malignant cells	Malignant	Malignant	SLC38A3	0.53	73.5	3.71e-69
0	Malignant cells	Malignant	Malignant	NEK6	0.61	46.7	3.99e-69
0	Malignant cells	Malignant	Malignant	RPS6KA6	-0.57	42.3	5.32e-69
0	Malignant cells	Malignant	Malignant	CXADR	0.54	62.5	6.74e-69
0	Malignant cells	Malignant	Malignant	UBE2G2	-0.87	70.9	8.39e-69
0	Malignant cells	Malignant	Malignant	ITPR2	0.6	95.8	8.63e-69
0	Malignant cells	Malignant	Malignant	RPS15A	0.46	95.4	8.81e-69
0	Malignant cells	Malignant	Malignant	ITFG1	0.42	59.0	8.91e-69
0	Malignant cells	Malignant	Malignant	LTBR	0.31	62.5	1.28e-68
0	Malignant cells	Malignant	Malignant	CDIPT	0.44	61.6	1.64e-68
0	Malignant cells	Malignant	Malignant	ZNHIT1	0.81	83.9	1.95e-68
0	Malignant cells	Malignant	Malignant	GABARAPL1	0.39	44.6	2.15e-68
0	Malignant cells	Malignant	Malignant	NUP155	0.5	41.2	2.42e-68
0	Malignant cells	Malignant	Malignant	ZNF302	-0.71	84.4	4.55e-68
0	Malignant cells	Malignant	Malignant	PPP2R5A	0.6	74.7	6.82e-68
0	Malignant cells	Malignant	Malignant	MAGED1	0.63	78.9	1.07e-67
0	Malignant cells	Malignant	Malignant	CTGF	0.4	29.8	1.51e-67
0	Malignant cells	Malignant	Malignant	SOD1	0.64	95.4	2.21e-67
0	Malignant cells	Malignant	Malignant	MSRB2	0.72	64.4	2.31e-67
0	Malignant cells	Malignant	Malignant	HMGCL	0.54	71.2	2.69e-67
0	Malignant cells	Malignant	Malignant	RHOC	0.68	73.7	3.33e-67
0	Malignant cells	Malignant	Malignant	CSNK2B	0.68	81.0	4.63e-67
0	Malignant cells	Malignant	Malignant	CEBPD	0.3	54.1	4.69e-67
0	Malignant cells	Malignant	Malignant	NRP1	0.3	55.4	5.24e-67
0	Malignant cells	Malignant	Malignant	MTRR	0.28	43.7	6.05e-67
0	Malignant cells	Malignant	Malignant	HES2	-0.53	30.1	6.2e-67
0	Malignant cells	Malignant	Malignant	MRPS30	0.37	41.2	6.44e-67
0	Malignant cells	Malignant	Malignant	TMEM203	0.37	47.2	6.72e-67
0	Malignant cells	Malignant	Malignant	ZDHHC9	0.76	64.3	8.87e-67
0	Malignant cells	Malignant	Malignant	RIPPLY3	-0.42	30.1	1.01e-66
0	Malignant cells	Malignant	Malignant	ABCG8	0.39	45.6	2.2e-66
0	Malignant cells	Malignant	Malignant	FYB1	-1.45	4.1	3.02e-66
0	Malignant cells	Malignant	Malignant	LAPTM5	-1.27	9.1	3.49e-66
0	Malignant cells	Malignant	Malignant	PRKAA1	0.32	53.0	3.75e-66
0	Malignant cells	Malignant	Malignant	CD52	-1.3	1.6	5.78e-66
0	Malignant cells	Malignant	Malignant	POLR2J	0.8	62.2	8.94e-66
0	Malignant cells	Malignant	Malignant	CYB5B	0.53	50.7	9.18e-66
0	Malignant cells	Malignant	Malignant	CDH1	0.37	49.1	1.14e-65
0	Malignant cells	Malignant	Malignant	PRDX1	0.75	95.8	1.22e-65
0	Malignant cells	Malignant	Malignant	DCLRE1C	-0.88	54.8	1.45e-65
0	Malignant cells	Malignant	Malignant	DIO1	0.41	67.6	1.72e-65
0	Malignant cells	Malignant	Malignant	POLDIP2	0.59	72.4	2.14e-65
0	Malignant cells	Malignant	Malignant	MVD	0.58	55.4	2.39e-65
0	Malignant cells	Malignant	Malignant	ATP1B1	0.48	79.5	2.8e-65
0	Malignant cells	Malignant	Malignant	YPEL3	0.47	81.9	3.05e-65
0	Malignant cells	Malignant	Malignant	FAM184A	0.44	47.9	6.47e-65
0	Malignant cells	Malignant	Malignant	TFDP2	-0.86	72.5	6.89e-65
0	Malignant cells	Malignant	Malignant	SLC25A18	0.46	35.3	9.07e-65
0	Malignant cells	Malignant	Malignant	POLR2C	0.52	47.9	1.03e-64
0	Malignant cells	Malignant	Malignant	TMX4	0.54	63.5	1.6e-64
0	Malignant cells	Malignant	Malignant	SMARCA1	0.66	79.6	1.7e-64
0	Malignant cells	Malignant	Malignant	TRAF3IP2	-0.77	54.8	2.09e-64
0	Malignant cells	Malignant	Malignant	FTH1	0.59	100.0	3.8e-64
0	Malignant cells	Malignant	Malignant	IGFBP1	0.55	81.0	8.07e-64
0	Malignant cells	Malignant	Malignant	APOA1	0.41	99.9	8.07e-64
0	Malignant cells	Malignant	Malignant	ABCC6P1	0.28	42.1	1.27e-63
0	Malignant cells	Malignant	Malignant	ARL6IP1	0.43	80.8	2.52e-63
0	Malignant cells	Malignant	Malignant	MPLKIP	0.68	54.3	2.56e-63
0	Malignant cells	Malignant	Malignant	DSG1	0.34	30.2	4.84e-63
0	Malignant cells	Malignant	Malignant	ADORA2A-AS1	0.48	52.0	7.01e-63
0	Malignant cells	Malignant	Malignant	DROSHA	0.32	57.5	1.18e-62
0	Malignant cells	Malignant	Malignant	SYT15	0.27	32.0	1.9e-62
0	Malignant cells	Malignant	Malignant	IBA57	-0.51	57.2	3.12e-62
0	Malignant cells	Malignant	Malignant	SNTB1	0.4	64.4	4.42e-62
0	Malignant cells	Malignant	Malignant	MBNL3	0.45	72.1	6.15e-62
0	Malignant cells	Malignant	Malignant	APMAP	0.46	83.2	7.76e-62
0	Malignant cells	Malignant	Malignant	SLC9A7	0.65	61.6	9.34e-62
0	Malignant cells	Malignant	Malignant	AK1	-0.54	51.2	3.15e-61
0	Malignant cells	Malignant	Malignant	ARHGDIB	-1.21	5.8	3.84e-61
0	Malignant cells	Malignant	Malignant	ANXA2	0.4	81.9	3.94e-61
0	Malignant cells	Malignant	Malignant	EPDR1	0.29	31.4	3.94e-61
0	Malignant cells	Malignant	Malignant	DDIT4	-0.65	3.8	4.1e-61
0	Malignant cells	Malignant	Malignant	VKORC1	0.45	68.6	4.54e-61
0	Malignant cells	Malignant	Malignant	PTPRC	-1.31	2.5	6.32e-61
0	Malignant cells	Malignant	Malignant	ZFR	0.47	72.4	6.36e-61
0	Malignant cells	Malignant	Malignant	VEGFB	-0.82	3.8	9.03e-61
0	Malignant cells	Malignant	Malignant	GDPD1	-0.68	39.8	9.03e-61
0	Malignant cells	Malignant	Malignant	IRF1	-1.05	50.7	1.14e-60
0	Malignant cells	Malignant	Malignant	ALG8	0.53	52.2	1.3e-60
0	Malignant cells	Malignant	Malignant	NDUFS6	0.75	87.8	2.24e-60
0	Malignant cells	Malignant	Malignant	ZMAT3	-0.26	37.0	2.85e-60
0	Malignant cells	Malignant	Malignant	PDZK1	0.32	65.3	3.14e-60
0	Malignant cells	Malignant	Malignant	MRPL41	0.51	76.0	3.39e-60
0	Malignant cells	Malignant	Malignant	UTRN	-1.02	33.1	4.81e-60
0	Malignant cells	Malignant	Malignant	PDLIM1	0.4	50.9	4.89e-60
0	Malignant cells	Malignant	Malignant	ADH1B	0.48	93.8	5.79e-60
0	Malignant cells	Malignant	Malignant	BRIX1	0.56	52.7	6.66e-60
0	Malignant cells	Malignant	Malignant	MYO10	-0.48	52.5	1.04e-59
0	Malignant cells	Malignant	Malignant	REG3A	-2.05	0.1	1.43e-59
0	Malignant cells	Malignant	Malignant	PIGT	0.48	77.3	1.54e-59
0	Malignant cells	Malignant	Malignant	HSPA1A	0.27	84.8	1.56e-59
0	Malignant cells	Malignant	Malignant	TAGLN2	-0.54	12.2	1.87e-59
0	Malignant cells	Malignant	Malignant	FGFR4	0.29	54.0	2.48e-59
0	Malignant cells	Malignant	Malignant	SERPINC1	0.32	91.9	2.77e-59
0	Malignant cells	Malignant	Malignant	ACADSB	0.35	82.2	2.99e-59
0	Malignant cells	Malignant	Malignant	CSDE1	0.64	89.7	3.59e-59
0	Malignant cells	Malignant	Malignant	NSUN2	0.3	59.9	3.91e-59
0	Malignant cells	Malignant	Malignant	ELOVL2	0.42	62.7	4.22e-59
0	Malignant cells	Malignant	Malignant	PEX19	0.47	56.9	4.92e-59
0	Malignant cells	Malignant	Malignant	PRDX3	0.53	65.8	7.52e-59
0	Malignant cells	Malignant	Malignant	AGXT	-1.24	33.1	9.72e-59
0	Malignant cells	Malignant	Malignant	ICA1L	-0.65	44.0	9.76e-59
0	Malignant cells	Malignant	Malignant	VWA1	0.6	50.5	1.36e-58
0	Malignant cells	Malignant	Malignant	DHRS3	0.61	79.0	2.14e-58
0	Malignant cells	Malignant	Malignant	DENND4A	-0.5	59.0	2.51e-58
0	Malignant cells	Malignant	Malignant	FCN1	-0.83	36.5	3.23e-58
0	Malignant cells	Malignant	Malignant	EIF4EBP2	0.47	82.1	3.23e-58
0	Malignant cells	Malignant	Malignant	PSMB1	0.66	93.6	3.66e-58
0	Malignant cells	Malignant	Malignant	SHROOM1	-0.81	68.2	4.82e-58
0	Malignant cells	Malignant	Malignant	TOMM20	0.58	76.4	5.28e-58
0	Malignant cells	Malignant	Malignant	NOX4	-0.93	60.1	6.42e-58
0	Malignant cells	Malignant	Malignant	VNN1	0.34	50.1	8.37e-58
0	Malignant cells	Malignant	Malignant	TTC38	0.35	59.3	9.75e-58
0	Malignant cells	Malignant	Malignant	SERINC2	0.51	68.7	1.79e-57
0	Malignant cells	Malignant	Malignant	TMEM14A	0.29	55.1	1.98e-57
0	Malignant cells	Malignant	Malignant	BPHL	0.5	53.3	2.05e-57
0	Malignant cells	Malignant	Malignant	ATAD3C	-0.39	35.0	2.08e-57
0	Malignant cells	Malignant	Malignant	GSDMB	0.35	45.9	2.11e-57
0	Malignant cells	Malignant	Malignant	IGLL5	-3.84	0.4	2.23e-57
0	Malignant cells	Malignant	Malignant	ITGB5	0.41	58.8	2.24e-57
0	Malignant cells	Malignant	Malignant	BBOX1	0.53	41.4	2.6e-57
0	Malignant cells	Malignant	Malignant	UGT2B15	0.57	67.9	3.22e-57
0	Malignant cells	Malignant	Malignant	TDO2	-0.57	0.4	3.65e-57
0	Malignant cells	Malignant	Malignant	ECI2	0.58	82.5	5.35e-57
0	Malignant cells	Malignant	Malignant	LAP3	0.54	76.6	5.75e-57
0	Malignant cells	Malignant	Malignant	C8G	0.5	69.3	5.94e-57
0	Malignant cells	Malignant	Malignant	PNPLA2	0.35	58.8	6.03e-57
0	Malignant cells	Malignant	Malignant	GDI2	0.49	83.5	7.46e-57
0	Malignant cells	Malignant	Malignant	ABHD14B	0.39	50.1	7.72e-57
0	Malignant cells	Malignant	Malignant	SEC14L2	0.48	50.8	7.88e-57
0	Malignant cells	Malignant	Malignant	VPS35	0.55	72.6	8.53e-57
0	Malignant cells	Malignant	Malignant	TRDMT1	-0.52	29.7	8.83e-57
0	Malignant cells	Malignant	Malignant	LGALS1	-1.06	10.7	1.07e-56
0	Malignant cells	Malignant	Malignant	CAPNS1	0.49	81.9	1.36e-56
0	Malignant cells	Malignant	Malignant	MPC1	0.49	53.1	1.57e-56
0	Malignant cells	Malignant	Malignant	NQO2	0.64	65.1	1.97e-56
0	Malignant cells	Malignant	Malignant	CHI3L1	-2.26	8.0	2.41e-56
0	Malignant cells	Malignant	Malignant	ZNRF3	0.34	35.6	3.03e-56
0	Malignant cells	Malignant	Malignant	IL2RG	-1.13	1.0	3.37e-56
0	Malignant cells	Malignant	Malignant	HLA-DPB1	-1.04	3.5	4.66e-56
0	Malignant cells	Malignant	Malignant	DNAJB2	0.36	64.7	5.89e-56
0	Malignant cells	Malignant	Malignant	GSTA2	0.39	64.8	6.92e-56
0	Malignant cells	Malignant	Malignant	LAPTM4A	0.39	76.3	8.04e-56
0	Malignant cells	Malignant	Malignant	ITGB1	0.43	93.2	8.89e-56
0	Malignant cells	Malignant	Malignant	TKTL1	-0.88	0.0	1.03e-55
0	Malignant cells	Malignant	Malignant	PRNP	0.25	40.8	1.28e-55
0	Malignant cells	Malignant	Malignant	FADS1	0.65	83.4	1.29e-55
0	Malignant cells	Malignant	Malignant	GPER1	0.36	27.5	1.67e-55
0	Malignant cells	Malignant	Malignant	HSDL2	0.38	62.7	1.92e-55
0	Malignant cells	Malignant	Malignant	AFMID	0.4	54.6	2.32e-55
0	Malignant cells	Malignant	Malignant	STOX1	0.27	20.3	2.48e-55
0	Malignant cells	Malignant	Malignant	SLC9A3R1	0.7	86.5	2.99e-55
0	Malignant cells	Malignant	Malignant	SLC6A11	-0.46	34.4	4.3e-55
0	Malignant cells	Malignant	Malignant	CRELD1	0.31	46.3	5.54e-55
0	Malignant cells	Malignant	Malignant	TTPAL	-0.67	46.7	9.43e-55
0	Malignant cells	Malignant	Malignant	IGFBP4	0.39	81.6	1.65e-54
0	Malignant cells	Malignant	Malignant	MDH2	0.72	73.8	1.66e-54
0	Malignant cells	Malignant	Malignant	PI4K2B	0.28	45.6	1.84e-54
0	Malignant cells	Malignant	Malignant	SERINC3	0.45	77.4	1.93e-54
0	Malignant cells	Malignant	Malignant	MXRA7	-0.56	52.4	1.97e-54
0	Malignant cells	Malignant	Malignant	DEPDC7	0.34	36.6	2.06e-54
0	Malignant cells	Malignant	Malignant	TMIGD2	-0.59	33.3	2.16e-54
0	Malignant cells	Malignant	Malignant	APOA2	0.45	100.0	2.32e-54
0	Malignant cells	Malignant	Malignant	SORL1	0.3	68.6	2.78e-54
0	Malignant cells	Malignant	Malignant	ONECUT2	0.51	86.4	3.17e-54
0	Malignant cells	Malignant	Malignant	LIME1	0.43	63.7	4.23e-54
0	Malignant cells	Malignant	Malignant	SLC23A2	0.37	38.8	4.61e-54
0	Malignant cells	Malignant	Malignant	C4BPB	0.29	74.1	4.93e-54
0	Malignant cells	Malignant	Malignant	FBXO27	-0.63	45.2	6.6e-54
0	Malignant cells	Malignant	Malignant	AAMDC	0.5	46.3	1.84e-53
0	Malignant cells	Malignant	Malignant	ST6GAL1	0.32	92.0	2.66e-53
0	Malignant cells	Malignant	Malignant	ADH6	0.59	68.9	3.63e-53
0	Malignant cells	Malignant	Malignant	CELF2	-0.66	2.7	4.42e-53
0	Malignant cells	Malignant	Malignant	EVL	-0.88	9.4	4.52e-53
0	Malignant cells	Malignant	Malignant	SPP1	-0.25	70.5	5.19e-53
0	Malignant cells	Malignant	Malignant	SPATA5	-0.45	35.9	5.2e-53
0	Malignant cells	Malignant	Malignant	FST	-1.17	13.2	5.22e-53
0	Malignant cells	Malignant	Malignant	B2M	-0.82	95.9	5.48e-53
0	Malignant cells	Malignant	Malignant	ZNF426	-0.59	49.5	6.06e-53
0	Malignant cells	Malignant	Malignant	UBE2E2	0.35	25.9	1.59e-52
0	Malignant cells	Malignant	Malignant	SESN3	-0.64	1.7	1.97e-52
0	Malignant cells	Malignant	Malignant	INHBE	-0.76	1.4	3.09e-52
0	Malignant cells	Malignant	Malignant	CSE1L	0.45	56.7	3.66e-52
0	Malignant cells	Malignant	Malignant	C2	0.26	92.3	5.94e-52
0	Malignant cells	Malignant	Malignant	NECAB2	0.36	27.4	6.64e-52
0	Malignant cells	Malignant	Malignant	TMEM256	0.53	48.9	7.34e-52
0	Malignant cells	Malignant	Malignant	TMEM98	0.27	26.5	1.09e-51
0	Malignant cells	Malignant	Malignant	TMEM140	0.33	41.4	1.12e-51
0	Malignant cells	Malignant	Malignant	TM4SF1	0.33	42.0	1.22e-51
0	Malignant cells	Malignant	Malignant	GPR161	-0.58	36.9	1.67e-51
0	Malignant cells	Malignant	Malignant	NUPR1	0.49	98.4	1.83e-51
0	Malignant cells	Malignant	Malignant	SMIM26	0.53	59.5	2.65e-51
0	Malignant cells	Malignant	Malignant	TFPI	0.43	82.9	3.56e-51
0	Malignant cells	Malignant	Malignant	SLC22A18	0.6	68.6	4.17e-51
0	Malignant cells	Malignant	Malignant	MYOM1	0.33	48.3	4.39e-51
0	Malignant cells	Malignant	Malignant	ST5	0.44	57.9	4.51e-51
0	Malignant cells	Malignant	Malignant	NAP1L6	-0.39	35.6	4.98e-51
0	Malignant cells	Malignant	Malignant	HIST1H4C	-1.45	26.3	5.94e-51
0	Malignant cells	Malignant	Malignant	CCNG1	0.33	49.1	8.1e-51
0	Malignant cells	Malignant	Malignant	KIF25	0.26	13.0	8.73e-51
0	Malignant cells	Malignant	Malignant	FAM177A1	-0.56	34.0	9.49e-51
0	Malignant cells	Malignant	Malignant	CMAS	0.58	50.7	9.51e-51
0	Malignant cells	Malignant	Malignant	TEAD1	0.29	55.7	9.9e-51
0	Malignant cells	Malignant	Malignant	XBP1	-0.29	91.8	1.21e-50
0	Malignant cells	Malignant	Malignant	SCP2	0.38	86.8	1.4e-50
0	Malignant cells	Malignant	Malignant	LYRM1	0.47	39.9	1.52e-50
0	Malignant cells	Malignant	Malignant	BRD9	0.47	65.1	1.58e-50
0	Malignant cells	Malignant	Malignant	SREK1	-1.16	43.1	1.6e-50
0	Malignant cells	Malignant	Malignant	TXN	0.51	76.8	1.78e-50
0	Malignant cells	Malignant	Malignant	CYP17A1	-0.74	0.1	2.14e-50
0	Malignant cells	Malignant	Malignant	SERPING1	0.41	97.0	2.19e-50
0	Malignant cells	Malignant	Malignant	TFR2	0.37	75.5	2.54e-50
0	Malignant cells	Malignant	Malignant	DGKH	-0.71	61.1	2.69e-50
0	Malignant cells	Malignant	Malignant	PMM1	0.39	40.8	3.5e-50
0	Malignant cells	Malignant	Malignant	MPST	0.36	73.2	3.57e-50
0	Malignant cells	Malignant	Malignant	TNFAIP2	-0.55	3.8	3.61e-50
0	Malignant cells	Malignant	Malignant	EFNA1	0.55	70.9	3.86e-50
0	Malignant cells	Malignant	Malignant	PRPF6	0.47	74.0	4.76e-50
0	Malignant cells	Malignant	Malignant	JUP	0.34	36.5	8.04e-50
0	Malignant cells	Malignant	Malignant	EIF3L	0.52	78.3	8.11e-50
0	Malignant cells	Malignant	Malignant	SNRPC	0.61	75.4	1.02e-49
0	Malignant cells	Malignant	Malignant	ITIH2	0.44	93.2	1.13e-49
0	Malignant cells	Malignant	Malignant	TRAPPC6A	0.59	60.2	1.51e-49
0	Malignant cells	Malignant	Malignant	NDRG1	0.29	76.4	2.07e-49
0	Malignant cells	Malignant	Malignant	CPN2	0.31	59.8	2.19e-49
0	Malignant cells	Malignant	Malignant	C6orf120	0.3	44.0	2.24e-49
0	Malignant cells	Malignant	Malignant	MTMR12	0.51	71.2	2.66e-49
0	Malignant cells	Malignant	Malignant	MTTP	0.37	75.1	3.48e-49
0	Malignant cells	Malignant	Malignant	FOXO3	0.35	74.1	3.73e-49
0	Malignant cells	Malignant	Malignant	HEATR5A	-0.55	45.7	3.86e-49
0	Malignant cells	Malignant	Malignant	ERLIN1	0.38	43.3	3.95e-49
0	Malignant cells	Malignant	Malignant	CTSA	0.33	95.4	4.02e-49
0	Malignant cells	Malignant	Malignant	LMBRD1	0.28	48.5	5.03e-49
0	Malignant cells	Malignant	Malignant	ZNF554	-0.52	38.9	5.52e-49
0	Malignant cells	Malignant	Malignant	NDUFC2	0.47	79.2	7.35e-49
0	Malignant cells	Malignant	Malignant	NEDD4	0.55	58.6	7.73e-49
0	Malignant cells	Malignant	Malignant	PARD6G	-0.47	40.8	9.86e-49
0	Malignant cells	Malignant	Malignant	KRT8	0.51	79.9	1.06e-48
0	Malignant cells	Malignant	Malignant	DMD	0.25	30.8	1.19e-48
0	Malignant cells	Malignant	Malignant	NIPBL	0.48	88.0	1.47e-48
0	Malignant cells	Malignant	Malignant	HIP1	-0.53	42.8	1.54e-48
0	Malignant cells	Malignant	Malignant	ELL2	0.38	79.3	1.61e-48
0	Malignant cells	Malignant	Malignant	ACTG1	-0.84	71.6	1.72e-48
0	Malignant cells	Malignant	Malignant	PON3	0.45	71.8	1.75e-48
0	Malignant cells	Malignant	Malignant	HDGF	0.32	90.0	2.08e-48
0	Malignant cells	Malignant	Malignant	RPS4Y1	-0.55	6.9	2.08e-48
0	Malignant cells	Malignant	Malignant	SLC22A9	0.46	54.8	2.51e-48
0	Malignant cells	Malignant	Malignant	FAM200B	0.53	39.8	2.59e-48
0	Malignant cells	Malignant	Malignant	CPLANE1	0.44	59.6	3.12e-48
0	Malignant cells	Malignant	Malignant	TNFRSF1A	0.28	50.8	3.15e-48
0	Malignant cells	Malignant	Malignant	MYO3B	-0.29	22.0	4.33e-48
0	Malignant cells	Malignant	Malignant	RELA	0.43	63.0	5.36e-48
0	Malignant cells	Malignant	Malignant	DECR2	0.28	45.4	5.37e-48
0	Malignant cells	Malignant	Malignant	XIST	-1.44	6.5	6.65e-48
0	Malignant cells	Malignant	Malignant	SYVN1	0.36	62.7	8.31e-48
0	Malignant cells	Malignant	Malignant	APBB2	0.31	40.7	8.75e-48
0	Malignant cells	Malignant	Malignant	NACA	0.6	92.3	1e-47
0	Malignant cells	Malignant	Malignant	ARG1	0.54	78.7	1.24e-47
0	Malignant cells	Malignant	Malignant	PRKX	-0.35	42.4	1.5e-47
0	Malignant cells	Malignant	Malignant	DCAF7	-0.68	56.9	2.66e-47
0	Malignant cells	Malignant	Malignant	BIRC2	0.42	61.6	2.97e-47
0	Malignant cells	Malignant	Malignant	C11orf71	0.26	37.5	3.01e-47
0	Malignant cells	Malignant	Malignant	RGS2	-0.9	3.6	3.43e-47
0	Malignant cells	Malignant	Malignant	C1orf115	0.45	59.2	4.59e-47
0	Malignant cells	Malignant	Malignant	TTN	-1.39	1.2	5.33e-47
0	Malignant cells	Malignant	Malignant	DUSP1	-0.64	9.0	7.33e-47
0	Malignant cells	Malignant	Malignant	MANBAL	0.38	42.8	7.94e-47
0	Malignant cells	Malignant	Malignant	CES1	0.27	100.0	1.09e-46
0	Malignant cells	Malignant	Malignant	CTBP1	0.39	69.2	1.1e-46
0	Malignant cells	Malignant	Malignant	DHRS2	-0.61	0.1	1.13e-46
0	Malignant cells	Malignant	Malignant	LINC00470	-0.48	24.6	1.74e-46
0	Malignant cells	Malignant	Malignant	CD164	0.4	75.0	1.75e-46
0	Malignant cells	Malignant	Malignant	C6orf62	0.42	86.1	2.49e-46
0	Malignant cells	Malignant	Malignant	QPRT	0.32	86.8	2.62e-46
0	Malignant cells	Malignant	Malignant	SNRNP48	0.36	46.7	2.7e-46
0	Malignant cells	Malignant	Malignant	UGDH	0.41	87.4	3.1e-46
0	Malignant cells	Malignant	Malignant	HLA-DRB1	-0.78	3.9	3.41e-46
0	Malignant cells	Malignant	Malignant	GBP5	-0.69	3.8	3.68e-46
0	Malignant cells	Malignant	Malignant	RING1	0.47	63.4	4.32e-46
0	Malignant cells	Malignant	Malignant	MZB1	-2.02	0.0	4.54e-46
0	Malignant cells	Malignant	Malignant	DFFA	-0.42	56.0	5.03e-46
0	Malignant cells	Malignant	Malignant	IFI27L2	-0.91	3.5	6.27e-46
0	Malignant cells	Malignant	Malignant	CA12	-0.47	24.7	6.38e-46
0	Malignant cells	Malignant	Malignant	AMT	0.41	41.1	7.38e-46
0	Malignant cells	Malignant	Malignant	HSD11B1	-0.69	0.4	8.29e-46
0	Malignant cells	Malignant	Malignant	BRIP1	-0.48	33.4	8.56e-46
0	Malignant cells	Malignant	Malignant	NR1H3	0.59	56.6	8.84e-46
0	Malignant cells	Malignant	Malignant	TSC22D3	-0.92	4.2	8.95e-46
0	Malignant cells	Malignant	Malignant	GBP4	-0.73	41.2	1.02e-45
0	Malignant cells	Malignant	Malignant	TAT	-0.42	5.2	1.12e-45
0	Malignant cells	Malignant	Malignant	SC5D	0.31	70.6	1.62e-45
0	Malignant cells	Malignant	Malignant	ETS1	-0.86	3.5	1.64e-45
0	Malignant cells	Malignant	Malignant	IER2	-0.62	8.0	1.74e-45
0	Malignant cells	Malignant	Malignant	TPM4	-0.75	16.6	2.01e-45
0	Malignant cells	Malignant	Malignant	NIN	-0.98	14.3	2.33e-45
0	Malignant cells	Malignant	Malignant	NDUFAF3	0.39	54.1	2.37e-45
0	Malignant cells	Malignant	Malignant	TUBB2A	0.38	43.4	2.65e-45
0	Malignant cells	Malignant	Malignant	HAL	-1.13	9.3	2.87e-45
0	Malignant cells	Malignant	Malignant	SLC38A4	-0.48	12.2	3.03e-45
0	Malignant cells	Malignant	Malignant	PRR11	-0.54	45.2	3.48e-45
0	Malignant cells	Malignant	Malignant	SRSF6	0.43	75.3	3.65e-45
0	Malignant cells	Malignant	Malignant	AARS	0.47	68.2	3.89e-45
0	Malignant cells	Malignant	Malignant	DPYSL2	-0.44	1.7	4.96e-45
0	Malignant cells	Malignant	Malignant	EMCN	-0.28	13.3	8.33e-45
0	Malignant cells	Malignant	Malignant	BIRC3	-0.76	10.3	8.94e-45
0	Malignant cells	Malignant	Malignant	NR2F2	0.33	49.1	9.17e-45
0	Malignant cells	Malignant	Malignant	ENTPD4	-0.61	52.4	1.07e-44
0	Malignant cells	Malignant	Malignant	GNAS	0.44	90.3	1.44e-44
0	Malignant cells	Malignant	Malignant	ADAM17	-0.42	39.4	1.86e-44
0	Malignant cells	Malignant	Malignant	CYP3A7	-0.74	5.9	1.88e-44
0	Malignant cells	Malignant	Malignant	HSPE1	0.53	79.3	1.98e-44
0	Malignant cells	Malignant	Malignant	CACNG8	-0.47	36.9	2.06e-44
0	Malignant cells	Malignant	Malignant	TMEM230	0.37	58.6	2.38e-44
0	Malignant cells	Malignant	Malignant	SPCS1	0.47	77.9	2.47e-44
0	Malignant cells	Malignant	Malignant	SHE	-0.37	14.2	2.62e-44
0	Malignant cells	Malignant	Malignant	IL10RB	-0.57	25.6	2.72e-44
0	Malignant cells	Malignant	Malignant	SLC4A8	-0.53	43.0	3.61e-44
