,amino_acid,lipid,nucleotide,StromalScore,ImmuneScore,ESTIMATEScore,TumourPurity
TCGA.BC.A10U.11A.11R.A131.07,0.883964747114365,0.837857210333235,0.563005651102583,-523.737069453592,62.4852941543311,-461.251775299261,0.859103551506112
TCGA.DD.A114.11A.12R.A131.07,0.804210188834097,0.833863369326409,0.671259202568211,0.657542703839168,1306.38056677264,1307.03810947648,0.698966328748035
TCGA.FV.A3I0.11A.11R.A22L.07,0.902327807315236,0.91374554212989,0.6449461440832,-712.845381817143,-176.264804972217,-889.11018678936,0.889532180880898
TCGA.FV.A3I1.11A.11R.A22L.07,0.834269505639529,0.922039335407287,0.371217307198024,-339.145528428043,173.163006035605,-165.982522392439,0.836121127440597
TCGA.DD.A11C.11A.11R.A131.07,0.82848517896874,0.968024675317655,0.503218060710216,-315.585991802558,261.707469367217,-53.8785224353409,0.826981716024222
TCGA.DD.A11D.11A.12R.A131.07,0.858691236271903,0.87591014602989,0.531559103207615,-44.5555492843189,936.298589940135,891.743040655816,0.741237170579349
TCGA.BD.A2L6.11A.21R.A213.07,0.806260441555158,0.710184944678494,0.507581316624042,452.318727732621,2293.52270489738,2745.84143263,0.533515368149422
TCGA.BC.A110.11A.11R.A131.07,0.842199620998878,0.883514829289811,0.598576081428989,-402.925581900266,418.948848922837,16.0232670225706,0.821169382298054
TCGA.DD.A1EC.11A.11R.A131.07,0.750537405230433,0.848835828488274,0.405774622343376,27.6863528744628,401.822369208922,429.508722083385,0.785040946866025
TCGA.DD.A1EB.11A.11R.A131.07,0.839326395804943,0.927626300395204,0.615262487830105,-411.550805372719,398.139768965945,-13.4110364067745,0.823627417756037
TCGA.DD.A39X.11A.11R.A213.07,0.905866952295082,0.873238153235537,0.660282888111691,-500.17528951245,150.138936138098,-350.036353374352,0.850634212358584
TCGA.DD.A11B.11A.11R.A131.07,0.880368022995186,0.86904911678006,0.553057016705097,-389.27864426967,70.3215901975649,-318.957054072105,0.848226818530413
TCGA.DD.A1EL.11A.11R.A155.07,0.937191712134164,0.847100964085163,0.679803496741375,-204.817899490285,281.945150797283,77.1272513069978,0.816017747017277
TCGA.BC.A10Q.11A.11R.A131.07,0.883782551689946,0.942497968509909,0.591202908534313,-426.311816711273,-50.0670142052837,-476.378830916556,0.860237876435637
TCGA.FV.A3R2.11A.11R.A22L.07,0.934625552691027,0.798028666456934,0.519760162700015,-151.468804914642,791.040764147566,639.571959232924,0.76557034265144
TCGA.DD.A118.11A.11R.A131.07,0.92601721008422,0.921919670033419,0.576427851514575,-393.818378559408,506.210718197689,112.392339638281,0.813014667929612
TCGA.DD.A116.11A.12R.A26B.07,1,0.843611489189534,0.755818798426071,-353.008095855538,405.078883292691,52.0707874371529,0.818138204549217
TCGA.EP.A26S.11A.12R.A16W.07,0.978214228061308,0.898347146669308,0.736001979572171,-336.683346608411,560.062645189295,223.379298580884,0.803421523993658
TCGA.DD.A3A5.11A.11R.A22L.07,0.907937217855088,0.909774032200968,0.669575771872943,-968.714170347868,-475.686717440311,-1444.40088778818,0.92377739018488
TCGA.BD.A3EP.11A.12R.A22L.07,0.833811892442416,0.926662308873964,0.4101871497744,-377.743414634381,571.153323727268,193.409909092887,0.806033047417859
TCGA.EP.A3RK.11A.11R.A22L.07,0.900746951939956,0.936879820721494,0.626767668858392,-523.742416921307,-154.314916570672,-678.05733349198,0.874953645856242
TCGA.DD.A39Z.11A.21R.A213.07,0.892733734566413,0.862921525930269,0.673854433410966,-716.826759776365,-343.20039246661,-1060.02715224298,0.90071334453654
TCGA.G3.A3CH.11A.11R.A22L.07,0.877911147695442,0.86373610861197,0.676689632035801,-157.653076222046,992.809690946799,835.156614724754,0.746787037521611
TCGA.DD.A1EI.11A.11R.A131.07,0.925429750591282,0.913648899418302,0.614598510002396,-299.267178046734,196.503701941796,-102.763476104938,0.830994800436219
TCGA.DD.A11A.11A.11R.A131.07,0.792754322167977,0.811082291448739,0.555657647642777,-76.7618721548469,942.495198987492,865.733326832645,0.743794517796438
TCGA.BC.A10Y.11A.11R.A131.07,0.855539185107744,0.831522093736379,0.449616575101034,-130.549761687913,521.06192202548,390.512160337567,0.788573913029638
TCGA.DD.A1EG.11A.11R.A213.07,0.906983792204368,0.85128726618364,0.684828962744608,-165.165248191491,813.829517532713,648.664269341223,0.764711013845015
TCGA.DD.A1EE.11A.11R.A131.07,0.832098599484801,0.833534621260839,0.491504699553343,-106.279421366925,750.710034909547,644.430613542622,0.765111313001528
TCGA.DD.A119.11A.11R.A131.07,0.81059884395964,0.91653950643722,0.572628694383907,16.6116504290983,586.376604564107,602.988254993205,0.769014129572934
TCGA.DD.A3A8.11A.11R.A22L.07,0.902044785729614,0.856345190645317,0.695891374300076,-333.03301359148,276.125459879672,-56.9075537118083,0.827231616189315
TCGA.DD.A3A1.11A.11R.A213.07,0.924217185184051,0.822423450695383,0.682317088432333,-14.5794366538464,920.108317797263,905.528881143417,0.739877325077489
TCGA.BC.A10T.11A.11R.A131.07,0.861123918915935,0.847928548476258,0.442710114996106,-333.383721524053,325.487600929466,-7.89612059458688,0.82316804061176
TCGA.DD.A3A4.11A.11R.A22L.07,0.844028338657974,0.761396085397112,0.60132039453336,135.476343187463,661.134725082236,796.611068269699,0.750538017719109
TCGA.DD.A1EH.11A.11R.A131.07,0.939755866264529,0.876861406481215,0.683609155768592,-392.492293560269,166.700321330368,-225.791972229901,0.840904701266677
TCGA.FV.A2QR.11A.11R.A213.07,0.781032990173505,0.752671021968161,0.442789871958858,193.653630993822,1196.42285082115,1390.07648181497,0.690197552247105
TCGA.DD.A39V.11A.11R.A213.07,0.902607281943955,0.868848981410086,0.676435488720496,-390.706968390477,406.936330723628,16.2293623331508,0.821152117344766
TCGA.BC.A10X.11A.11R.A131.07,0.844625474925409,0.898012929605039,0.581422998674204,-300.983096791391,119.0801381429,-181.902958648491,0.837400757010523
TCGA.DD.A39W.11A.11R.A213.07,0.913013936431869,0.924931115507544,0.643001621744501,-493.529603981556,29.7280143288608,-463.801589652696,0.859295050128304
TCGA.DD.A3A3.11A.11R.A22L.07,0.903050752754041,0.76525115344355,0.484007362768106,175.778557185122,872.582970251356,1048.36152743648,0.725610923601891
TCGA.BC.A216.11A.11R.A155.07,0.883442957195472,0.857638405675512,0.612822794716498,-108.308620825606,514.598094167694,406.289473342088,0.787147643715142
TCGA.DD.A1EJ.11A.11R.A155.07,0.841035645147539,0.911162332011809,0.535648630820309,-272.190470246389,428.465272336952,156.274802090563,0.809247344475304
TCGA.BC.A10Z.11A.11R.A131.07,0.811192046506319,0.800820606997052,0.552485615196675,-611.378328267049,51.9879990226201,-559.390329244429,0.866386969639796
TCGA.ES.A2HT.11A.11R.A180.07,0.808863611243304,0.738917039737828,0.765136270577564,-309.956508323047,775.957226571591,466.000718248543,0.781711585977939
TCGA.EP.A12J.11A.11R.A131.07,0.900450332409954,0.866829143746346,0.638962960568412,-170.694471935639,348.069524496755,177.375052561116,0.807423917381211
TCGA.DD.A113.11A.12R.A131.07,0.821550420217588,1,0.543854076010492,-613.888001624695,-31.2317660151088,-645.119767639804,0.872602360661634
TCGA.DD.A3A2.11A.11R.A213.07,0.918304366466309,0.857030647439334,0.542579340665358,-337.865239444278,141.087259270014,-196.777980174263,0.838592227228586
TCGA.BC.A10W.11A.11R.A131.07,0.903996200645398,0.887458357861283,0.619131729235638,-300.688998628463,563.645583815437,262.956585186975,0.799948955455874
