Cluster	Celltype (malignancy)	Celltype (major-lineage)	Celltype (minor-lineage)	Gene	log2FC	Percentage (%)	Adjusted p-value
11	Stromal cells	Epithelial	Epithelial	APOA2	-0.52	100.0	1.06e-91
11	Stromal cells	Epithelial	Epithelial	CES1	0.26	80.2	3.42e-89
11	Stromal cells	Epithelial	Epithelial	C3	0.31	83.1	1.82e-88
11	Stromal cells	Epithelial	Epithelial	SEC61G	-0.63	83.5	3.55e-88
11	Stromal cells	Epithelial	Epithelial	IGHM	-0.86	60.7	2.68e-85
11	Stromal cells	Epithelial	Epithelial	RPS27L	-0.68	75.5	5.75e-85
11	Stromal cells	Epithelial	Epithelial	JCHAIN	-0.41	57.2	8.57e-85
11	Stromal cells	Epithelial	Epithelial	PSCA	0.29	59.0	1.6e-84
11	Stromal cells	Epithelial	Epithelial	GPC3	0.26	91.1	1.69e-84
11	Stromal cells	Epithelial	Epithelial	CDC42EP5	0.26	59.2	1.37e-83
11	Stromal cells	Epithelial	Epithelial	FOS	-1.32	78.7	1.92e-83
11	Stromal cells	Epithelial	Epithelial	LAMB3	0.3	59.6	2.61e-83
11	Stromal cells	Epithelial	Epithelial	GNLY	-0.53	56.4	5.04e-80
11	Stromal cells	Epithelial	Epithelial	HLA-DQA1	-1.43	63.1	8.21e-79
11	Stromal cells	Epithelial	Epithelial	UQCRH	-0.62	85.2	1.82e-78
11	Stromal cells	Epithelial	Epithelial	TUBA1B	-0.91	78.5	5.83e-78
11	Stromal cells	Epithelial	Epithelial	COX7B	-0.56	79.7	1.01e-77
11	Stromal cells	Epithelial	Epithelial	IGLC2	-1.77	67.3	3.6e-77
11	Stromal cells	Epithelial	Epithelial	SLC25A5	-0.74	78.9	1.03e-76
11	Stromal cells	Epithelial	Epithelial	NDUFA4	-0.62	84.8	2.94e-74
11	Stromal cells	Epithelial	Epithelial	C11orf96	-0.26	59.3	7.68e-73
11	Stromal cells	Epithelial	Epithelial	ARL14	0.68	59.0	1.69e-72
11	Stromal cells	Epithelial	Epithelial	ACTA2	-0.27	59.3	1.39e-71
11	Stromal cells	Epithelial	Epithelial	MUC5AC	0.35	58.9	2.42e-71
11	Stromal cells	Epithelial	Epithelial	HLA-DRA	-2.26	78.0	3.09e-71
11	Stromal cells	Epithelial	Epithelial	SPARC	-0.69	59.4	4.45e-71
11	Stromal cells	Epithelial	Epithelial	GABRP	0.25	59.0	7.09e-71
11	Stromal cells	Epithelial	Epithelial	ERH	-0.66	71.1	3.5e-70
11	Stromal cells	Epithelial	Epithelial	SOD2	-1.11	73.3	9.35e-70
11	Stromal cells	Epithelial	Epithelial	CEACAM6	0.3	59.0	2.37e-68
11	Stromal cells	Epithelial	Epithelial	RAN	-0.65	77.7	3.01e-68
11	Stromal cells	Epithelial	Epithelial	BLVRB	-0.84	71.1	1.81e-67
11	Stromal cells	Epithelial	Epithelial	TXN	-0.59	77.1	1.49e-66
11	Stromal cells	Epithelial	Epithelial	IGHG1	-3.17	62.0	2.95e-65
11	Stromal cells	Epithelial	Epithelial	PIGR	0.37	59.0	1.03e-64
11	Stromal cells	Epithelial	Epithelial	H2AFZ	-0.8	79.3	8.17e-62
11	Stromal cells	Epithelial	Epithelial	ANKRD36C	0.63	60.2	8.29e-60
11	Stromal cells	Epithelial	Epithelial	ELF3	0.59	62.6	2.45e-59
11	Stromal cells	Epithelial	Epithelial	GPRC5A	0.32	59.0	2.96e-59
11	Stromal cells	Epithelial	Epithelial	APOM	-0.25	94.5	1.82e-58
11	Stromal cells	Epithelial	Epithelial	PRDX5	-0.56	80.0	3.63e-57
11	Stromal cells	Epithelial	Epithelial	XCL2	-0.27	59.4	2.06e-56
11	Stromal cells	Epithelial	Epithelial	RBP4	-0.29	90.6	1.21e-55
11	Stromal cells	Epithelial	Epithelial	SERPINB1	-0.49	66.6	4.61e-55
11	Stromal cells	Epithelial	Epithelial	CTLA4	-0.28	60.5	4.91e-55
11	Stromal cells	Epithelial	Epithelial	LGALS4	0.28	59.3	3.21e-54
11	Stromal cells	Epithelial	Epithelial	LCN2	0.33	60.1	7.98e-54
11	Stromal cells	Epithelial	Epithelial	C19orf33	0.41	59.6	1.76e-53
11	Stromal cells	Epithelial	Epithelial	ZFAS1	-0.6	83.9	5.08e-52
11	Stromal cells	Epithelial	Epithelial	TUBB	-0.8	80.0	6.17e-52
11	Stromal cells	Epithelial	Epithelial	IGHA1	-0.59	61.3	1.61e-51
11	Stromal cells	Epithelial	Epithelial	TFF2	0.25	59.0	2.08e-50
11	Stromal cells	Epithelial	Epithelial	LGALS3	-1.08	65.3	9.06e-50
11	Stromal cells	Epithelial	Epithelial	CLDN4	0.46	60.5	1.31e-48
11	Stromal cells	Epithelial	Epithelial	GZMK	-0.46	59.6	1.32e-48
11	Stromal cells	Epithelial	Epithelial	RAD21	-0.55	63.1	2.38e-48
11	Stromal cells	Epithelial	Epithelial	DNASE1L3	-0.36	60.3	6.13e-48
11	Stromal cells	Epithelial	Epithelial	MCTS1	-0.45	64.0	8.84e-48
11	Stromal cells	Epithelial	Epithelial	TOP2A	-0.3	60.9	1.09e-47
11	Stromal cells	Epithelial	Epithelial	FABP5	-1.41	83.2	2.57e-47
11	Stromal cells	Epithelial	Epithelial	MT2A	-1.19	69.9	7.45e-47
11	Stromal cells	Epithelial	Epithelial	ANXA2	-0.5	73.7	1.28e-45
11	Stromal cells	Epithelial	Epithelial	LST1	-0.96	62.8	1.59e-45
11	Stromal cells	Epithelial	Epithelial	CLEC10A	-0.29	59.7	3.04e-45
11	Stromal cells	Epithelial	Epithelial	HLA-DPA1	-1.6	64.5	1.02e-44
11	Stromal cells	Epithelial	Epithelial	PLIN2	-1.07	75.7	1.06e-44
11	Stromal cells	Epithelial	Epithelial	ESD	-0.48	68.2	4.6e-44
11	Stromal cells	Epithelial	Epithelial	TTR	-0.41	92.8	5.1e-44
11	Stromal cells	Epithelial	Epithelial	ISG15	-0.72	63.7	7.19e-44
11	Stromal cells	Epithelial	Epithelial	FABP1	-0.65	95.4	1.4e-43
11	Stromal cells	Epithelial	Epithelial	IGFBP7	-0.93	59.6	3.58e-43
11	Stromal cells	Epithelial	Epithelial	SNRPF	-0.57	75.8	4.04e-43
11	Stromal cells	Epithelial	Epithelial	TYROBP	-1.9	67.9	6.9e-43
11	Stromal cells	Epithelial	Epithelial	KRT17	0.31	58.8	9.3e-42
11	Stromal cells	Epithelial	Epithelial	SNRPE	-0.5	75.4	2.39e-41
11	Stromal cells	Epithelial	Epithelial	COL1A2	-0.36	52.1	5.72e-41
11	Stromal cells	Epithelial	Epithelial	TCEA1	-0.53	70.3	1.31e-40
11	Stromal cells	Epithelial	Epithelial	HLA-DPB1	-1.5	64.8	9.05e-40
11	Stromal cells	Epithelial	Epithelial	FCN1	-0.46	59.8	1.06e-39
11	Stromal cells	Epithelial	Epithelial	TIGIT	-0.45	61.1	1.45e-39
11	Stromal cells	Epithelial	Epithelial	COX5A	-0.47	73.3	2.38e-39
11	Stromal cells	Epithelial	Epithelial	MT1G	-0.47	60.6	6.85e-39
11	Stromal cells	Epithelial	Epithelial	CD27	-0.37	60.1	5.11e-38
11	Stromal cells	Epithelial	Epithelial	IGHG2	-0.34	42.9	7.12e-38
11	Stromal cells	Epithelial	Epithelial	S100A6	-0.9	66.2	8.55e-38
11	Stromal cells	Epithelial	Epithelial	VCAN	-0.41	59.6	1.64e-36
11	Stromal cells	Epithelial	Epithelial	HMGN3	-0.33	65.4	1.68e-36
11	Stromal cells	Epithelial	Epithelial	PEBP1	-0.52	75.1	1.71e-36
11	Stromal cells	Epithelial	Epithelial	RSL24D1	-0.54	74.5	1.03e-35
11	Stromal cells	Epithelial	Epithelial	APOC3	-0.37	77.4	2.15e-35
11	Stromal cells	Epithelial	Epithelial	PRDX2	-0.57	78.5	2.9e-35
11	Stromal cells	Epithelial	Epithelial	UQCC2	-0.41	69.6	7.91e-35
11	Stromal cells	Epithelial	Epithelial	TNFRSF18	-0.52	61.5	1.12e-34
11	Stromal cells	Epithelial	Epithelial	GSTP1	-0.57	62.6	4.16e-34
11	Stromal cells	Epithelial	Epithelial	EREG	-0.72	60.2	5.17e-34
11	Stromal cells	Epithelial	Epithelial	SNRPD1	-0.53	69.1	7.23e-34
11	Stromal cells	Epithelial	Epithelial	ZFAND2A	-0.75	67.7	7.4e-34
11	Stromal cells	Epithelial	Epithelial	KRT19	0.28	63.7	1.37e-33
11	Stromal cells	Epithelial	Epithelial	STMN1	-0.86	63.7	5.51e-33
11	Stromal cells	Epithelial	Epithelial	COX7A2L	-0.54	75.4	1.25e-32
11	Stromal cells	Epithelial	Epithelial	COL1A1	-0.31	59.3	2.39e-32
11	Stromal cells	Epithelial	Epithelial	RPA3	-0.47	65.6	1.55e-31
11	Stromal cells	Epithelial	Epithelial	BCHE	-0.26	79.3	3.09e-31
11	Stromal cells	Epithelial	Epithelial	S100A8	-0.75	54.2	4.1e-31
11	Stromal cells	Epithelial	Epithelial	LYZ	-1.43	66.6	5.75e-31
11	Stromal cells	Epithelial	Epithelial	HN1	-0.41	65.8	5.79e-31
11	Stromal cells	Epithelial	Epithelial	KDELR2	-0.52	78.7	6.84e-31
11	Stromal cells	Epithelial	Epithelial	AC092580.4	-0.28	59.7	8.37e-31
11	Stromal cells	Epithelial	Epithelial	ICOS	-0.33	60.3	9.83e-31
11	Stromal cells	Epithelial	Epithelial	ETFB	-0.49	76.2	1.88e-30
11	Stromal cells	Epithelial	Epithelial	TIMP1	-0.54	81.7	2.51e-30
11	Stromal cells	Epithelial	Epithelial	FABP4	-0.96	61.4	1.05e-29
11	Stromal cells	Epithelial	Epithelial	NR4A3	-0.28	60.2	1.36e-29
11	Stromal cells	Epithelial	Epithelial	HLA-DQB1	-1.32	65.4	3.45e-29
11	Stromal cells	Epithelial	Epithelial	C8orf59	-0.44	71.1	5.2e-28
11	Stromal cells	Epithelial	Epithelial	FCER1G	-1.5	65.6	1.71e-27
11	Stromal cells	Epithelial	Epithelial	AIF1	-1.56	64.7	4.84e-27
11	Stromal cells	Epithelial	Epithelial	DUT	-0.48	63.0	5.2e-27
11	Stromal cells	Epithelial	Epithelial	SPOCK2	-0.39	60.6	5.28e-27
11	Stromal cells	Epithelial	Epithelial	RBM47	-0.3	62.6	5.84e-27
11	Stromal cells	Epithelial	Epithelial	RANBP1	-0.46	70.0	9.4e-27
11	Stromal cells	Epithelial	Epithelial	BCAT1	-0.46	63.1	4.27e-26
11	Stromal cells	Epithelial	Epithelial	CD40LG	-0.25	59.6	6.84e-26
11	Stromal cells	Epithelial	Epithelial	POLR2K	-0.59	75.3	9.64e-26
11	Stromal cells	Epithelial	Epithelial	RASSF4	-0.36	61.3	1.45e-25
11	Stromal cells	Epithelial	Epithelial	PRDX3	-0.4	66.6	2.74e-25
11	Stromal cells	Epithelial	Epithelial	CSTA	-0.43	66.5	2.9e-25
11	Stromal cells	Epithelial	Epithelial	TCEB1	-0.55	73.6	3.01e-25
11	Stromal cells	Epithelial	Epithelial	PPA1	-0.44	67.7	5.49e-25
11	Stromal cells	Epithelial	Epithelial	STAT1	-0.44	64.4	5.93e-25
11	Stromal cells	Epithelial	Epithelial	GAGE2A	-0.43	80.1	7.86e-25
11	Stromal cells	Epithelial	Epithelial	C8orf4	0.64	61.0	9.28e-25
11	Stromal cells	Epithelial	Epithelial	PRDX6	-0.51	76.0	9.5e-25
11	Stromal cells	Epithelial	Epithelial	TNFRSF4	-0.55	62.3	1.15e-24
11	Stromal cells	Epithelial	Epithelial	AKR1C1	-0.51	93.5	1.47e-23
11	Stromal cells	Epithelial	Epithelial	AKR1C3	-0.48	88.9	1.56e-23
11	Stromal cells	Epithelial	Epithelial	LAPTM4B	-0.25	78.9	2.11e-23
11	Stromal cells	Epithelial	Epithelial	CYP3A5	0.25	62.2	2.18e-23
11	Stromal cells	Epithelial	Epithelial	NDUFB5	-0.42	69.8	2.8e-23
11	Stromal cells	Epithelial	Epithelial	IGKC	-1.69	72.8	6.15e-23
11	Stromal cells	Epithelial	Epithelial	LMO7	0.31	60.3	7.87e-23
11	Stromal cells	Epithelial	Epithelial	HMOX1	-0.62	66.2	9.69e-23
11	Stromal cells	Epithelial	Epithelial	MDH2	-0.46	70.5	9.89e-23
11	Stromal cells	Epithelial	Epithelial	DDT	-0.74	89.3	7.24e-22
11	Stromal cells	Epithelial	Epithelial	CHCHD10	-0.57	87.7	7.3e-22
11	Stromal cells	Epithelial	Epithelial	TMEM14B	-0.41	65.6	1.31e-21
11	Stromal cells	Epithelial	Epithelial	NKG7	-0.68	60.7	1.78e-21
11	Stromal cells	Epithelial	Epithelial	TNF	-0.34	60.9	2.79e-21
11	Stromal cells	Epithelial	Epithelial	MRPL3	-0.29	63.0	2.87e-21
11	Stromal cells	Epithelial	Epithelial	COL4A1	-0.36	51.0	5.08e-21
11	Stromal cells	Epithelial	Epithelial	GZMA	-0.73	61.0	1.29e-20
11	Stromal cells	Epithelial	Epithelial	BAG3	-0.59	62.8	1.36e-20
11	Stromal cells	Epithelial	Epithelial	DUSP4	-0.28	60.6	3.18e-20
11	Stromal cells	Epithelial	Epithelial	CD9	-0.73	61.6	5.09e-20
11	Stromal cells	Epithelial	Epithelial	PCBD1	-0.3	68.1	1.27e-19
11	Stromal cells	Epithelial	Epithelial	ATF3	-0.6	66.5	1.87e-19
11	Stromal cells	Epithelial	Epithelial	C1QBP	-0.39	67.1	2.28e-19
11	Stromal cells	Epithelial	Epithelial	IFI6	-0.41	68.2	3.7e-19
11	Stromal cells	Epithelial	Epithelial	ARL6IP1	-0.31	65.2	5.96e-19
11	Stromal cells	Epithelial	Epithelial	TKT	-0.45	75.0	4.01e-18
11	Stromal cells	Epithelial	Epithelial	TRAM1	-0.34	77.9	4.3e-18
11	Stromal cells	Epithelial	Epithelial	CKS2	-0.52	68.2	4.78e-18
11	Stromal cells	Epithelial	Epithelial	NIFK	-0.36	64.8	8.13e-18
11	Stromal cells	Epithelial	Epithelial	NME1	-0.42	75.0	1.22e-17
11	Stromal cells	Epithelial	Epithelial	VSIG4	-0.27	59.6	2.08e-17
11	Stromal cells	Epithelial	Epithelial	NDUFB9	-0.45	72.4	2.42e-17
11	Stromal cells	Epithelial	Epithelial	STRA13	-0.26	64.0	4.33e-17
11	Stromal cells	Epithelial	Epithelial	ECHS1	-0.35	66.0	5.92e-17
11	Stromal cells	Epithelial	Epithelial	IFNG	-0.62	60.1	6.74e-17
11	Stromal cells	Epithelial	Epithelial	NUDC	-0.41	69.8	8.28e-17
11	Stromal cells	Epithelial	Epithelial	IGHG4	-2.89	63.0	9.51e-17
11	Stromal cells	Epithelial	Epithelial	GATM	-0.52	69.9	1.24e-16
11	Stromal cells	Epithelial	Epithelial	HK2	-0.31	60.3	3.65e-16
11	Stromal cells	Epithelial	Epithelial	MKKS	-0.31	66.6	6.41e-16
11	Stromal cells	Epithelial	Epithelial	ETS2	-0.28	60.7	7.66e-16
11	Stromal cells	Epithelial	Epithelial	PTGS2	-0.47	61.5	1.58e-15
11	Stromal cells	Epithelial	Epithelial	IER3	-0.59	74.5	2.1e-15
11	Stromal cells	Epithelial	Epithelial	LSM4	-0.36	67.8	2.33e-15
11	Stromal cells	Epithelial	Epithelial	DUSP6	-0.45	62.6	2.4e-15
11	Stromal cells	Epithelial	Epithelial	SRM	-0.32	66.5	2.61e-15
11	Stromal cells	Epithelial	Epithelial	LSM2	-0.38	70.4	2.85e-15
11	Stromal cells	Epithelial	Epithelial	RDX	-0.41	66.4	2.87e-15
11	Stromal cells	Epithelial	Epithelial	TRBC2	-0.64	62.0	4.94e-15
11	Stromal cells	Epithelial	Epithelial	HSPA6	-0.96	66.0	5.02e-15
11	Stromal cells	Epithelial	Epithelial	CXCL10	-0.53	59.2	5.28e-15
11	Stromal cells	Epithelial	Epithelial	DNAJC15	-0.26	61.3	8.71e-15
11	Stromal cells	Epithelial	Epithelial	RP11-467L13.7	0.37	59.8	1.68e-14
11	Stromal cells	Epithelial	Epithelial	GLRX5	-0.35	65.3	1.85e-14
11	Stromal cells	Epithelial	Epithelial	AKR1B10	-0.39	77.2	2.45e-14
11	Stromal cells	Epithelial	Epithelial	GPR34	-0.3	60.1	5.24e-14
11	Stromal cells	Epithelial	Epithelial	CHPT1	-0.27	64.3	5.47e-14
11	Stromal cells	Epithelial	Epithelial	RECQL	-0.31	60.6	8e-14
11	Stromal cells	Epithelial	Epithelial	MRPL14	-0.32	68.7	1.6e-13
11	Stromal cells	Epithelial	Epithelial	AIMP1	-0.31	69.8	2.08e-13
11	Stromal cells	Epithelial	Epithelial	RNASE1	-1.48	64.7	4.18e-13
11	Stromal cells	Epithelial	Epithelial	LY96	-0.68	61.5	4.6e-13
11	Stromal cells	Epithelial	Epithelial	SLIRP	-0.38	78.8	4.89e-13
11	Stromal cells	Epithelial	Epithelial	C20orf24	-0.42	67.7	5.3e-13
11	Stromal cells	Epithelial	Epithelial	THY1	-0.29	8.8	6.27e-13
11	Stromal cells	Epithelial	Epithelial	CDK4	-0.25	62.6	8.67e-13
11	Stromal cells	Epithelial	Epithelial	ARPC1A	-0.29	66.6	9.2e-13
11	Stromal cells	Epithelial	Epithelial	MPC2	-0.45	73.6	9.32e-13
11	Stromal cells	Epithelial	Epithelial	MSRB2	-0.29	65.7	1.6e-12
11	Stromal cells	Epithelial	Epithelial	CCL20	-0.45	74.6	1.6e-12
11	Stromal cells	Epithelial	Epithelial	ITM2A	-0.52	62.3	2.4e-12
11	Stromal cells	Epithelial	Epithelial	TUBA4A	-0.29	61.1	2.49e-12
11	Stromal cells	Epithelial	Epithelial	NUDT1	-0.27	61.1	2.74e-12
11	Stromal cells	Epithelial	Epithelial	DNPH1	-0.31	72.0	3.88e-12
11	Stromal cells	Epithelial	Epithelial	COA4	-0.26	67.9	5.52e-12
11	Stromal cells	Epithelial	Epithelial	DECR1	-0.31	66.9	6.04e-12
11	Stromal cells	Epithelial	Epithelial	TCF4	-0.3	60.6	9.91e-12
11	Stromal cells	Epithelial	Epithelial	KLRB1	-0.76	60.6	1.04e-11
11	Stromal cells	Epithelial	Epithelial	LINC01272	-0.34	59.3	2.6e-11
11	Stromal cells	Epithelial	Epithelial	MAFB	-0.27	63.9	4.12e-11
11	Stromal cells	Epithelial	Epithelial	SOCS3	-0.53	60.5	6.08e-11
11	Stromal cells	Epithelial	Epithelial	RGCC	-0.98	61.9	1.53e-10
11	Stromal cells	Epithelial	Epithelial	APOC1	-1.06	97.6	2.41e-10
11	Stromal cells	Epithelial	Epithelial	CALD1	-0.46	70.0	3.29e-10
11	Stromal cells	Epithelial	Epithelial	NUPR1	-0.27	73.7	3.41e-10
11	Stromal cells	Epithelial	Epithelial	ADI1	-0.34	69.5	3.8e-10
11	Stromal cells	Epithelial	Epithelial	BNIP3	-0.45	67.5	4.2e-10
11	Stromal cells	Epithelial	Epithelial	MRPL12	-0.29	65.8	4.72e-10
11	Stromal cells	Epithelial	Epithelial	C1QB	-1.9	69.5	5e-10
11	Stromal cells	Epithelial	Epithelial	C1QA	-1.85	69.6	5.41e-10
11	Stromal cells	Epithelial	Epithelial	DNAJA4	-0.56	63.0	7.51e-10
11	Stromal cells	Epithelial	Epithelial	AKR1C4	-0.55	83.2	9.91e-10
11	Stromal cells	Epithelial	Epithelial	BASP1	-0.5	61.0	1.28e-09
11	Stromal cells	Epithelial	Epithelial	TUBA1C	-0.42	67.8	1.55e-09
11	Stromal cells	Epithelial	Epithelial	UBE2S	-0.5	63.9	1.81e-09
11	Stromal cells	Epithelial	Epithelial	CD14	-1.24	66.9	1.88e-09
11	Stromal cells	Epithelial	Epithelial	LYPLA1	-0.34	69.8	1.91e-09
11	Stromal cells	Epithelial	Epithelial	MRC1	-0.75	61.1	1.94e-09
11	Stromal cells	Epithelial	Epithelial	MRPL13	-0.3	69.5	2.2e-09
11	Stromal cells	Epithelial	Epithelial	TMPO	-0.29	62.8	2.42e-09
11	Stromal cells	Epithelial	Epithelial	IFITM3	-0.49	91.1	4.44e-09
11	Stromal cells	Epithelial	Epithelial	MRPS15	-0.31	66.8	6.92e-09
11	Stromal cells	Epithelial	Epithelial	CD163	-0.7	63.0	8.9e-09
11	Stromal cells	Epithelial	Epithelial	EPB41L3	-0.27	59.7	1.03e-08
11	Stromal cells	Epithelial	Epithelial	GPNMB	-1.25	66.1	2.17e-08
11	Stromal cells	Epithelial	Epithelial	HACD3	-0.25	66.9	2.59e-08
11	Stromal cells	Epithelial	Epithelial	SEPP1	-1.22	90.8	2.93e-08
11	Stromal cells	Epithelial	Epithelial	RGS5	-0.62	38.1	3.02e-08
11	Stromal cells	Epithelial	Epithelial	IL4I1	-0.63	60.5	4.1e-08
11	Stromal cells	Epithelial	Epithelial	A2M	-0.51	77.2	6.76e-08
11	Stromal cells	Epithelial	Epithelial	RHOB	-0.32	70.7	6.76e-08
11	Stromal cells	Epithelial	Epithelial	SDF2L1	-0.34	71.7	2.53e-07
11	Stromal cells	Epithelial	Epithelial	ACSL4	-0.29	68.5	2.58e-07
11	Stromal cells	Epithelial	Epithelial	HPRT1	-0.27	63.6	2.73e-07
11	Stromal cells	Epithelial	Epithelial	MTCH2	-0.31	66.4	2.77e-07
11	Stromal cells	Epithelial	Epithelial	PTTG1	-0.48	63.5	3.63e-07
11	Stromal cells	Epithelial	Epithelial	SMC4	-0.3	62.6	6.67e-07
11	Stromal cells	Epithelial	Epithelial	ATF5	-0.44	62.6	7.85e-07
11	Stromal cells	Epithelial	Epithelial	IL1RN	-0.75	62.7	8.19e-07
11	Stromal cells	Epithelial	Epithelial	EEF1E1	-0.27	65.7	8.51e-07
11	Stromal cells	Epithelial	Epithelial	TRBC1	-0.93	61.0	1.02e-06
11	Stromal cells	Epithelial	Epithelial	FGL2	-0.82	62.3	1.03e-06
11	Stromal cells	Epithelial	Epithelial	VEGFA	0.36	67.0	1.25e-06
11	Stromal cells	Epithelial	Epithelial	C1orf162	-0.59	60.9	2.02e-06
11	Stromal cells	Epithelial	Epithelial	ADM	-0.42	60.6	2.14e-06
11	Stromal cells	Epithelial	Epithelial	MMP19	-0.28	61.3	3.22e-06
11	Stromal cells	Epithelial	Epithelial	CCL4	-1.49	70.0	3.38e-06
11	Stromal cells	Epithelial	Epithelial	FBP1	-0.37	60.1	3.91e-06
11	Stromal cells	Epithelial	Epithelial	COL4A2	-0.3	16.4	3.97e-06
11	Stromal cells	Epithelial	Epithelial	RND3	0.34	60.9	4.02e-06
11	Stromal cells	Epithelial	Epithelial	BATF	-0.36	60.9	4.99e-06
11	Stromal cells	Epithelial	Epithelial	HAVCR2	-0.33	60.7	5.56e-06
11	Stromal cells	Epithelial	Epithelial	MS4A6A	-1.0	63.9	5.6e-06
11	Stromal cells	Epithelial	Epithelial	NUDCD2	-0.26	64.9	6.34e-06
11	Stromal cells	Epithelial	Epithelial	MNDA	-0.5	60.6	7.63e-06
11	Stromal cells	Epithelial	Epithelial	C5AR1	-0.52	60.1	8.36e-06
12	Immune cells	Tprolif	Tprolif	STMN1	2.0	99.9	0
12	Immune cells	Tprolif	Tprolif	TOP2A	1.96	93.9	0
12	Immune cells	Tprolif	Tprolif	HMGB2	1.76	98.2	0
12	Immune cells	Tprolif	Tprolif	MKI67	1.75	96.6	0
12	Immune cells	Tprolif	Tprolif	TUBA1B	1.7	100.0	0
12	Immune cells	Tprolif	Tprolif	CENPF	1.58	90.1	0
12	Immune cells	Tprolif	Tprolif	UBE2C	1.58	86.3	0
12	Immune cells	Tprolif	Tprolif	TUBB	1.54	99.9	0
12	Immune cells	Tprolif	Tprolif	CDK1	1.5	85.2	0
12	Immune cells	Tprolif	Tprolif	H2AFZ	1.41	100.0	0
12	Immune cells	Tprolif	Tprolif	NUSAP1	1.4	93.0	0
12	Immune cells	Tprolif	Tprolif	HMMR	1.28	83.5	0
12	Immune cells	Tprolif	Tprolif	KIAA0101	1.25	83.8	0
12	Immune cells	Tprolif	Tprolif	PTTG1	1.18	92.7	0
12	Immune cells	Tprolif	Tprolif	ASPM	1.17	81.2	0
12	Immune cells	Tprolif	Tprolif	TPX2	1.14	86.7	0
12	Immune cells	Tprolif	Tprolif	CKS1B	1.08	93.5	0
12	Immune cells	Tprolif	Tprolif	PRC1	1.03	82.6	0
12	Immune cells	Tprolif	Tprolif	BIRC5	1.03	83.8	0
12	Immune cells	Tprolif	Tprolif	CEP55	0.95	78.7	0
12	Immune cells	Tprolif	Tprolif	DLGAP5	0.93	74.5	0
12	Immune cells	Tprolif	Tprolif	CCNB2	0.88	72.9	0
12	Immune cells	Tprolif	Tprolif	GTSE1	0.85	72.7	0
12	Immune cells	Tprolif	Tprolif	KIF11	0.88	76.1	3.06e-302
12	Immune cells	Tprolif	Tprolif	ANLN	0.87	70.5	6.25e-299
12	Immune cells	Tprolif	Tprolif	CCNA2	0.82	73.3	5.25e-281
12	Immune cells	Tprolif	Tprolif	NCAPG	0.82	73.2	9.85e-280
12	Immune cells	Tprolif	Tprolif	CDKN3	0.98	78.5	2.54e-273
12	Immune cells	Tprolif	Tprolif	ARL6IP1	1.28	95.0	2.91e-270
12	Immune cells	Tprolif	Tprolif	KPNA2	1.24	87.3	5.34e-268
12	Immune cells	Tprolif	Tprolif	CKS2	1.09	93.5	4.15e-265
12	Immune cells	Tprolif	Tprolif	TMPO	0.96	89.3	6.67e-264
12	Immune cells	Tprolif	Tprolif	SMC2	0.84	82.0	2.96e-258
12	Immune cells	Tprolif	Tprolif	TUBA1C	1.14	93.5	2.59e-250
12	Immune cells	Tprolif	Tprolif	CASC5	0.77	71.3	9.37e-246
12	Immune cells	Tprolif	Tprolif	CCNB1	1.09	76.5	4.63e-242
12	Immune cells	Tprolif	Tprolif	SMC4	0.88	85.3	9.83e-234
12	Immune cells	Tprolif	Tprolif	CENPE	0.86	69.4	1.31e-233
12	Immune cells	Tprolif	Tprolif	TYMS	1.14	75.8	3.57e-231
12	Immune cells	Tprolif	Tprolif	MS4A4A	0.89	93.4	2.77e-227
12	Immune cells	Tprolif	Tprolif	SGOL2	0.8	73.2	1.21e-225
12	Immune cells	Tprolif	Tprolif	NUF2	0.68	64.6	3.31e-217
12	Immune cells	Tprolif	Tprolif	DEPDC1	0.53	51.9	6.35e-216
12	Immune cells	Tprolif	Tprolif	HIST1H4C	1.71	81.5	2.41e-215
12	Immune cells	Tprolif	Tprolif	CENPA	0.63	61.3	1.58e-214
12	Immune cells	Tprolif	Tprolif	KIF23	0.62	59.8	2.27e-211
12	Immune cells	Tprolif	Tprolif	CDCA3	0.53	51.3	1.34e-208
12	Immune cells	Tprolif	Tprolif	RAD21	0.75	92.6	4.75e-208
12	Immune cells	Tprolif	Tprolif	MS4A6A	0.89	95.8	6.66e-207
12	Immune cells	Tprolif	Tprolif	HN1	0.85	94.7	4.54e-206
12	Immune cells	Tprolif	Tprolif	TK1	0.78	68.7	9.03e-206
12	Immune cells	Tprolif	Tprolif	UBE2S	0.93	87.6	1.8e-203
12	Immune cells	Tprolif	Tprolif	SPC25	0.53	52.6	8.97e-202
12	Immune cells	Tprolif	Tprolif	CKAP2	0.79	77.0	1.09e-200
12	Immune cells	Tprolif	Tprolif	KIF4A	0.51	54.4	5.8e-198
12	Immune cells	Tprolif	Tprolif	AIF1	0.86	99.6	4.34e-196
12	Immune cells	Tprolif	Tprolif	ZWINT	0.69	69.6	4.49e-196
12	Immune cells	Tprolif	Tprolif	CDC20	0.84	64.2	2.69e-191
12	Immune cells	Tprolif	Tprolif	KIF20B	0.78	75.8	3.45e-191
12	Immune cells	Tprolif	Tprolif	MAD2L1	0.71	73.2	2.55e-189
12	Immune cells	Tprolif	Tprolif	PLK1	0.65	54.7	3.77e-186
12	Immune cells	Tprolif	Tprolif	C1QA	0.82	97.2	6.82e-183
