DC	Mono/Macro	CD8T	Malignant	Epithelial	Treg	Fibroblasts	Tprolif	B	Endothelial	Mast
RP11-511B23.1	0	0	0.00088	8e-05	0	0.00116	0	0.00096	0.00929	0	0
RP11-511B23.2	0	0.00035	0	0.0037	0.00221	0	0	0	0	0	0
RP11-486A14.2	0.00013	0	0.00018	0.00234	0.00271	0	0.00113	0	0	0.00264	0
NUDT4	0.18523	0.19331	0.38844	0.36811	0.20631	0.31026	0.65415	0.2802	0.33335	0.4072	0.20652
UBE2N	0.43771	0.39615	0.35703	0.48376	0.19048	0.49844	0.4644	0.63637	0.32935	0.43397	0.35716
MRPL42	0.2651	0.25006	0.17662	0.62232	0.24372	0.28445	0.38326	0.38151	0.17193	0.29978	0.14448
SOCS2	0.01181	0.02877	0.04451	0.00754	0.00657	0.06532	0.14098	0.02555	0.00763	0.43014	0.07629
CRADD	0.04203	0.02261	0.03132	0.05409	0.01907	0.14244	0.04445	0.0421	0.01101	0.04932	0
RP11-1060G2.2	0.00024	0	0	0.00084	0.00046	0.00135	0	0	0	0	0
PLXNC1	0.2121	0.26378	0.04509	0.02394	0.0251	0.03122	0.04838	0.21355	0.05539	0.00697	0.10383
RP11-1105G2.4	0	0	0	0.00041	0.00025	0.00246	0	0	0	0	0
RP11-1105G2.3	0.00042	0.00091	8e-04	0.00067	0.00038	0	0	0	0	0	0
CEP83	0.04757	0.05546	0.04194	0.06525	0.05028	0.04161	0.04567	0.09224	0.04265	0.03949	0.02383
CEP83-AS1	0.00824	0.00476	0.00265	0.00162	0.00262	0.00216	0.0028	0.00837	0.00071	0.0063	0
TMCC3	0.06209	0.05992	0.02162	0.02542	0.0128	0.0033	0.03444	0.03909	0.01619	0.19712	0
NDUFA12	0.39522	0.46787	0.30565	0.88795	0.28298	0.48501	0.64672	0.64463	0.28247	0.49974	0.34699
NR2C1	0.06663	0.07059	0.05368	0.11066	0.09509	0.03986	0.0844	0.07632	0.03709	0.1375	0.04656
FGD6	0.09948	0.08357	0.0129	0.17175	0.16327	0.00843	0.03169	0.0647	0.02495	0.27802	0.02765
VEZT	0.1637	0.15342	0.15904	0.38789	0.30935	0.18307	0.22428	0.17199	0.13685	0.41283	0.13955
METAP2	0.49299	0.47547	0.36466	0.68098	0.33521	0.42533	0.56081	0.61482	0.31622	0.58053	0.32009
USP44	0.00018	0.00104	0.00618	0.0017	0.00396	0.00145	0	0.001	0.00721	0.02614	0
NTN4	0.00109	0.00025	0.01076	0.03766	0.0333	0	0.14405	0.00208	0.00458	0.09761	0.0174
SNRPF	0.52994	0.56391	0.49329	1.22388	0.47354	0.65118	0.67137	1.01797	0.36738	0.78029	0.4591
CCDC38	5e-04	0.00062	0.00092	0.00663	0.00257	0	0	0.00103	0	0	0
AMDHD1	0.01418	0.01285	0.00235	0.11791	0.03258	0.00792	0.01358	0.02368	0.00334	0	0
HAL	0.0187	0.01512	0.00525	0.22443	0.11325	0.00823	0.01316	0.01114	0.00714	0	0
RP11-256L6.3	0	0	0	0.00158	0.00123	0	0	0	0	0	0
LTA4H	0.19629	0.2559	0.09174	0.32804	0.13304	0.13497	0.18163	0.19568	0.1564	0.18449	0.01759
RP11-256L6.2	0	0	0	0.00063	0.00043	0	0	0	0	0	0
ELK3	0.08378	0.10515	0.12744	0.09279	0.05797	0.15056	0.1621	0.12589	0.09372	1.07921	0.12828
CDK17	0.08711	0.10283	0.1903	0.07431	0.07071	0.12419	0.10666	0.09571	0.06344	0.39077	0.09508
CFAP54	0.00081	0.00015	0.0022	0.00061	0	0.00394	0.00594	0	0.0065	0.01714	0
NEDD1	0.08569	0.07148	0.06746	0.05809	0.03631	0.07192	0.11003	0.19913	0.06015	0.11809	0.02278
RP11-181C3.1	0.00609	0.01139	0.00213	0.05417	0.02034	0.00619	0.00538	0.01155	0.00477	0.00393	0
TMPO-AS1	0.0218	0.01396	0.00656	0.02047	0.01724	0.005	0.01285	0.0887	0.00775	0.00541	0
TMPO	0.29097	0.28155	0.17546	0.27486	0.16558	0.29435	0.20244	1.20318	0.15785	0.11145	0.08032
SLC25A3	1.06645	1.16972	0.8773	1.63473	0.71152	1.17435	1.47351	1.35743	0.84319	1.10466	0.93306
IKBIP	0.24374	0.28574	0.06655	0.14887	0.06998	0.07857	0.35387	0.37537	0.09842	0.21724	0.10049
APAF1	0.1366	0.20123	0.0449	0.04621	0.03119	0.04856	0.07961	0.22512	0.03924	0.09379	0.0225
ANKS1B	0.00144	0.00034	0.00879	0.02925	0.02527	0.0276	0.00768	0.00311	0.00571	0.00105	0
UHRF1BP1L	0.15422	0.1647	0.05294	0.11693	0.05148	0.0694	0.05774	0.15994	0.02846	0.04261	0.04341
ACTR6	0.15636	0.15406	0.15437	0.44825	0.13932	0.20386	0.23376	0.24514	0.1037	0.12488	0.14956
DEPDC4	0.00294	0.00359	0.00185	0.0144	0.01029	0.00507	0	0.00794	0.0019	0.00804	0
SCYL2	0.19391	0.20404	0.0713	0.13533	0.06831	0.08358	0.15686	0.18191	0.07167	0.16103	0.10498
SLC17A8	0	0	0	0.00123	0.00143	0	0	0.00047	0	0	0
NR1H4	0.02062	0.0169	0.00478	0.38863	0.15045	0.0138	0.04865	0.01398	0.00927	0.00262	0
GAS2L3	0.16935	0.1676	0.00443	0.13755	0.12653	0.00592	0.07006	0.28554	0.00551	0.05133	0.01441
ANO4	0.00021	0	0	0.00273	0.00102	0	0.00607	0	0	0	0
UTP20	0.04489	0.04705	0.02501	0.09902	0.04013	0.03284	0.06034	0.06788	0.02922	0.05885	0.02291
ARL1	0.27468	0.25664	0.10104	0.71537	0.26121	0.15802	0.44002	0.29972	0.15547	0.26019	0.1912
SPIC	0.04991	0.14785	0	0.00216	0.00578	0	0.0291	0.074	0.00368	0	0
MYBPC1	0.00012	0	0.00014	0.00938	0.00672	0	0	0.00053	0	0	0
RP11-755O11.2	0.00373	0	0	0	0.00023	0	0	0	0	0	0
RP11-285E23.2	0.00079	0.00048	0.00058	0.00132	0.00145	0	0	4e-04	0	0	0
CHPT1	0.36174	0.36123	0.07202	0.64921	0.22727	0.05336	0.11037	0.35657	0.37068	0.03966	0.32983
SYCP3	0.00292	0.00204	0.00642	0.00336	0.00289	0.00104	0.00107	0.00453	0.01869	0.00339	0.02461
GNPTAB	0.47222	0.4033	0.18712	0.15108	0.11213	0.1804	0.1714	0.36553	0.21357	0.17494	0.47321
DRAM1	0.53752	0.40782	0.02239	0.13004	0.06993	0.01605	0.16301	0.39158	0.03688	0.13626	0.12029
CCDC53	0.25323	0.25955	0.10746	0.20212	0.07019	0.29005	0.24546	0.4162	0.12536	0.1865	0.10189
RP11-554E23.4	0.00017	0.00037	0.00065	0.00099	0	0	0	0	0.0039	0	0
NUP37	0.11242	0.1014	0.04483	0.30424	0.08909	0.10702	0.11667	0.33266	0.05536	0.09697	0.03373
PARPBP	0.02295	0.0146	0.00693	0.04322	0.02287	0.01171	0.03885	0.24282	0.00897	0.02143	0.02464
PMCH	0.00058	0.00026	0.00867	0.00052	0.00092	0.10244	0.00082	0.00395	0.00213	0.0321	0
RP11-210L7.3	0	0	0.00036	0.00043	0.00081	0	0	0.00028	0	0	0
IGF1	0.1433	0.57022	0.00407	0.00788	0.01554	0.0111	0.10179	0.16276	0.02926	0.00911	0
PAH	0.03612	0.03348	0.00945	0.41742	0.27917	0.02217	0.02819	0.02919	0.00581	0.01038	0
C12orf42	0.00172	0.00253	0.0088	0.00335	0.00096	0.00832	0	0.00521	0.03447	0.00337	0.01173
RP11-341G23.4	5e-04	0.00034	0.00022	0.00399	0.00771	0	0	0.00029	0	0	0
NT5DC3	0.00908	0.00634	0.01066	0.04609	0.03366	0.00519	0.01409	0.00939	0.01041	0.01002	0
RP11-650K20.3	0.00053	0.00033	0	0.00358	0.00214	0	0	0.00028	0	0	0
HSP90B1	1.39932	1.58454	0.60571	2.07731	1.39459	0.79472	1.54579	1.69933	1.02179	1.42818	1.247
C12orf73	0.05509	0.0449	0.02312	0.1583	0.05283	0.06698	0.07061	0.07719	0.01468	0.04363	0.03602
TDG	0.16116	0.14914	0.15231	0.25939	0.12598	0.17659	0.21167	0.22846	0.13825	0.17962	0.19493
GLT8D2	0	0	8e-04	0.00043	0	0	0.07919	0	0	0.0459	0
HCFC2	0.06937	0.07652	0.04595	0.05981	0.03729	0.05246	0.11253	0.09468	0.02327	0.09524	0.00844
NFYB	0.11786	0.13673	0.08422	0.18746	0.0688	0.16453	0.22178	0.28144	0.09728	0.14961	0.18706
TXNRD1	0.32967	0.24835	0.09785	0.59892	0.23759	0.13751	0.13	0.28079	0.0806	0.11128	0.12628
RP11-818F20.5	0	0.00018	0	0.00083	0.00186	0	0	0	0	0	0
EID3	0.02969	0.02352	0.04396	0.03409	0.04465	0.04336	0.04736	0.03539	0.04244	0.02202	0.03308
CHST11	0.28513	0.19342	0.2221	0.01641	0.02915	0.27749	0.12272	0.19758	0.14368	0.14128	0.18093
SLC41A2	0.09721	0.04714	0.00865	0.15932	0.09571	0.02346	0.01021	0.03826	0.03125	0.01017	0.02153
C12orf45	0.18021	0.18947	0.07761	0.25898	0.09254	0.14873	0.09147	0.24063	0.13546	0.10507	0.08099
ALDH1L2	0.00695	0.00709	0.00024	0.00032	0.00023	0	0.01998	0.00719	0.01268	0	0
RP11-61E11.2	0	0.00033	0.00029	0.00019	0.00155	0	0.00191	0	0	0.00396	0
KIAA1033	0.52681	0.53745	0.12032	0.18423	0.14295	0.10844	0.30238	0.45329	0.21669	0.2725	0.06632
APPL2	0.12115	0.18357	0.04026	0.12424	0.08203	0.04409	0.09861	0.13017	0.01621	0.08071	0.03804
C12orf75	0.09995	0.03986	0.34497	0.79381	0.31709	0.2497	0.20081	0.34597	0.11954	0.06046	0.05124
CASC18	0	0.00082	0	0.01115	0.00208	0	0.00341	0	0	0	0
NUAK1	0.00498	0.00369	0.00117	0.07073	0.04564	0.00233	0.10688	0.00185	0	0.29516	0
CKAP4	0.06181	0.05878	0.02098	0.42385	0.19657	0.01594	0.2662	0.04851	0.07	0.13183	0.01297
RP11-651L5.3	0.00164	0.00103	6e-04	0.00536	0.00644	0	0.00659	0.00148	0.00205	0	0
TCP11L2	0.02849	0.01338	0.06093	0.03135	0.03221	0.07317	0.02713	0.01106	0.14714	0.07471	0.01241
POLR3B	0.01505	0.01704	0.01199	0.04446	0.0236	0.00975	0.02143	0.02011	0.00391	0.01661	0.01077
RFX4	0.00024	0	0.00019	0.00589	0.00321	0.00108	0	0	0	0	0
RIC8B	0.03058	0.03145	0.03388	0.08915	0.0841	0.03175	0.09235	0.03825	0.01407	0.04901	0.02174
RP11-412D9.4	0.00442	0.00435	0.00846	0.0334	0.02094	0.00694	0.03428	0.01541	0.00343	0.02305	0.00844
TMEM263	0.12609	0.09197	0.13702	0.31052	0.1564	0.16819	0.36763	0.11755	0.09632	0.18998	0.21174
MTERF2	0.01824	0.02494	0.07448	0.10479	0.05966	0.07187	0.06749	0.04525	0.03063	0.08841	0.00826
CRY1	0.03006	0.03729	0.07953	0.04619	0.03863	0.0796	0.06483	0.0474	0.0101	0.19697	0.04735
BTBD11	0.003	0.00214	0.02977	0.00486	0.0058	0.016	0.01202	0.00863	0	0.00743	0.0156
PWP1	0.18124	0.16723	0.12108	0.26656	0.09513	0.13561	0.24365	0.26779	0.25553	0.20636	0.10726
PRDM4	0.06616	0.04638	0.04519	0.04609	0.02225	0.02418	0.03905	0.06815	0.13796	0.05468	0.01956
RP11-864J10.4	0.00051	0.00056	0.00031	0.00016	0.00029	0	0	0.00045	0.00335	0	0
ASCL4	0.00034	0.00208	0	0	0.00111	0	0	0	0	0	0
RP11-554D14.8	0.00057	0.00363	0	4e-05	0	0	0	0.00051	0	0	0
WSCD2	0	0.00012	0.00146	0.00012	0	0.00281	0	0	0.00399	0.00844	0.01383
CMKLR1	0.14219	0.28645	0.0044	0.00475	0.00844	0.00152	0.05801	0.14549	0.00486	0.07449	0
FICD	0.02697	0.0259	0.01631	0.04497	0.02295	0.01696	0.01725	0.02829	0.02335	0.00999	0.02244
SART3	0.07462	0.08221	0.08682	0.10238	0.07045	0.08082	0.09307	0.14314	0.08028	0.12589	0.07382
ISCU	0.27095	0.36852	0.41136	0.42647	0.18054	0.65288	0.59215	0.41816	0.56791	0.43638	0.20362
TMEM119	0.00206	0.00352	0.00216	0.00021	0	0	0.03574	0.00099	0	0	0
SELPLG	0.17101	0.22641	0.28252	0.03074	0.03346	0.31231	0.04149	0.18537	0.05864	0.03369	0.02774
RP11-689B22.2	0.00044	0	0.00038	0	0	0	0	0	0.01042	0	0
CORO1C	0.64962	0.37062	0.03899	0.19163	0.11049	0.039	0.25119	0.50774	0.07709	0.32616	0.1153
SSH1	0.15174	0.12606	0.04755	0.08089	0.05904	0.0871	0.1387	0.11817	0.02236	0.30064	0.07395
DAO	0.00148	0.0015	0.00074	0.02854	0.00556	0	0.00209	0.00102	0	0	0
SVOP	0.00096	0.00045	0.00063	0.00018	0	0	0	0.00123	0	0	0
USP30	0.0205	0.01927	0.0109	0.05325	0.02867	0.01041	0.0288	0.01282	0.00136	0.01954	0.00984
USP30-AS1	0.01414	0.0203	0.04533	0.01154	0.00692	0.04593	0.00366	0.01765	0.02405	0.00302	0
ALKBH2	0.04566	0.04209	0.01762	0.20704	0.06309	0.05351	0.11001	0.05456	0.01404	0.02776	0.02123
UNG	0.06332	0.03127	0.02474	0.13653	0.04213	0.04843	0.0722	0.05633	0.01826	0.07711	0.04473
ACACB	0.00631	0.005	0.01384	0.03621	0.03564	0.00654	0.04379	0.0122	0.00342	0.10677	0
KCTD10	0.06678	0.06452	0.02941	0.05492	0.03659	0.02806	0.1378	0.07139	0.01702	0.12292	0.03695
UBE3B	0.06658	0.07259	0.03216	0.09316	0.05291	0.03692	0.04202	0.07374	0.04067	0.10268	0.03886
MMAB	0.0844	0.09594	0.02649	0.4808	0.16209	0.04337	0.07305	0.13589	0.03919	0.093	0.03164
MVK	0.01621	0.0198	0.02503	0.0819	0.03144	0.01638	0.03382	0.04607	0.01831	0.03513	0
FAM222A	0.00208	0.00181	0.03596	0.01216	0.00401	0.00438	0.00801	0.00425	0.00984	0.01994	0.02931
FAM222A-AS1	0	0	0.00165	6e-04	0.00033	0	0	0	0.00312	0	0
TRPV4	0.03926	0.05097	0.00244	0.08385	0.04279	0	0.00654	0.03965	0.00139	0.0191	0
GLTP	0.17406	0.16639	0.16034	0.15624	0.06429	0.13947	0.19557	0.19903	0.11175	0.24931	0.13589
TCHP	0.04593	0.05925	0.0412	0.05117	0.03394	0.0476	0.07135	0.1362	0.02823	0.07016	0.00889
GIT2	0.25359	0.31165	0.1103	0.10141	0.08857	0.1348	0.16917	0.32335	0.18243	0.21959	0.04396
RP11-837J7.4	0	0	0	6e-04	6e-04	0	0.00153	0.00039	0	0	0
ANKRD13A	0.15722	0.17167	0.07865	0.07055	0.05439	0.06814	0.08429	0.21794	0.22958	0.09561	0.04355
C12orf76	0.10291	0.09798	0.06322	0.10516	0.05185	0.09924	0.08195	0.07384	0.05518	0.11123	0.04212
IFT81	0.01733	0.01053	0.00363	0.04849	0.03194	0.00491	0.12454	0.01823	0.009	0.04786	0
ATP2A2	0.41983	0.39166	0.13359	0.58251	0.30816	0.17694	0.42639	0.42358	0.09638	0.41862	0.23943
ANAPC7	0.08687	0.1173	0.05446	0.13106	0.09819	0.06027	0.06496	0.13764	0.05568	0.18181	0.03429
ARPC3	2.18364	2.15874	1.18907	1.5612	0.7006	1.60699	1.40433	2.26482	1.32892	1.10289	1.49287
GPN3	0.24478	0.22012	0.07085	0.30664	0.07759	0.08105	0.18673	0.33848	0.06808	0.0635	0.10558
FAM216A	0.03533	0.03415	0.00781	0.16327	0.05738	0.0077	0.04969	0.04232	0.0091	0.00786	0.01087
VPS29	0.84404	0.78255	0.29358	0.8321	0.31159	0.38758	0.65075	1.13611	0.27828	0.47278	0.47229
RAD9B	0.00304	0.0058	0.00143	0.00107	0	0	0	0.01111	0.00376	0	0
PPTC7	0.17671	0.16321	0.11841	0.11097	0.07751	0.07694	0.10196	0.17823	0.15966	0.15114	0.09051
TCTN1	0.02143	0.02896	0.00783	0.1112	0.04379	0.01126	0.11571	0.02735	0.03948	0.0521	0.01356
HVCN1	0.1116	0.17193	0.01423	0.02079	0.01064	0.00383	0.11776	0.16069	0.24965	0.02259	0.01234
PPP1CC	0.43848	0.49025	0.24479	0.72187	0.25952	0.37615	0.48378	0.70145	0.3694	0.32141	0.22909
MYL2	0	0	0	0	0	0	0	0.00165	0.0096	0	0
CUX2	0.00164	0.00258	0	9e-04	0.00097	0	0	0.00168	0	0	0
FAM109A	0.0573	0.04769	0.00396	0.06733	0.04027	0.00415	0.02548	0.03941	0.00318	0.0199	0.05336
RP3-473L9.4	0.00529	0.01023	0	0.00365	0.00094	0	0.00172	0.00355	0	0.01017	0
SH2B3	0.38177	0.50402	0.06659	0.0458	0.04241	0.02981	0.23588	0.39511	0.11478	0.28664	0.13138
ATXN2	0.19562	0.22927	0.14293	0.26259	0.21859	0.19785	0.31765	0.25066	0.11987	0.32649	0.11856
RP11-686G8.2	0.00074	0.00026	0	0.00074	0.00124	0	0	0.00145	0	0.00311	0
BRAP	0.07519	0.07385	0.04543	0.06707	0.03616	0.06351	0.06512	0.08981	0.03614	0.04834	0.07068
RP11-686G8.5	0	0.00013	0	0.00154	0.00047	0	0	0.00063	0	0	0
ACAD10	0.02411	0.0266	0.014	0.06602	0.06647	0.01317	0.02842	0.02752	0.01714	0.02449	0.02045
ALDH2	0.1261	0.2273	0.02329	0.72709	0.28869	0.01566	0.18236	0.0955	0.05697	0.22873	0.10203
MAPKAPK5-AS1	0.07603	0.10624	0.07612	0.21016	0.09224	0.11828	0.11667	0.10278	0.0544	0.07389	0.02157
MAPKAPK5	0.06642	0.0679	0.06601	0.13136	0.10035	0.06307	0.09343	0.0865	0.04971	0.10077	0.04686
TMEM116	0.03219	0.0194	0.04723	0.07419	0.05733	0.05003	0.04311	0.041	0.0154	0.01566	0.08232
ERP29	0.70657	0.76802	0.54948	1.10502	0.57951	0.59884	0.81084	1.08259	0.67483	0.5551	0.35706
RP1-267L14.6	0.00225	0.00117	0.00034	0.00137	0.00354	0	0	0	0.00194	0.00412	0
NAA25	0.10375	0.11236	0.05963	0.1599	0.12186	0.06487	0.10823	0.09304	0.07215	0.15182	0.04326
TRAFD1	0.07641	0.09109	0.03413	0.06304	0.03475	0.06598	0.07819	0.08849	0.0381	0.07598	0.03615
HECTD4	0.05034	0.05676	0.04946	0.07554	0.08603	0.06377	0.09944	0.06188	0.03474	0.09478	0.02803
RPL6	2.07435	2.27689	2.66695	2.69734	1.58997	2.93013	2.71266	2.34752	2.45568	2.33251	2.74213
PTPN11	0.20649	0.20884	0.09531	0.25838	0.12257	0.16626	0.25102	0.26263	0.05334	0.2436	0.00933
RPH3A	0.00085	0.00236	0	0	0	0	0	0.00154	0.00107	0	0
OAS1	0.21058	0.22631	0.0307	0.13988	0.07798	0.12917	0.08061	0.18713	0.0892	0.0456	0
OAS3	0.08271	0.09304	0.02547	0.04658	0.03283	0.05479	0.076	0.16132	0.03747	0.05056	0
OAS2	0.14336	0.21211	0.05292	0.07382	0.04261	0.0735	0.08077	0.20029	0.04582	0.14279	0.00801
DTX1	0.01006	0.01525	0.00486	0.01298	0.00726	0.00288	0.00625	0.00844	0.00958	0	0.01116
RASAL1	0.00435	0.00224	0.00457	0.04776	0.03198	0.01067	0.00566	0.00214	0.00222	0	0.04443
CFAP73	0.00018	0.00063	0.00037	0.01203	0.00738	0.00393	0	0.00324	0	0	0
DDX54	0.11022	0.12222	0.08088	0.19505	0.10616	0.08875	0.13749	0.17636	0.0942	0.1524	0.12452
RITA1	0.04036	0.04165	0.02328	0.13019	0.03179	0.02194	0.05472	0.05002	0.00802	0.03207	0.01496
IQCD	0.00491	0.0083	0.00204	0.0136	0.00988	0.00117	0.00983	0.01445	0	0.00402	0.01439
TPCN1	0.08046	0.1259	0.01865	0.10465	0.10412	0.02082	0.09626	0.10701	0.05453	0.06913	0.10347
SLC8B1	0.11197	0.11697	0.03438	0.03735	0.05884	0.03238	0.08113	0.09443	0.03845	0.10039	0.00625
PLBD2	0.17501	0.1821	0.01301	0.09373	0.05638	0.02884	0.07186	0.13416	0.01698	0.03469	0.0131
SDS	0.44217	0.17255	0.00905	0.01363	0.01766	0.00408	0.04238	0.1672	0.00159	0.01134	0
SDSL	0.23727	0.21894	0.00356	0.23712	0.07797	0.00819	0.08134	0.22053	0.00767	0.00704	0.13408
LINC01234	0.00025	0	0	0.00078	8e-04	0	0	0	0	0	0
RBM19	0.05808	0.06318	0.04109	0.07542	0.05787	0.06693	0.05566	0.06787	0.04017	0.0482	0
TBX3	0.00067	0.0017	0.00171	0.03966	0.04368	0	0.20924	0	0.0019	0.07068	0
MED13L	0.26446	0.30093	0.11463	0.18265	0.14809	0.09353	0.24656	0.22095	0.19051	0.39597	0.08661
MAP1LC3B2	0.00514	0.00716	0.00183	0.00254	0.00182	0.00506	0	0.0052	0	0.00418	0
C12orf49	0.11821	0.07237	0.08219	0.12646	0.05108	0.07186	0.08442	0.14641	0.092	0.08557	0.06066
RNFT2	0.0099	0.00846	0.00162	0.01119	0.00409	0.00131	0.00601	0.02574	0.00314	0	0
HRK	0.00182	0	0.00037	0.01101	0.00564	0	0.00173	0	0.02834	0	0
FBXW8	0.01591	0.02036	0.01553	0.0519	0.04232	0.01845	0.02322	0.0239	0.0156	0.04707	0.01132
RP11-240G22.5	0	0	0.00083	0.0017	0.00096	0.00123	0.00206	0	0	0.00605	0
RP11-231I16.1	0.00033	0	0.00097	0.00952	0.00976	0.00279	0.00274	0	0.00128	0	0.00761
TESC	0.06692	0.10301	0.11114	0.87687	0.40965	0.16075	0.50647	0.16039	0.06247	0.23037	0.24392
TESC-AS1	0	0	0	0.00056	0	0	0	0	0	0	0.01116
FBXO21	0.08134	0.07969	0.10781	0.16219	0.0908	0.09991	0.12824	0.10573	0.12162	0.14374	0.01847
KSR2	0.00037	0.00055	0.00151	0.01071	0.00888	0.00553	0	0.00216	0	0	0
RFC5	0.04306	0.02348	0.01316	0.05779	0.02369	0.01768	0.0393	0.12684	0.0186	0.01718	0.01018
RP11-33N14.3	0.00036	0.00026	0.00081	0.00052	6e-04	0	0.00135	0.00126	0	0	0
WSB2	0.22204	0.16585	0.08907	0.30537	0.1161	0.07923	0.18305	0.18998	0.04841	0.10026	0.05957
VSIG10	0.02675	0.02405	0.01008	0.12789	0.06887	0.00945	0.04988	0.05533	0.00555	0.05786	0.00761
RP11-136L23.2	0.00015	0.00045	9e-04	0.00167	0.00203	0.00097	0	0.00111	0	0	0
PEBP1	0.74454	0.76188	0.47487	1.51426	0.62929	0.74343	1.03332	0.84022	0.46011	0.46733	0.83404
TAOK3	0.62067	0.61685	0.35228	0.27844	0.24466	0.42297	0.30821	0.63938	0.28128	0.20472	0.3755
RP11-131L12.2	0.00115	0.00023	0.00023	0.00195	0.00042	0	0.00213	0.00055	0	0	0
SUDS3	0.14404	0.12865	0.10982	0.21163	0.12308	0.13275	0.19565	0.20212	0.09659	0.14988	0.07152
RP11-131L12.3	0.00035	0	0.00037	0.00305	0.00231	0	0.00166	0.00071	0.00203	0.00152	0
RP11-131L12.4	0	0	0.00095	0.00181	0.00165	0.00126	0.00356	0	6e-04	0	0
SRRM4	0	0	0	0.00306	0.00514	0	0.01029	0	0	0	0
HSPB8	0.00172	0.00135	0.00132	0.04031	0.01363	0.00207	0.10719	0.00099	0	0.06806	0
RP11-768F21.1	0.00079	0.00122	3e-04	0.0047	8e-04	0.00099	0.00247	0.00059	0	0.04225	0.01414
TMEM233	0.00049	0	0	0.00378	0.00115	0	0	0	0	0.09793	0.21617
PRKAB1	0.03777	0.04083	0.03785	0.16561	0.09189	0.05093	0.06159	0.05578	0.02841	0.0871	0.01498
CIT	0.01446	0.00414	0.00407	0.03791	0.01309	0.00187	0.02031	0.26553	0.00314	0.00179	0.00949
CCDC64	0.00422	0.00605	0.32405	0.05643	0.07545	0.23291	0.02453	0.05589	0.04652	0.03191	0.05098
RAB35	0.12001	0.15231	0.10582	0.07583	0.03759	0.10214	0.08505	0.15624	0.05742	0.18074	0.01353
RP1-267D11.6	0.00637	0.01079	0.01011	0.01679	0.01313	0.00957	0.02024	0.0137	0.00699	0.02214	0.00499
GCN1	0.04413	0.03643	0.0377	0.12123	0.06748	0.0447	0.06087	0.06884	0.03316	0.03694	0.02462
RPLP0	1.84482	1.89667	2.00745	2.81425	1.69785	2.16524	2.44098	2.34422	2.05698	2.0378	1.54899
PXN-AS1	0.01946	0.0183	0.01249	0.11357	0.04623	0.03213	0.02095	0.02894	0.01807	0.01376	0
PXN	0.0931	0.08446	0.06691	0.12246	0.08184	0.06514	0.09974	0.08139	0.01491	0.41754	0.04582
RP1-278C19.8	0.00104	0.00032	0.00041	0.00487	0.00495	0	0	0.00041	0	0	0
SIRT4	0.00312	0.00286	0.00166	0.01313	0.0072	0	0.00651	0.00115	0	0	0
PLA2G1B	5e-04	0.00023	0	0.01653	0.00326	0	0.00265	0.00049	0.00026	0	0
MSI1	0.00349	0.00246	0.00095	0.06504	0.03597	0.00609	0.02312	0.00365	0	0	0
COX6A1	1.06084	1.0212	0.83396	1.79097	0.65567	1.16086	1.35292	1.36347	0.725	1.08451	0.92867
TRIAP1	0.10136	0.10765	0.05959	0.2715	0.05595	0.0657	0.13957	0.14419	0.06835	0.13093	0.10908
GATC	0.0593	0.06281	0.05308	0.0923	0.04967	0.04958	0.07712	0.07492	0.05015	0.08467	0.03625
SRSF9	0.84812	0.77918	0.44631	1.2052	0.44701	0.64967	0.85457	1.01555	0.4822	0.75869	0.64622
DYNLL1	1.81455	1.63268	1.2857	1.69637	0.7478	1.57363	1.93464	1.92535	1.00952	1.4342	1.69123
NRAV	0.0132	0.01224	0.00596	0.02724	0.00883	0.00472	0.02018	0.01642	0.00226	0.01078	0
COQ5	0.08359	0.08871	0.03528	0.16786	0.04623	0.07623	0.0891	0.1394	0.03986	0.05065	0.06732
RNF10	0.1954	0.19064	0.17268	0.28653	0.13965	0.17932	0.26385	0.23892	0.12585	0.2394	0.15874
POP5	0.11649	0.14454	0.12018	0.36133	0.15134	0.20439	0.16008	0.28391	0.09006	0.18618	0.07869
CABP1	0.00196	0.00023	0	2e-04	0	0	0.03732	0.00208	0	0.03682	0
MLEC	0.26443	0.36252	0.15957	0.71424	0.32647	0.18495	0.38647	0.459	0.14603	0.52957	0.23755
RP11-173P15.3	0.00045	0.00033	0.00068	0.00051	7e-04	0.00138	0	0	0	0	0
RP11-173P15.9	0.00073	0.00063	0.00026	9e-04	0.0012	0.00125	0.00257	0	0	0	0
RP11-173P15.10	0	0.00075	0	0.00094	0.00075	0	0.00445	0	0	0	0
UNC119B	0.01029	0.01114	0.01728	0.05511	0.02864	0.0103	0.02904	0.01419	0.01309	0.05852	0
ACADS	0.09779	0.09121	0.0302	0.16872	0.06303	0.07461	0.05427	0.09048	0.01639	0.06312	0.0346
SPPL3	0.16356	0.20729	0.08893	0.207	0.12182	0.08422	0.21279	0.17123	0.08406	0.14527	0.0324
HNF1A	0.00199	0.00245	0.0023	0.06265	0.04344	0.00115	0.00672	0.00823	0.00152	0	0
C12orf43	0.06136	0.06831	0.04889	0.08811	0.04174	0.06943	0.06914	0.10674	0.05209	0.05024	0.00761
OASL	0.03672	0.04818	0.17399	0.0344	0.03162	0.09557	0.00745	0.08272	0.03289	0.01715	0.04737
P2RX7	0.26116	0.20415	0.0154	0.00665	0.00964	0.02018	0.04908	0.18777	0.01174	0.03069	0
RP11-340F14.6	0.00633	0.00534	0	4e-05	0.00168	0	0.00189	0.00251	0	0	0
